A,,,,
Solo-Kota,Jawa Tengah,Daop VI Yogyakarta,SKA,Beroperasi
Songgom,Jawa Tengah,Daop III Cirebon,SGG,Beroperasi
Soreang (Bd),Jawa Barat,Daop II Bandung,SRG,Tidak beroperasi
"Sragen
d.h. Modjosragen",Jawa Tengah,Daop VI Yogyakarta,SR,Beroperasi
Sragi,Jawa Tengah,Daop IV Semarang,SRI,Beroperasi
Srandakan,D.I Yogyakarta,Daop VI Yogyakarta,-,Tidak beroperasi
Srono,Jawa Timur,Daop IX Jember,SRO,Tidak beroperasi
Sroyo,Jawa Timur,Daop VIII Surabaya,SYO,Tidak beroperasi
Srowot,Jawa Tengah,Daop VI Yogyakarta,SWT,Beroperasi
Sruweng,Jawa Tengah,Daop V Purwokerto,SRW,Beroperasi
Sudimara,Banten,Daop I Jakarta,SDM,Beroperasi
"Sudirman
d.h. Dukuh Atas",DKI Jakarta,Daop I Jakarta,SUD,Beroperasi
"Sudirman Baru
BNI City",DKI Jakarta,Daop I Jakarta,SUDB,Beroperasi
Sukabumi,Jawa Barat,Daop I Jakarta,SI,Beroperasi
"Sukatani
d.h. Bendul",Jawa Barat,Daop II Bandung,SUT,Beroperasi
Sukodono,Jawa Timur,Daop IX Jember,SKO,Tidak beroperasi
Sukoharjo,Jawa Tengah,Daop VI Yogyakarta,SKH,Beroperasi
Sukolilo,Jawa Timur,Daop VIII Surabaya,SLL,Tidak beroperasi
Sukomoro,Jawa Timur,Daop VII Madiun,SKM,Beroperasi
Sukorejo,Jawa Timur,Daop VIII Surabaya,SKJ,Beroperasi
Sukosari,Jawa Timur,Daop IX Jember,SSR,Tidak beroperasi
Sukowono,Jawa Timur,Daop IX Jember,SKW,Tidak beroperasi
Sulur,Jawa Tengah,Daop IV Semarang,SL,Beroperasi
Sumberbaru,Jawa Timur,Daop IX Jember,SBB,Tidak beroperasi
Sumbergempol,Jawa Timur,Daop VII Madiun,SBL,Beroperasi
Sumberlawang,Jawa Tengah,Daop VI Yogyakarta,SUM,Beroperasi
Sumberpucung,Jawa Timur,Daop VIII Surabaya,SBP,Beroperasi
Sumberrejo,Jawa Timur,Daop VIII Surabaya,SRJ,Beroperasi
Sumbersalak,Jawa Timur,Daop IX Jember,SBS,Tidak beroperasi
Sumberwadung,Jawa Timur,Daop IX Jember,SWD,Beroperasi
Sumenep,Jawa Timur,Daop VIII Surabaya,SMP,Tidak beroperasi
Sumlaran,Jawa Timur,Daop VIII Surabaya,SLR,Tidak beroperasi
Sumobito,Jawa Timur,Daop VII Madiun,SBO,Beroperasi
Sumoroto,Jawa Timur,Daop VII Madiun,SMO,Tidak beroperasi
Sumpiuh,Jawa Tengah,Daop V Purwokerto,SPH,beroperasi
"Sungai Lagoa
d.h. Tandjongpriok Goedang",DKI Jakarta,Daop I Jakarta,SAO,Beroperasi
Sungai Tirem,DKI Jakarta,Daop I Jakarta,SGT,Tidak beroperasi
Surabaya Gubeng,Jawa Timur,Daop VIII Surabaya,SGU,Beroperasi
Surabaya Kota,Jawa Timur,Daop VIII Surabaya,SB,Beroperasi
"Surabaya Pasarturi
d.h. Soerabaja NIS",Jawa Timur,Daop VIII Surabaya,SBI,Beroperasi
Surabayan,Jawa Timur,Daop VIII Surabaya,SBN,Beroperasi
Suradadi,Jawa Tengah,Daop IV Semarang,SD,Beroperasi
Susuhan,Jawa Timur,Daop VII Madiun,SS,Beroperasi
T,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Tagogapu,Jawa Barat,Daop II Bandung,TAU,Beroperasi terbatas
Talun,Jawa Timur,Daop VII Madiun,TAL,Beroperasi
Tamanan,Jawa Timur,Daop IX Jember,TMN,Tidak beroperasi
"Taman Kota
d.h. Kembangan",DKI Jakarta,Daop I Jakarta,TKO,Beroperasi
Tambak,Jawa Tengah,Daop V Purwokerto,TBK,Beroperasi
Tambun,Jawa Barat,Daop I Jakarta,TB,Beroperasi
Tanahabang,DKI Jakarta,Daop I Jakarta,THB,Beroperasi
Tanah Tinggi,Banten,Daop I Jakarta,TTI,Beroperasi
Tandes,Jawa Timur,Daop VIII Surabaya,TES,Beroperasi
Tangsil,Jawa Timur,Daop IX Jember,TGS[k],Tidak beroperasi
Tanjakan Empang,Jawa Barat,Daop I Jakarta,TEP,Tidak beroperasi
Tanjung (ke Cn),Jawa Tengah,Daop III Cirebon,TGN,Beroperasi
Tanjung Barat,DKI Jakarta,Daop I Jakarta,TNT,Beroperasi
Tanjung Priok,DKI Jakarta,Daop I Jakarta,TPK,Beroperasi
"Tanjungpriok Pelabuhan
d.h. Tandjongpriok-haven",DKI Jakarta,Daop I Jakarta,TPH,Tidak beroperasi
Tanjungrasa,Jawa Barat,Daop III Cirebon,TJS,Beroperasi
Tanjungsari,Jawa Barat,Daop II Bandung,-,Tidak beroperasi
Tangerang,Banten,Daop I Jakarta,TNG,Beroperasi
Tanggul,Jawa Timur,Daop IX Jember,TGL,Beroperasi
Tanggulangin,Jawa Timur,Daop VIII Surabaya,TGA,Beroperasi
Tanggung,Jawa Tengah,Daop IV Semarang,TGG,Beroperasi
Tapen,Jawa Timur,Daop IX Jember,TAP,Tidak beroperasi
Tarik,Jawa Timur,Daop VIII Surabaya,TRK,Beroperasi
Tasikmalaya,Jawa Barat,Daop II Bandung,TSM,Beroperasi
Tasikmalaya Pasar,Jawa Barat,Daop II Bandung,TSP,Tidak beroperasi
Tayu,Jawa Tengah,Daop IV Semarang,TAY,Tidak beroperasi
Tebet,DKI Jakarta,Daop I Jakarta,TEB,Beroperasi
Tegal,Jawa Tengah,Daop IV Semarang,TG,Beroperasi
Tegal Gudang,Jawa Tengah,Daop IV Semarang,TGD,Tidak beroperasi
"Tegal Pelabuhan
d.h. Tegal-Boom",Jawa Tengah,Daop IV Semarang,-,Tidak beroperasi
Tegalsari,Jawa Tengah,Daop VI Yogyakarta,TSI,Tidak beroperasi
Tegowanu,Jawa Tengah,Daop IV Semarang,TGW,Beroperasi
Tekaran,Jawa Tengah,Daop VI Yogyakarta,TER,Tidak beroperasi
Tekung,Jawa Timur,Daop IX Jember,TKU,Tidak beroperasi
Telagamurni/Metland Telagamurni,Jawa Barat,Daop I Jakarta,MTM/TLM,Beroperasi
Telagasari,Jawa Barat,Daop III Cirebon,TLS,Beroperasi
Telang,Jawa Timur,Daop VIII Surabaya,TLA,Tidak beroperasi
Telawa,Jawa Tengah,Daop IV Semarang,TW,Beroperasi
Temanggung,Jawa Tengah,Daop VI Yogyakarta,TMG,Tidak beroperasi
Tempeh,Jawa Timur,Daop IX Jember,TPE,Tidak beroperasi
Tempel,Jawa Tengah,Daop VI Yogyakarta,TPL,Tidak beroperasi
Tempuran,Jawa Tengah,Daop IV Semarang,TPN,Tidak beroperasi
Temuguruh,Jawa Timur,Daop IX Jember,TGR,Beroperasi
Tenjo,Jawa Barat,Daop I Jakarta,TEJ,Beroperasi
Tengor,Jawa Timur,Daop VIII Surabaya,TEN,Tidak beroperasi
Terisi,Jawa Barat,Daop III Cirebon,TIS,Beroperasi
Tigaraksa,Banten,Daop I Jakarta,TGS[l],Beroperasi
Tobo,Jawa Timur,Daop VIII Surabaya,TBO,Beroperasi
Tonjong Baru,Banten,Daop I Jakarta,TOJB,Beroperasi
Torjun,Jawa Timur,Daop VIII Surabaya,TRJ,Tidak beroperasi
Trenggalek,Jawa Timur,Daop VII Madiun,TRG,Tidak beroperasi
Tribungan,Jawa Timur,Daop IX Jember,TBG,Tidak beroperasi
Tuban,Jawa Timur,Daop VIII Surabaya,TN,Tidak beroperasi
Tugu[m],Jawa Timur,Daop VII Madiun,TGU,Tidak beroperasi
Tulangan,Jawa Timur,Daop VIII Surabaya,TLN,Beroperasi
Tulungagung,Jawa Timur,Daop VII Madiun,TA,Beroperasi
Tumpang,Jawa Timur,Daop VIII Surabaya,TMP,Tidak beroperasi
Tuntang,Jawa Tengah,Daop IV Semarang,TTG,Beroperasi terbatas
Tutul,Jawa Timur,Daop IX Jember,TTU,Tidak beroperasi
U,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
"Ujung
d.h. Soerabaja-Oedjoeng",Jawa Timur,Daop VIII Surabaya,UJ,Tidak beroperasi
Ujunggede,Jawa Tengah,Daop IV Semarang,UGD,Tidak beroperasi
Ujungnegoro,Jawa Tengah,Daop IV Semarang,UJN,Beroperasi
Universitas Indonesia,Jawa Barat,Daop I Jakarta,UI,Beroperasi
Universitas Pancasila,DKI Jakarta,Daop I Jakarta,UP,Beroperasi
W,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
Wadas,Jawa Barat,Daop I Jakarta,WDS,Tidak beroperasi
Wadu,Jawa Tengah,Daop IV Semarang,WDU,Beroperasi
Walantaka,Banten,Daop I Jakarta,WLT,Beroperasi
Walikukun,Jawa Timur,Daop VII Madiun,WK,Beroperasi
Wanaraja,Jawa Barat,Daop II Bandung,WNR,Beroperasi
Waru (Pekalongan),Jawa Tengah,Daop IV Semarang,WU,Tidak beroperasi
Waru (Sidoarjo),Jawa Timur,Daop VIII Surabaya,WR,Beroperasi
Waruduwur,Jawa Barat,Daop III Cirebon,WDW,Beroperasi
Warungbandrek,Jawa Barat,Daop II Bandung,WB,Beroperasi
"Warungdowo
d.h. Waroeng-Dowo",Jawa Timur,Daop IX Jember,WDO,Tidak beroperasi
Wates (Kediri),Jawa Timur,Daop VII Madiun,WAT,Tidak beroperasi
Wates (Kulon Progo),D.I Yogyakarta,Daop VI Yogyakarta,WT,Beroperasi
Weleri,Jawa Tengah,Daop IV Semarang,WLR,Beroperasi
Widuri,Jawa Timur,Daop IX Jember,WDR,Tidak beroperasi
Wilangan,Jawa Timur,Daop VII Madiun,WLG,Tidak beroperasi
Winongan,Jawa Timur,Daop IX Jember,WON,Tidak beroperasi
Winongo,D.I Yogyakarta,Daop VI Yogyakarta,WGO,Tidak beroperasi
Wirosari,Jawa Tengah,Daop IV Semarang,WLS,Tidak beroperasi
Wlingi,Jawa Timur,Daop VIII Surabaya,WG,Beroperasi
Wojo,Jawa Tengah,Daop VI Yogyakarta,WJ,Beroperasi
Wonogiri,Jawa Tengah,Daop VI Yogyakarta,WNG,Beroperasi
Wonokasihan,Jawa Timur,Daop VII Madiun,WKN,Tidak beroperasi
Wonokerto,Jawa Timur,Daop VIII Surabaya,WN,Beroperasi
"Wonokromo
d.h. Wonokromo SS",Jawa Timur,Daop VIII Surabaya,WO,Beroperasi
"Wonokromo Kota
d.h. Wonokromo OJS",Jawa Timur,Daop VIII Surabaya,WOK,Tidak beroperasi
Wonopringgo,Jawa Tengah,Daop IV Semarang,WPO,Tidak beroperasi
Wonorejo,Jawa Timur,Daop IX Jember,WRO,Tidak beroperasi
Wonosari,Jawa Tengah,Daop V Purwokerto,WNS,Beroperasi
Wonosobo,Jawa Tengah,Daop V Purwokerto,WS,Tidak beroperasi
Y,,,,
Nama stasiun,Provinsi,Daerah Operasi/Divisi Regional,Singkatan stasiun,Kondisi
"Yogyakarta
d.h. Djocja Toegoe, Djokjakarta",D.I Yogyakarta,Daop VI Yogyakarta,YK,Beroperasi
Yosowilangun,Jawa Timur,Daop IX Jember,YWL,Tidak beroperasi
