No.,station_name,station_code,arrival_time,departure_time,notes
1,PASARSENEN,PSE,,08:10:00,
2,GANGSENTIONG,GST,,-,
3,KRAMAT,KMT,,-,
4,PONDOKJATI,POK,,-,
5,JATINEGARA,JNG,08:19:00,08:21:00,
6,BEKASI,BKS,08:33:00,08:35:00,
7,BEKASITIMUR,BKST,,-,
8,TAMBUN,TB,,08:41:00,
9,CIBITUNG,CIT,,-,
10,TELAGA MURNI,TLM,,-,
11,CIKARANG,CKR,,08:49:00,
12,LEMAHABANG,LMB,,08:52:00,
13,KEDUNGGEDEH,KDH,,08:58:00,
14,KARAWANG,KW,09:03:00,09:11:00,= KA 2 (KA 2 //)
15,KLARI,KLI,,09:17:00,
16,KOSAMBI,KOS,,09:20:00,
17,DAWUAN,DWN,,09:25:00,
18,CIKAMPEK,CKP,,09:28:00,
19,TANJUNGRASA,TJS,,09:35:00,
20,PABUARAN,PAB,,09:39:00,
21,PRINGKASAP,PRI,,09:43:00,
22,PASIRBUNGUR,PAS,,09:47:00,
23,CIKAUM,CKM,,09:51:00,
24,PEGADENBARU,PGB,09:59:00,10:01:00,
25,CIPUNEGARA,CRA,,10:07:00,
26,HAURGEULIS,HGL,10:14:00,10:29:00,= KA 16 (KA 16 //)
27,CILEGEH,CLH,,10:37:00,
28,KADOKANGABUS,KAB,,10:43:00,
29,TERISI,TIS,,10:47:00,
30,TELAGASARI,TLS,,10:53:00,
31,JATIBARANG,JTB,,11:00:00,
32,KERTASEMAYA,KTM,,11:06:00,
33,ARJAWINANGUN,AWN,,11:17:00,
34,BANGODUWA,BDW,,11:21:00,
35,CANGKRING,CNK,,11:25:00,
36,CIREBON,CN,,11:31:00,
37,CIREBON PRUJAKAN,CNP,11:35:00,11:40:00,
38,WARUDUWUR,WDW,,11:48:00,
39,BABAKAN,BBK,11:59:00,12:01:00,
40,LOSARI,LOS,,12:08:00,
41,TANJUNG,TGN,12:16:00,12:36:00,= KA 118 (KA 118 //)
42,BREBES,BB,12:53:00,12:55:00,
43,TEGAL,TG,13:06:00,13:09:00,
44,LARANGAN,LR,,13:15:00,
45,SURODADI,SD,,13:22:00,
46,PEMALANG,PML,,13:31:00,
47,PETARUKAN,PTA,,13:36:00,
48,COMAL,CO,,13:43:00,
49,SRAGI,SRI,,13:46:00,
50,PEKALONGAN,PK,13:56:00,13:59:00,
51,BATANG,BTG,,14:08:00,
52,UJUNGNEGORO,UJN,,14:12:00,
53,KURIPAN,KRP,,14:20:00,
54,PLABUAN,PLB,,14:25:00,
55,KRENGSENG,KNS,,14:32:00,
56,WELERI,WLR,14:38:00,14:40:00,
57,KALIBODRI,KBD,,14:48:00,
58,KALIWUNGU,KLN,,14:57:00,
59,MANGKANG,MKG,,15:01:00,
60,JERAKAH,JRK,,15:06:00,
61,SEMARANG PONCOL,SMC,15:12:00,15:36:00,= KA 40 (KA 40 //)
62,SEMARANG TAWANG,SMT,,15:42:00,
63,ALASTUA,ATA,,15:50:00,
64,BRUMBUNG,BBG,,15:55:00,
65,TEGOWANU,TGW,,16:02:00,
66,GUBUG,GUB,,16:07:00,
67,KARANGJATI,KGT,,16:16:00,
68,SEDADI,SDI,,16:22:00,
69,NGROMBO,NBO,16:28:00,16:30:00,
70,GAMBRINGAN,GBN,,16:33:00,
71,JAMBON,JBN,,16:42:00,
72,PANUNGGALAN,PNL,,16:46:00,
73,KRADENAN,KNN,,16:53:00,// KA 2510 (KA 2510 =)
74,SULUR,SL,,16:59:00,
75,DOPLANG,DPL,,17:04:00,
76,RANDUBLATUNG,RBG,,17:15:00,
77,WADU,WDU,,17:23:00,
78,KAPUAN,KPA,,17:28:00,
79,CEPU,CU,17:34:00,17:37:00,
80,TOBO,TBO,,17:45:00,
81,KALITIDU,KIT,,17:54:00,
82,BOJONEGORO,BJ,18:06:00,18:09:00,
83,KAPAS,KPS,,18:16:00,
84,SUMBERREJO,SRJ,,18:22:00,
85,BOWERNO,BWO,,18:30:00,
86,BABAT,BBT,18:38:00,18:41:00,
87,GEMBONG,GEB,,18:46:00,
88,PUCUK,PC,,18:50:00,
89,SURABAYAN,SBN,,18:57:00,
90,LAMONGAN,LMG,19:04:00,19:06:00,
91,DUDUK,DD,,19:15:00,
92,CERME,CME,,19:22:00,
93,BENOWO,BNW,,19:26:00,
94,KANDANGAN,KDA,,19:30:00,
95,TANDES,TES,,19:32:00,
96,SURABAYA PASARTURI,SBI,19:38:00,,
