No.,station_name,station_code,arrival_time,departure_time,notes
1,GARUT,GRT,,12:40:00,
2,WANARAJA,WNR,,12:54:00,
3,PASIRJENGKOL,PSJ,,13:00:00,
4,CIBATU,CB,13:08:00,13:23:00,X KA 128 (KA 128 X)
5,LEUWIGOONG,LO,,-,
6,KARANGSARI,KRAI,,13:32:00,
7,LELES,LL,13:38:00,13:40:00,
8,LEBAKJERO,LBJ,,13:51:00,
9,NAGREG,NG,,13:59:00,X KA 284 (KA 284 X)
10,CICALENGKA,CCL,,14:12:00,
11,HAURPUGUR,HRP,,14:15:30,
12,RANCAEKEK,RCK,,14:20:00,// KA 375 (KA 375 =)
13,CIMEKAR,CMK,,-,
14,GEDEBAGE,GDB,,14:25:00,
15,KIARACONDONG,KAC,14:32:00,14:37:00,
16,CIKUDAPATEUH,CTH,,-,
17,BANDUNG,BD,14:47:00,14:54:00,
18,ANDIR,AND,,14:59:00,
19,CIMINDI,CMD,,15:01:00,
20,CIMAHI,CMI,15:05:00,15:07:00,
21,GADOBANGKONG,GK,,-,
22,PADALARANG,PDL,15:15:00,15:17:00,
23,CILAME,CLE,,15:26:00,
24,SASAKSAAT,SKT,,15:34:00,X KA 102 (KA 102 X)
25,MASWATI,MSI,,15:39:00,
26,RENDEH,RH,,15:44:00,
27,CIKADONGDONG,CD,,15:48:00,
28,CISOMANG,CG,,-,
29,PLERED,PLD,,16:02:00,
30,SUKATANI,SUT,,16:07:00,
31,CIGANEA,CA,,16:15:00,
32,PURWAKARTA,PWK,16:23:00,16:27:00,(KA 350 X)
33,SADANG,SAD,,-,
34,CIBUNGUR,CBR,,16:39:00,
35,CIKAMPEK,CKP,,16:47:00,
36,DAWUAN,DWN,,16:51:00,
37,KOSAMBI,KOS,,16:55:00,
38,KLARI,KLI,,16:57:00,// KA 2703 (KA 2703 =)
39,KARAWANG,KW,17:02:00,17:04:00,
40,KEDUNGGEDEH,KDH,,17:09:00,
41,LEMAHABANG,LMB,,17:15:00,
42,CIKARANG,CKR,,17:18:00,
43,TELAGA MURNI,TLM,,-,
44,CIBITUNG,CIT,,-,
45,TAMBUN,TB,,17:25:00,
46,BEKASITIMUR,BKST,,-,
47,BEKASI,BKS,17:31:00,17:33:00,
48,JATINEGARA,JNG,17:44:00,17:46:00,
49,MATRAMAN,MTR,,-,
50,MANGGARAI,MRI,,17:51:00,
51,CIKINI,CKI,,-,
52,GONDANGDIA,GDD,,-,
53,GAMBIR,GMR,18:00:00,,
