No.,station_name,station_code,arrival_time,departure_time,notes
1,LEMPUYANGAN,LPN,,07:00:00,
2,MAGUWO,MGW,,07:07:00,
3,BRAMBANAN,BBN,,07:13:00,
4,SROWOT,SWT,,07:18:00,
5,KLATEN,KT,07:24:00,07:26:00,
6,CEPER,CE,,07:33:00,
7,DELANGGU,DL,,07:37:00,
8,GAWOK,GW,,07:41:00,
9,PURWOSARI,PWS,07:47:00,07:54:00,
10,SOLOBALAPAN,SLO,,07:58:00,
11,SOLOJEBRES,SK,,08:02:00,
12,PALUR,PL,,08:05:00,
13,KEMIRI,KMR,,08:08:00,
14,MASARAN,MSR,,08:14:00,
15,SRAGEN,SR,08:22:00,08:24:00,
16,KEBONROMO,KRO,,08:30:00,
17,KEDUNGBANTENG,KDB,,08:35:00,
18,WALIKUKUN,WK,08:46:00,08:48:00,
19,KEDUNGGALAR,KG,,08:56:00,
20,NGAWI,NGW,09:04:00,09:06:00,
21,GENENG,GG,,09:13:00,
22,MAGETAN,MAG,09:21:00,09:23:00,
23,MADIUN,MN,09:33:00,09:39:00,
24,BABADAN,BBD,,09:47:00,
25,CARUBAN,CRB,09:55:00,09:57:00,
26,SARADAN,SRD,,10:05:00,
27,BAGOR,BGR,,10:17:00,
28,NGANJUK,NJ,10:24:00,10:26:00,
29,SUKOMORO,SKM,,10:31:00,
30,BARON,BRN,,10:38:00,
31,KERTOSONO,KTS,10:45:00,10:48:00,
32,SEMBUNG,SMB,,10:55:00,
33,JOMBANG,JG,11:03:00,11:06:00,
34,PETERONGAN,PTR,,-,
35,SUMOBITO,SBO,,11:16:00,
36,CURAHMALANG,CRM,,-,
37,MOJOKERTO,MR,11:27:00,11:30:00,
38,TARIK,TRK,,11:39:00,
39,KEDINDING,KDN,,-,
40,KRIAN,KRN,,11:48:00,
41,BOHARAN,BH,,-,
42,SEPANJANG,SPJ,,11:58:00,
43,WONOKROMO,WO,12:05:00,12:07:00,
44,NGAGEL,NGA,,-,
45,SURABAYAGUBENG,SGU,12:15:00,12:20:00,
46,SURABAYAKOTA,SB,12:29:00,13:20:00,
