No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYA PASARTURI,SBI,22:15:00,22:25:00,
2,SEGITIGAMESIGIT,STM,,22:29:00,
3,SURABAYAKOTA,SB,,22:32:00,
4,SURABAYAGUBENG,SGU,22:40:00,22:50:00,
5,NGAGEL,NGA,,-,
6,WONOKROMO,WO,,22:56:00,X KA 460
7,MARGOREJO,MGR,,-,
8,JEMURSARI,JMS,,-,
9,KERTOMENANGGAL,KTL,,-,
10,WARU,WR,,23:02:00,
11,SAWOTRATAP,STP,,-,
12,GEDANGAN,GDG,,23:06:00,
13,BANJARKEMANTREN,BJK,,-,
14,BUDURAN,BDR,,-,
15,PAGERWOJO,PWJ,,-,
16,SIDOARJO,SDA,23:15:00,23:18:00,X KA 298 (KA 298 X)
17,TANGGULANGIN,TGA,,23:24:00,
18,PORONG,PR,,23:27:00,
19,BANGIL,BG,23:40:00,23:44:00,
20,PASURUAN,PS,00:02:00,00:04:00,
21,REJOSO,RO,,00:12:00,
22,GRATI,GI,,00:16:00,X KA 240F JJ (KA 240F JJ X)
23,BAYEMAN,BYM,,00:26:00,
24,PROBOLINGGO,PB,00:36:00,00:41:00,
25,LECES,LEC,,00:52:00,
26,MALASAN,MLS,,01:00:00,
27,RANUYOSO,RN,,01:07:00,
28,KLAKAH,KK,01:12:00,01:21:00,X KA 210 (KA 210 X)
29,RANDUAGUNG,RDA,,01:32:00,
30,JATIROTO,JTR,,01:40:00,
31,TANGGUL,TGL,01:49:00,01:51:00,
32,BANGSALSARI,BSS,,01:59:00,
33,RAMBIPUJI,RBP,02:06:00,02:08:00,
34,MANGLI,MI,,02:12:00,
35,JEMBER,JR,02:18:00,02:23:00,
36,ARJASA,AJ,,02:31:00,
37,KOTOK,KTK,,02:35:00,
38,KALISAT,KLT,,02:42:00,
39,LEDOKOMBO,LDO,,02:50:00,
40,SEMPOLAN,SPL,,02:59:00,
41,GARAHAN,GRN,,03:03:00,
42,MRAWAN,MRW,,03:15:00,
43,KALIBARU,KBR,03:25:00,03:27:00,
44,GLENMORE,GLM,,03:35:00,
45,SUMBERWADUNG,SWD,,03:40:00,
46,KALISETAIL,KSL,03:45:00,03:47:00,
47,TEMUGURUH,TGR,03:56:00,03:58:00,
48,SINGOJURUH,SGJ,,04:03:00,
49,ROGOJAMPI,RGP,04:10:00,04:12:00,
50,BANYUWANGI KOTA,BWI,04:25:00,04:27:00,
51,ARGOPURO,AGO,,04:33:00,
52,KETAPANG,KTG,04:40:00,,(KA 294 X)
