No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,19:25:00,
2,ANDIR,AND,,19:30:00,
3,CIMINDI,CMD,,19:32:00,
4,CIMAHI,CMI,19:35:00,19:38:00,
5,GADOBANGKONG,GK,,-,
6,PADALARANG,PDL,,19:45:00,
7,CILAME,CLE,,19:53:00,
8,SASAKSAAT,SKT,,20:01:00,X KA 300 (KA 300 X)
9,MASWATI,MSI,,20:07:00,
10,RENDEH,RH,,20:12:00,
11,CIKADONGDONG,CD,,20:16:00,
12,CISOMANG,CG,,-,
13,PLERED,PLD,,20:30:00,
14,SUKATANI,SUT,,20:35:00,
15,CIGANEA,CA,,20:43:00,
16,PURWAKARTA,PWK,20:51:00,20:53:00,
17,SADANG,SAD,,-,
18,CIBUNGUR,CBR,,21:03:00,
19,CIKAMPEK,CKP,,21:11:00,
20,DAWUAN,DWN,,21:15:00,
21,KOSAMBI,KOS,,21:19:00,
22,KLARI,KLI,,21:21:00,
23,KARAWANG,KW,,21:25:00,
24,KEDUNGGEDEH,KDH,,21:29:00,
25,LEMAHABANG,LMB,,21:35:00,
26,CIKARANG,CKR,,21:38:00,
27,TELAGA MURNI,TLM,,-,
28,CIBITUNG,CIT,,-,
29,TAMBUN,TB,,21:45:00,// KA 5191 (KA 5191 =)
30,BEKASITIMUR,BKST,,-,
31,BEKASI,BKS,21:52:00,21:54:00,
32,JATINEGARA,JNG,22:07:00,22:09:00,
33,MATRAMAN,MTR,,-,
34,MANGGARAI,MRI,,22:15:00,
35,CIKINI,CKI,,-,
36,GONDANGDIA,GDD,,-,
37,GAMBIR,GMR,22:24:00,,
