No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,18:25:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,18:34:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,18:39:00,18:41:00,
7,BEKASI,BKS,18:53:00,18:55:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,19:01:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,19:08:00,// KA 260 (KA 260 =)
13,LEMAHABANG,LMB,,19:11:00,
14,KEDUNGGEDEH,KDH,,19:16:00,
15,KARAWANG,KW,,19:20:00,
16,KLARI,KLI,,19:24:00,
17,KOSAMBI,KOS,,19:26:00,// KA 334 (KA 334 =)
18,DAWUAN,DWN,,19:30:00,
19,CIKAMPEK,CKP,,19:33:00,
20,CIBUNGUR,CBR,,19:40:00,
21,SADANG,SAD,,-,
22,PURWAKARTA,PWK,19:50:00,19:53:00,
23,CIGANEA,CA,,20:02:00,
24,SUKATANI,SUT,,20:11:00,
25,PLERED,PLD,,20:16:00,
26,CISOMANG,CG,,-,
27,CIKADONGDONG,CD,,20:30:00,
28,RENDEH,RH,,20:34:00,
29,MASWATI,MSI,,20:39:00,
30,SASAKSAAT,SKT,,20:45:00,
31,CILAME,CLE,,20:53:00,
32,PADALARANG,PDL,,21:01:00,
33,GADOBANGKONG,GK,,-,
34,CIMAHI,CMI,21:07:00,21:09:00,
35,CIMINDI,CMD,,21:13:00,
36,ANDIR,AND,,21:15:00,
37,BANDUNG,BD,21:20:00,,
