No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,08:20:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,08:29:00,// KA 5052 (KA 5052 =)
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,08:34:00,
7,BEKASI,BKS,,08:44:00,// KA 5048 (KA 5048 =)
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,08:49:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,08:55:00,
13,LEMAHABANG,LMB,,08:58:00,
14,KEDUNGGEDEH,KDH,,09:03:00,
15,KARAWANG,KW,,09:07:00,// KA 166 (KA 166 =)
16,KLARI,KLI,,09:11:00,
17,KOSAMBI,KOS,,09:13:00,
18,DAWUAN,DWN,,09:17:00,
19,CIKAMPEK,CKP,,09:20:00,
20,TANJUNGRASA,TJS,,09:27:00,
21,PABUARAN,PAB,,09:30:00,
22,PRINGKASAP,PRI,,09:33:00,
23,PASIRBUNGUR,PAS,,09:36:00,
24,CIKAUM,CKM,,09:39:00,
25,PEGADENBARU,PGB,,09:44:00,
26,CIPUNEGARA,CRA,,09:48:00,
27,HAURGEULIS,HGL,,09:52:00,
28,CILEGEH,CLH,,09:58:00,
29,KADOKANGABUS,KAB,,10:03:00,
30,TERISI,TIS,,10:07:00,
31,TELAGASARI,TLS,,10:12:00,
32,JATIBARANG,JTB,,10:18:00,// KA 106 (KA 106 =)
33,KERTASEMAYA,KTM,,10:23:00,
34,ARJAWINANGUN,AWN,,10:32:00,
35,BANGODUWA,BDW,,10:35:00,
36,CANGKRING,CNK,,10:38:00,
37,CIREBON,CN,10:43:00,10:46:00,
38,CIREBON PRUJAKAN,CNP,,10:49:00,
39,WARUDUWUR,WDW,,10:55:00,
40,BABAKAN,BBK,,11:02:00,
41,LOSARI,LOS,,11:07:00,
42,TANJUNG,TGN,,11:12:00,
43,BREBES,BB,,11:23:00,
44,TEGAL,TG,,11:30:00,
45,LARANGAN,LR,,11:33:00,
46,SURODADI,SD,,11:39:00,
47,PEMALANG,PML,,11:46:00,// KA 218 (KA 218 =)
48,PETARUKAN,PTA,,11:50:00,
49,COMAL,CO,,11:55:00,
50,SRAGI,SRI,,11:58:00,
51,PEKALONGAN,PK,,12:06:00,
52,BATANG,BTG,,12:12:00,
53,UJUNGNEGORO,UJN,,12:15:00,
54,KURIPAN,KRP,,12:23:00,
55,PLABUAN,PLB,,12:28:00,
56,KRENGSENG,KNS,,12:34:00,
57,WELERI,WLR,,12:37:00,
58,KALIBODRI,KBD,,12:43:00,
59,KALIWUNGU,KLN,,12:50:00,
60,MANGKANG,MKG,,12:53:00,
61,JERAKAH,JRK,,12:57:00,
62,SEMARANG PONCOL,SMC,,13:00:00,
63,SEMARANG TAWANG,SMT,13:05:00,13:08:00,// KA 2510 (KA 2510 =)
64,ALASTUA,ATA,,13:16:00,
65,BRUMBUNG,BBG,,13:20:00,
66,TEGOWANU,TGW,,13:25:00,// KA 2520 (KA 2520 =)
67,GUBUG,GUB,,13:29:00,
68,KARANGJATI,KGT,,13:36:00,
69,SEDADI,SDI,,13:41:00,
70,NGROMBO,NBO,,13:44:00,
71,GAMBRINGAN,GBN,,13:46:00,
72,JAMBON,JBN,,13:53:00,
73,PANUNGGALAN,PNL,,13:56:00,
74,KRADENAN,KNN,,14:01:00,
75,SULUR,SL,,14:07:00,
76,DOPLANG,DPL,,14:12:00,
77,RANDUBLATUNG,RBG,,14:23:00,
78,WADU,WDU,,14:31:00,
79,KAPUAN,KPA,,14:35:00,
80,CEPU,CU,,14:39:00,
81,TOBO,TBO,,14:45:00,
82,KALITIDU,KIT,,14:53:00,
83,BOJONEGORO,BJ,,15:02:00,
84,KAPAS,KPS,,15:06:00,
85,SUMBERREJO,SRJ,,15:10:00,
86,BOWERNO,BWO,,15:17:00,
87,BABAT,BBT,,15:23:00,
88,GEMBONG,GEB,,15:26:00,
89,PUCUK,PC,,15:29:00,
90,SURABAYAN,SBN,,15:34:00,
91,LAMONGAN,LMG,,15:39:00,
92,DUDUK,DD,,15:46:00,
93,CERME,CME,,15:52:00,
94,BENOWO,BNW,,15:55:00,
95,KANDANGAN,KDA,,15:58:00,
96,TANDES,TES,,16:00:00,
97,SURABAYA PASARTURI,SBI,16:05:00,,
