No.,station_name,station_code,arrival_time,departure_time,notes
1,SEMARANG PONCOL,SMC,,14:45:00,
2,JERAKAH,JRK,,14:52:00,
3,MANGKANG,MKG,,14:57:00,
4,KALIWUNGU,KLN,,15:02:00,
5,KALIBODRI,KBD,,15:10:00,
6,WELERI,WLR,15:17:00,15:19:00,
7,KRENGSENG,KNS,,15:24:00,
8,PLABUAN,PLB,,15:31:00,
9,KURIPAN,KRP,,15:36:00,
10,UJUNGNEGORO,UJN,,15:44:00,
11,BATANG,BTG,15:50:00,15:52:00,
12,PEKALONGAN,PK,16:02:00,16:05:00,
13,SRAGI,SRI,,16:15:00,
14,COMAL,CO,,16:18:00,
15,PETARUKAN,PTA,,16:25:00,
16,PEMALANG,PML,16:32:00,16:34:00,
17,SURODADI,SD,,16:45:00,
18,LARANGAN,LR,,16:53:00,
19,TEGAL,TG,17:00:00,,
