No.,station_name,station_code,arrival_time,departure_time,notes
1,SEMARANG TAWANG,SMT,,07:00:00,
2,SEMARANG PONCOL,SMC,,07:04:00,// KA 2703 (KA 2703 =)
3,JERAKAH,JRK,,07:08:00,// KA 2519 (KA 2519 =)
4,MANGKANG,MKG,,07:12:00,
5,KALIWUNGU,KLN,,07:15:00,
6,KALIBODRI,KBD,,07:23:00,
7,WELERI,WLR,,07:28:00,
8,KRENGSENG,KNS,,07:31:00,
9,PLABUAN,PLB,,07:37:00,
10,KURIPAN,KRP,,07:42:00,
11,UJUNGNEGORO,UJN,,07:50:00,
12,BATANG,BTG,,07:53:00,
13,PEKALONGAN,PK,08:01:00,08:03:00,
14,SRAGI,SRI,,08:11:00,
15,COMAL,CO,,08:14:00,
16,PETARUKAN,PTA,,08:19:00,
17,PEMALANG,PML,,08:23:00,// KA 175 (KA 175 =)
18,SURODADI,SD,,08:30:00,
19,LARANGAN,LR,,08:37:00,
20,TEGAL,TG,08:42:00,08:44:00,
21,BREBES,BB,,08:52:00,
22,TANJUNG,TGN,,09:03:00,
23,LOSARI,LOS,,09:08:00,
24,BABAKAN,BBK,,09:13:00,
25,WARUDUWUR,WDW,,09:20:00,
26,CIREBON PRUJAKAN,CNP,,09:26:00,
27,CIREBON,CN,09:29:00,09:34:00,
28,CANGKRING,CNK,,09:41:00,
29,BANGODUWA,BDW,,09:44:00,
30,ARJAWINANGUN,AWN,,09:47:00,// KA 2501 (KA 2501 =)
31,KERTASEMAYA,KTM,,09:56:00,
32,JATIBARANG,JTB,,10:01:00,
33,TELAGASARI,TLS,,10:07:00,
34,TERISI,TIS,,10:12:00,
35,KADOKANGABUS,KAB,,10:16:00,
36,CILEGEH,CLH,,10:21:00,
37,HAURGEULIS,HGL,,10:27:00,
38,CIPUNEGARA,CRA,,10:31:00,
39,PEGADENBARU,PGB,,10:36:00,
40,CIKAUM,CKM,,10:41:00,
41,PASIRBUNGUR,PAS,,10:44:00,
42,PRINGKASAP,PRI,,10:48:00,
43,PABUARAN,PAB,,10:51:00,
44,TANJUNGRASA,TJS,,10:54:00,
45,CIKAMPEK,CKP,,11:01:00,
46,DAWUAN,DWN,,11:04:00,
47,KOSAMBI,KOS,,11:08:00,
48,KLARI,KLI,,11:10:00,
49,KARAWANG,KW,,11:14:00,// KA 2527 (KA 2527 =)
50,KEDUNGGEDEH,KDH,,11:18:00,
51,LEMAHABANG,LMB,,11:24:00,
52,CIKARANG,CKR,,11:27:00,
53,TELAGA MURNI,TLM,,-,
54,CIBITUNG,CIT,,-,
55,TAMBUN,TB,,11:33:00,// KA 5539 (KA 5539 =)
56,BEKASITIMUR,BKST,,-,
57,BEKASI,BKS,11:39:00,11:41:00,
58,JATINEGARA,JNG,11:52:00,11:54:00,
59,MATRAMAN,MTR,,-,
60,MANGGARAI,MRI,,12:00:00,
61,CIKINI,CKI,,-,
62,GONDANGDIA,GDD,,-,
63,GAMBIR,GMR,12:10:00,,
