No.,station_name,station_code,arrival_time,departure_time,notes
1,MALANG,ML,,05:30:00,
2,BLIMBING,BMG,,05:36:00,
3,SINGOSARI,SGS,,05:43:00,
4,LAWANG,LW,05:53:00,05:57:00,X KA 2637 (KA 2637 X)
5,SENGON,SN,,06:08:00,
6,SUKOREJO,SKJ,,06:13:00,
7,WONOKERTO,WN,,06:21:00,X KA 425 (KA 425 X)
8,BANGIL,BG,06:31:00,06:35:00,X KA 33
9,PORONG,PR,,06:49:00,X KA 297 (KA 297 X)
10,TANGGULANGIN,TGA,,06:52:00,
11,SIDOARJO,SDA,06:58:00,07:04:00,X KA 445
12,PAGERWOJO,PWJ,,-,
13,BUDURAN,BDR,,-,
14,BANJARKEMANTREN,BJK,,-,
15,GEDANGAN,GDG,,07:12:00,
16,SAWOTRATAP,STP,,-,
17,WARU,WR,,07:16:00,
18,KERTOMENANGGAL,KTL,,-,
19,JEMURSARI,JMS,,-,
20,MARGOREJO,MGR,,-,
21,WONOKROMO,WO,,07:23:00,
22,NGAGEL,NGA,,-,
23,SURABAYAGUBENG,SGU,07:29:00,,
