No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,10:25:00,
2,ANDIR,AND,,10:30:00,
3,CIMINDI,CMD,,10:32:00,
4,CIMAHI,CMI,10:35:00,10:38:00,
5,GADOBANGKONG,GK,,-,
6,PADALARANG,PDL,,10:45:00,
7,CILAME,CLE,,10:53:00,
8,SASAKSAAT,SKT,,11:01:00,X KA 128 (KA 128 X)
9,MASWATI,MSI,,11:07:00,
10,RENDEH,RH,,11:12:00,
11,CIKADONGDONG,CD,,11:16:00,
12,CISOMANG,CG,,-,
13,PLERED,PLD,,11:30:00,
14,SUKATANI,SUT,,11:35:00,
15,CIGANEA,CA,,11:43:00,
16,PURWAKARTA,PWK,,11:51:00,X KA 136 (KA 136 X)
17,SADANG,SAD,,-,
18,CIBUNGUR,CBR,,12:00:00,
19,CIKAMPEK,CKP,,12:07:00,
20,DAWUAN,DWN,,12:11:00,
21,KOSAMBI,KOS,,12:15:00,
22,KLARI,KLI,,12:17:00,
23,KARAWANG,KW,,12:21:00,
24,KEDUNGGEDEH,KDH,,12:25:00,
25,LEMAHABANG,LMB,,12:31:00,
26,CIKARANG,CKR,,12:34:00,
27,TELAGA MURNI,TLM,,-,
28,CIBITUNG,CIT,,-,
29,TAMBUN,TB,,12:41:00,
30,BEKASITIMUR,BKST,,-,
31,BEKASI,BKS,12:47:00,12:49:00,
32,JATINEGARA,JNG,,12:59:00,
33,MATRAMAN,MTR,,-,
34,MANGGARAI,MRI,,13:04:00,
35,CIKINI,CKI,,-,
36,GONDANGDIA,GDD,,-,
37,GAMBIR,GMR,13:13:00,,
