No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYAGUBENG,SGU,,21:50:00,
2,NGAGEL,NGA,,-,
3,WONOKROMO,WO,,21:57:00,
4,MARGOREJO,MGR,,-,
5,JEMURSARI,JMS,,-,
6,KERTOMENANGGAL,KTL,,-,
7,WARU,WR,,22:05:00,X KA 406 (KA 406 X)
8,SAWOTRATAP,STP,,-,
9,GEDANGAN,GDG,,22:09:00,
10,BANJARKEMANTREN,BJK,,-,
11,BUDURAN,BDR,,-,
12,PAGERWOJO,PWJ,,-,
13,SIDOARJO,SDA,22:19:00,22:23:00,X KA 460 (KA 460 X)
14,TANGGULANGIN,TGA,,22:29:00,
15,PORONG,PR,,22:32:00,
16,BANGIL,BG,22:44:00,22:48:00,X KA 298 (KA 298 X)
17,PASURUAN,PS,23:06:00,23:08:00,
18,REJOSO,RO,,23:16:00,
19,GRATI,GI,,23:20:00,
20,BAYEMAN,BYM,,23:29:00,
21,PROBOLINGGO,PB,23:39:00,23:45:00,X KA 240F JJ (KA 240F JJ X)
22,LECES,LEC,,23:55:00,
23,MALASAN,MLS,,00:03:00,
24,RANUYOSO,RN,,00:10:00,
25,KLAKAH,KK,00:15:00,00:17:00,
26,RANDUAGUNG,RDA,,00:28:00,
27,JATIROTO,JTR,,00:36:00,
28,TANGGUL,TGL,00:45:00,00:53:00,X KA 210 (KA 210 X)
29,BANGSALSARI,BSS,,01:01:00,
30,RAMBIPUJI,RBP,01:08:00,01:10:00,
31,MANGLI,MI,,01:14:00,
32,JEMBER,JR,01:20:00,01:25:00,
33,ARJASA,AJ,,01:32:00,
34,KOTOK,KTK,,01:36:00,
35,KALISAT,KLT,,01:43:00,
36,LEDOKOMBO,LDO,,01:51:00,
37,SEMPOLAN,SPL,,02:00:00,
38,GARAHAN,GRN,,02:04:00,
39,MRAWAN,MRW,,02:16:00,
40,KALIBARU,KBR,02:26:00,02:28:00,
41,GLENMORE,GLM,,02:36:00,
42,SUMBERWADUNG,SWD,,02:41:00,
43,KALISETAIL,KSL,02:46:00,02:48:00,
44,TEMUGURUH,TGR,02:57:00,02:59:00,
45,SINGOJURUH,SGJ,,03:04:00,
46,ROGOJAMPI,RGP,03:11:00,03:13:00,
47,BANYUWANGI KOTA,BWI,03:25:00,03:27:00,
48,ARGOPURO,AGO,,03:33:00,
49,KETAPANG,KTG,03:40:00,,
