No.,station_name,station_code,arrival_time,departure_time,notes
1,MALANG,ML,,08:25:00,
2,MALANGKOTALAMA,MLK,08:31:00,08:33:00,
3,PAKISAJI,PSI,,08:42:00,
4,KEPANJEN,KPN,08:50:00,08:53:00,
5,NGEBRUK,NB,,09:01:00,
6,SUMBERPUCUNG,SBP,,09:05:00,
7,POGAJIH,PGJ,,09:13:00,
8,KESAMBEN,KSB,,09:20:00,
9,WLINGI,WG,09:30:00,09:32:00,// KA 425 (KA 425 =)
10,TALUN,TAL,,09:37:00,
11,GARUM,GRM,,09:44:00,X KA 402 (KA 402 X)
12,BLITAR,BL,09:52:00,09:56:00,X KA 302 (KA 302 X)
13,REJOTANGAN,RJ,,10:06:00,
14,NGUNUT,NT,,10:11:00,
15,SUMBERGEMPOL,SBL,,10:16:00,
16,TULUNGAGUNG,TA,10:21:00,10:23:00,
17,NGUJANG,NJG,,10:29:00,
18,KRAS,KRS,10:37:00,10:43:00,X KA 150 (KA 150 X)
19,NGADILUWIH,NDL,,10:49:00,
20,KEDIRI,KD,10:57:00,11:03:00,X KA 274 (KA 274 X)
21,SUSUHAN,SS,,11:08:00,
22,MINGGIRAN,MGN,,11:12:00,
23,PAPAR,PPR,,11:15:00,
24,PURWOASRI,PWA,,11:19:00,
25,KERTOSONO,KTS,11:25:00,11:30:00,(KA 404 X)
26,BARON,BRN,,11:36:00,
27,SUKOMORO,SKM,,11:42:00,
28,NGANJUK,NJ,11:47:00,11:49:00,
29,BAGOR,BGR,,11:55:00,
30,SARADAN,SRD,,12:05:00,
31,CARUBAN,CRB,12:11:00,12:13:00,
32,BABADAN,BBD,,12:20:00,
33,MADIUN,MN,12:27:00,12:32:00,
34,MAGETAN,MAG,,12:40:00,// KA 269 (KA 269 =)
35,GENENG,GG,,12:45:00,
36,NGAWI,NGW,,12:49:00,
37,KEDUNGGALAR,KG,,12:54:00,
38,WALIKUKUN,WK,,13:00:00,
39,KEDUNGBANTENG,KDB,,13:07:00,
40,KEBONROMO,KRO,,13:11:00,
41,SRAGEN,SR,13:16:00,13:18:00,
42,MASARAN,MSR,,13:25:00,
43,KEMIRI,KMR,,13:30:00,
44,PALUR,PL,,13:33:00,
45,SOLOJEBRES,SK,,13:36:00,
46,SOLOBALAPAN,SLO,13:40:00,13:45:00,
47,PURWOSARI,PWS,,13:49:00,
48,GAWOK,GW,,13:53:00,
49,DELANGGU,DL,,13:56:00,
50,CEPER,CE,,14:00:00,// KA 2705 (KA 2705 =)
51,KLATEN,KT,14:07:00,14:09:00,
52,SROWOT,SWT,,14:14:00,
53,BRAMBANAN,BBN,,14:18:00,
54,MAGUWO,MGW,,14:23:00,
55,LEMPUYANGAN,LPN,,14:27:00,
56,YOGYAKARTA,YK,14:31:00,14:36:00,
57,PATUKAN,PTN,,14:41:00,
58,REWULU,RWL,,14:44:00,
59,SENTOLO,STL,,14:50:00,
60,WATES,WT,14:59:00,15:14:00,= KA 47 (KA 47 //)
61,KEDUNDANG,KDG,,15:21:00,
62,WOJO,WJ,,15:27:00,
63,JENAR,JN,,15:33:00,
64,KUTOARJO,KTA,15:45:00,15:50:00,
65,BUTUH,BTH,,15:56:00,
66,PREMBUN,PRB,,16:00:00,
67,KUTOWINANGUN,KWN,,16:04:00,
68,WONOSARI,WNS,,16:06:00,
69,KEBUMEN,KM,16:11:00,16:14:00,
70,SRUWENG,SRW,,16:22:00,
71,KARANGANYAR,KA,,16:24:00,
72,GOMBONG,GB,16:31:00,16:33:00,
73,IJO,IJ,,16:40:00,
74,TAMBAK,TBK,,16:43:00,
75,SUMPIUH,SPH,,16:46:00,
76,KEMRANJEN,KJ,,16:49:00,
77,KROYA,KYA,16:56:00,16:59:00,
78,RANDEGAN,RDN,,17:06:00,
79,KEBASEN,KBS,,17:09:00,
80,NOTOG,NTG,,17:14:00,
81,PURWOKERTO,PWT,17:22:00,,
