No.,station_name,station_code,arrival_time,departure_time,notes
1,BANGIL,BG,08:52:00,09:20:00,
2,PASURUAN,PS,09:38:00,09:40:00,(KA 456 X)
3,REJOSO,RO,09:49:00,09:56:00,X KA 294 (KA 294 X)
4,GRATI,GI,,10:02:00,
5,BAYEMAN,BYM,10:13:00,10:24:00,X KA 250 (KA 250 X)
6,PROBOLINGGO,PB,10:35:00,10:40:00,
7,LECES,LEC,,10:51:00,
8,MALASAN,MLS,,11:00:00,X KA 280 (KA 280 X)
9,RANUYOSO,RN,,11:07:00,
10,KLAKAH,KK,11:12:00,11:14:00,
11,RANDUAGUNG,RDA,,11:25:00,
12,JATIROTO,JTR,11:34:00,11:45:00,X KA 212F JJ (KA 212F JJ X)
13,TANGGUL,TGL,11:55:00,11:57:00,
14,BANGSALSARI,BSS,,12:05:00,
15,RAMBIPUJI,RBP,12:12:00,12:14:00,
16,MANGLI,MI,,12:18:00,
17,JEMBER,JR,12:24:00,12:32:00,X KA 492
18,ARJASA,AJ,,12:39:00,
19,KOTOK,KTK,,12:43:00,
20,KALISAT,KLT,12:51:00,12:57:00,X KA 160 (KA 160 X)
21,LEDOKOMBO,LDO,,13:06:00,
22,SEMPOLAN,SPL,,13:15:00,
23,GARAHAN,GRN,,13:19:00,
24,MRAWAN,MRW,,13:31:00,
25,KALIBARU,KBR,13:41:00,13:43:00,
26,GLENMORE,GLM,,13:51:00,
27,SUMBERWADUNG,SWD,,13:56:00,
28,KALISETAIL,KSL,14:01:00,14:03:00,
29,TEMUGURUH,TGR,14:12:00,14:14:00,
30,SINGOJURUH,SGJ,,14:19:00,
31,ROGOJAMPI,RGP,14:26:00,14:28:00,
32,BANYUWANGI KOTA,BWI,14:40:00,14:42:00,
33,ARGOPURO,AGO,,14:48:00,
34,KETAPANG,KTG,14:55:00,,
