No.,station_name,station_code,arrival_time,departure_time,notes
1,BREBES,BB,,11:50:00,
2,TEGAL,TG,12:02:00,12:24:00,
3,LARANGAN,LR,,12:30:00,
4,SURODADI,SD,,12:37:00,
5,PEMALANG,PML,12:47:00,12:49:00,
6,PETARUKAN,PTA,,12:55:00,
7,COMAL,CO,,13:02:00,
8,SRAGI,SRI,,13:05:00,
9,PEKALONGAN,PK,13:15:00,13:18:00,
10,BATANG,BTG,13:28:00,13:30:00,
11,UJUNGNEGORO,UJN,,13:35:00,
12,KURIPAN,KRP,,13:44:00,
13,PLABUAN,PLB,,13:49:00,
14,KRENGSENG,KNS,,13:56:00,
15,WELERI,WLR,14:03:00,14:20:00,= KA 118 (KA 118 //)
16,KALIBODRI,KBD,,14:30:00,
17,KALIWUNGU,KLN,,14:40:00,
18,MANGKANG,MKG,,14:46:00,
19,JERAKAH,JRK,,14:53:00,
