No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,21:20:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,21:29:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,21:34:00,
7,BEKASI,BKS,,21:44:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,21:49:00,// KA 5576 (KA 5576 =)
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,21:55:00,
13,LEMAHABANG,LMB,,21:58:00,
14,KEDUNGGEDEH,KDH,,22:03:00,
15,KARAWANG,KW,,22:07:00,// KA 144 (KA 144 =)
16,KLARI,KLI,,22:11:00,
17,KOSAMBI,KOS,,22:13:00,
18,DAWUAN,DWN,,22:17:00,
19,CIKAMPEK,CKP,,22:20:00,
20,TANJUNGRASA,TJS,,22:27:00,
21,PABUARAN,PAB,,22:30:00,
22,PRINGKASAP,PRI,,22:33:00,
23,PASIRBUNGUR,PAS,,22:36:00,
24,CIKAUM,CKM,,22:39:00,
25,PEGADENBARU,PGB,,22:44:00,
26,CIPUNEGARA,CRA,,22:48:00,
27,HAURGEULIS,HGL,,22:52:00,
28,CILEGEH,CLH,,22:58:00,
29,KADOKANGABUS,KAB,,23:03:00,
30,TERISI,TIS,,23:07:00,
31,TELAGASARI,TLS,,23:12:00,
32,JATIBARANG,JTB,,23:18:00,// KA 304 (KA 304 =)
33,KERTASEMAYA,KTM,,23:23:00,
34,ARJAWINANGUN,AWN,,23:32:00,
35,BANGODUWA,BDW,,23:35:00,
36,CANGKRING,CNK,,23:38:00,
37,CIREBON,CN,23:43:00,23:48:00,
38,CIREBON PRUJAKAN,CNP,,23:51:00,
39,LUWUNG,LWG,,23:56:00,
40,SINDANGLAUT,SDU,,00:00:00,
41,CILEDUG,CLD,,00:08:30,
42,KETANGGUNGAN,KGG,,00:17:00,
43,LARANGAN,LRA,,00:22:00,
44,SONGGOM,SGG,,00:25:00,
45,PRUPUK,PPK,,00:32:00,
46,LINGGAPURA,LG,,00:42:00,
47,BUMIAYU,BMA,,00:50:00,
48,KRETEK,KRT,,00:57:00,
49,PATUGURAN,PAT,,01:03:00,
50,KARANGSARI,KRR,,01:14:00,
51,KARANGGANDUL,KGD,,01:22:00,
52,PURWOKERTO,PWT,01:30:00,01:35:00,
53,NOTOG,NTG,,01:43:00,
54,KEBASEN,KBS,,01:48:00,
55,RANDEGAN,RDN,,01:51:00,
56,KROYA,KYA,01:58:00,02:00:00,
57,KEMRANJEN,KJ,,02:06:00,
58,SUMPIUH,SPH,,02:09:00,
59,TAMBAK,TBK,,02:12:00,
60,IJO,IJ,,02:15:00,
61,GOMBONG,GB,,02:19:00,// KA 2750F JJ (KA 2750F =)
62,KARANGANYAR,KA,,02:23:00,
63,SRUWENG,SRW,,02:25:00,
64,KEBUMEN,KM,,02:30:00,
65,WONOSARI,WNS,,02:33:00,
66,KUTOWINANGUN,KWN,,02:35:00,
67,PREMBUN,PRB,,02:39:00,
68,BUTUH,BTH,,02:43:00,
69,KUTOARJO,KTA,,02:46:00,
70,JENAR,JN,,02:55:00,
71,WOJO,WJ,,03:00:00,
72,KEDUNDANG,KDG,,03:04:00,
73,WATES,WT,,03:08:00,
74,SENTOLO,STL,,03:16:00,
75,REWULU,RWL,,03:22:00,
76,PATUKAN,PTN,,03:25:00,
77,YOGYAKARTA,YK,03:30:00,,
