No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,16:45:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,16:54:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,17:00:00,17:02:00,
7,BEKASI,BKS,17:13:00,17:15:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,17:21:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,17:28:00,
13,LEMAHABANG,LMB,,17:31:00,
14,KEDUNGGEDEH,KDH,,17:37:00,
15,KARAWANG,KW,,17:41:00,
16,KLARI,KLI,,17:45:00,
17,KOSAMBI,KOS,,17:47:00,
18,DAWUAN,DWN,,17:51:00,
19,CIKAMPEK,CKP,,17:54:00,
20,TANJUNGRASA,TJS,,18:01:00,
21,PABUARAN,PAB,,18:04:00,
22,PRINGKASAP,PRI,,18:07:00,
23,PASIRBUNGUR,PAS,,18:10:00,
24,CIKAUM,CKM,,18:13:00,
25,PEGADENBARU,PGB,,18:18:00,
26,CIPUNEGARA,CRA,,18:22:00,
27,HAURGEULIS,HGL,,18:26:00,
28,CILEGEH,CLH,,18:32:00,
29,KADOKANGABUS,KAB,,18:37:00,
30,TERISI,TIS,,18:41:00,
31,TELAGASARI,TLS,,18:46:00,
32,JATIBARANG,JTB,,18:52:00,
33,KERTASEMAYA,KTM,,18:57:00,
34,ARJAWINANGUN,AWN,,19:06:00,
35,BANGODUWA,BDW,,19:10:00,
36,CANGKRING,CNK,,19:13:00,
37,CIREBON,CN,19:19:00,19:24:00,
38,CIREBON PRUJAKAN,CNP,,19:27:00,
39,WARUDUWUR,WDW,,19:34:00,
40,BABAKAN,BBK,,19:41:00,
41,LOSARI,LOS,,19:46:00,
42,TANJUNG,TGN,,19:51:00,
43,BREBES,BB,,20:02:00,
44,TEGAL,TG,20:11:00,20:13:00,
45,LARANGAN,LR,,20:17:00,
46,SURODADI,SD,,20:23:00,// KA 2524 (KA 2524 =)
47,PEMALANG,PML,,20:30:00,
48,PETARUKAN,PTA,,20:34:00,
49,COMAL,CO,,20:39:00,
50,SRAGI,SRI,,20:42:00,
51,PEKALONGAN,PK,20:50:00,20:52:00,
52,BATANG,BTG,,21:00:00,
53,UJUNGNEGORO,UJN,,21:03:00,// KA 2522 (KA 2522 =)
54,KURIPAN,KRP,,21:11:00,
55,PLABUAN,PLB,,21:16:00,
56,KRENGSENG,KNS,,21:22:00,
57,WELERI,WLR,,21:25:00,
58,KALIBODRI,KBD,,21:30:00,
59,KALIWUNGU,KLN,,21:38:00,
60,MANGKANG,MKG,,21:42:00,
61,JERAKAH,JRK,,21:46:00,
62,SEMARANG PONCOL,SMC,,21:50:00,
63,SEMARANG TAWANG,SMT,21:55:00,,
