No.,station_name,station_code,arrival_time,departure_time,notes
1,KROYA,KYA,17:10:00,17:30:00,
2,SIKAMPUH,SKP,,17:37:00,
3,MAOS,MA,17:43:00,17:45:00,X KA 236F JJ (KA 236F X)
4,KASUGIHAN,KH,,17:48:00,
5,LEBENG,LBG,,17:52:00,
6,JERUKLEGI,JRL,17:58:00,18:00:00,
7,KAWUNGANTEN,KWG,,18:12:00,
8,GANDRUNGMANGUN,GDM,18:20:00,18:22:00,
9,SIDAREJA,SDR,18:30:00,18:32:00,X KA 284 (KA 284 X)
10,CIPARI,CPI,,18:39:00,
11,MELUWUNG,MLW,,18:45:30,
12,LANGEN,LN,,18:52:00,
13,BANJAR,BJR,19:01:00,19:06:00,
14,KARANGPUCUNG,KNP,,19:13:00,
15,BOJONG,BJG,,19:21:00,
16,CIAMIS,CI,19:30:00,19:32:00,
17,MANONJAYA,MNJ,,19:46:00,
18,AWIPARI,AW,,19:50:00,
19,TASIKMALAYA,TSM,19:57:00,20:12:00,X KA 12 (KA 12 X)
20,INDIHIANG,IH,,20:19:00,
21,RAJAPOLAH,RJP,20:28:00,20:45:00,X KA 68(KA 68 X)
22,CIAWI,CAW,20:57:00,21:23:00,"X KA 306, KA 80 (KA 306, KA 80 X)"
23,CIRAHAYU,CAA,,21:34:00,
24,CIPEUNDEUY,CPD,21:50:00,22:00:00,X KA 72 (KA 72 X)
25,BUMIWALUYA,BMW,22:13:00,22:19:00,X KA 292 (KA 292 X)
26,WARUNGBANDREK,WB,,22:32:00,
27,CIBATU,CB,22:41:00,22:46:00,
28,LEUWIGOONG,LO,,-,
29,KARANGSARI,KRAI,,22:55:00,
30,LELES,LL,23:02:00,23:15:00,"X KA 378, KA 274 (KA 378, KA 274 X)"
31,LEBAKJERO,LBJ,,23:27:00,
32,NAGREG,NG,,23:35:00,
33,CICALENGKA,CCL,,23:47:00,
34,HAURPUGUR,HRP,,23:50:00,
35,RANCAEKEK,RCK,,23:55:00,
36,CIMEKAR,CMK,,-,
37,GEDEBAGE,GDB,,00:01:00,
38,KIARACONDONG,KAC,00:08:00,00:14:00,
39,CIKUDAPATEUH,CTH,,-,
40,BANDUNG,BD,00:24:00,00:34:00,
41,ANDIR,AND,,00:39:00,
42,CIMINDI,CMD,,00:41:00,
43,CIMAHI,CMI,00:45:00,00:47:00,
44,GADOBANGKONG,GK,,-,
45,PADALARANG,PDL,,00:54:00,
46,CILAME,CLE,,01:03:00,
47,SASAKSAAT,SKT,,01:11:00,
48,MASWATI,MSI,01:17:00,01:24:00,X KA 140 (KA 140 X)
49,RENDEH,RH,,01:30:00,
50,CIKADONGDONG,CD,,01:34:00,
51,CISOMANG,CG,,-,
52,PLERED,PLD,,01:48:00,
53,SUKATANI,SUT,,01:53:00,
54,CIGANEA,CA,,02:02:00,
55,PURWAKARTA,PWK,02:11:00,02:15:00,
56,SADANG,SAD,,-,
57,CIBUNGUR,CBR,,02:26:00,
58,CIKAMPEK,CKP,02:35:00,02:46:00,= KA 19 (KA 19 //)
59,DAWUAN,DWN,,02:51:00,
60,KOSAMBI,KOS,,02:56:00,
61,KLARI,KLI,,02:59:00,
62,KARAWANG,KW,03:05:00,03:14:00,= KA 37 (KA 37 //)
63,KEDUNGGEDEH,KDH,,03:20:00,
64,LEMAHABANG,LMB,,03:27:00,
65,CIKARANG,CKR,03:32:00,03:34:00,
66,TELAGA MURNI,TLM,,-,
67,CIBITUNG,CIT,,-,
68,TAMBUN,TB,,03:43:00,
69,BEKASITIMUR,BKST,,-,
70,BEKASI,BKS,03:50:00,03:52:00,
71,JATINEGARA,JNG,04:05:00,04:07:00,
72,PONDOKJATI,POK,,-,
73,KRAMAT,KMT,,-,
74,GANGSENTIONG,GST,,-,
75,PASARSENEN,PSE,04:17:00,,
