No.,station_name,station_code,arrival_time,departure_time,notes
1,YOGYAKARTA,YK,,21:05:00,
2,PATUKAN,PTN,,21:10:00,
3,REWULU,RWL,,21:13:00,
4,SENTOLO,STL,,21:19:00,
5,WATES,WT,,21:27:00,
6,KEDUNDANG,KDG,,21:31:00,
7,WOJO,WJ,,21:35:00,
8,JENAR,JN,,21:40:00,
9,KUTOARJO,KTA,,21:48:00,// KA 105 (KA 105 =)
10,BUTUH,BTH,,21:51:00,
11,PREMBUN,PRB,,21:55:00,
12,KUTOWINANGUN,KWN,,21:59:00,
13,WONOSARI,WNS,,22:01:00,
14,KEBUMEN,KM,,22:04:00,
15,SRUWENG,SRW,,22:09:00,
16,KARANGANYAR,KA,,22:11:00,
17,GOMBONG,GB,,22:15:00,
18,IJO,IJ,,22:19:00,
19,TAMBAK,TBK,,22:22:00,
20,SUMPIUH,SPH,,22:25:00,
21,KEMRANJEN,KJ,,22:28:00,
22,KROYA,KYA,22:34:00,22:36:00,
23,RANDEGAN,RDN,,22:43:00,
24,KEBASEN,KBS,,22:46:00,
25,NOTOG,NTG,,22:51:00,
26,PURWOKERTO,PWT,22:59:00,23:02:00,
27,KARANGGANDUL,KGD,,23:10:00,
28,KARANGSARI,KRR,,23:18:00,
29,PATUGURAN,PAT,,23:29:00,
30,KRETEK,KRT,,23:35:00,
31,BUMIAYU,BMA,,23:42:00,
32,LINGGAPURA,LG,,23:50:00,
33,PRUPUK,PPK,,00:00:00,
34,SONGGOM,SGG,,00:07:00,
35,LARANGAN,LRA,,00:10:00,
36,KETANGGUNGAN,KGG,,00:15:00,
37,CILEDUG,CLD,,00:23:30,
38,SINDANGLAUT,SDU,,00:32:00,
39,LUWUNG,LWG,,00:36:00,
40,CIREBON PRUJAKAN,CNP,,00:41:00,
41,CIREBON,CN,00:44:00,00:49:00,
42,CANGKRING,CNK,,00:55:00,
43,BANGODUWA,BDW,,00:58:00,
44,ARJAWINANGUN,AWN,,01:01:00,
45,KERTASEMAYA,KTM,,01:10:00,
46,JATIBARANG,JTB,,01:15:00,
47,TELAGASARI,TLS,,01:21:00,
48,TERISI,TIS,,01:26:00,
49,KADOKANGABUS,KAB,,01:30:00,
50,CILEGEH,CLH,,01:35:00,
51,HAURGEULIS,HGL,,01:41:00,
52,CIPUNEGARA,CRA,,01:45:00,
53,PEGADENBARU,PGB,,01:49:00,
54,CIKAUM,CKM,,01:54:00,
55,PASIRBUNGUR,PAS,,01:57:00,
56,PRINGKASAP,PRI,,02:00:00,
57,PABUARAN,PAB,,02:03:00,
58,TANJUNGRASA,TJS,,02:06:00,
59,CIKAMPEK,CKP,,02:13:00,
60,DAWUAN,DWN,,02:16:00,
61,KOSAMBI,KOS,,02:20:00,
62,KLARI,KLI,,02:22:00,
63,KARAWANG,KW,,02:26:00,
64,KEDUNGGEDEH,KDH,,02:30:00,
65,LEMAHABANG,LMB,,02:36:00,
66,CIKARANG,CKR,,02:39:00,
67,TELAGA MURNI,TLM,,-,
68,CIBITUNG,CIT,,-,
69,TAMBUN,TB,,02:45:00,
70,BEKASITIMUR,BKST,,-,
71,BEKASI,BKS,,02:50:00,
72,JATINEGARA,JNG,,03:00:00,
73,MATRAMAN,MTR,,-,
74,MANGGARAI,MRI,,03:05:00,
75,CIKINI,CKI,,-,
76,GONDANGDIA,GDD,,-,
77,GAMBIR,GMR,03:15:00,,
