No.,station_name,station_code,arrival_time,departure_time,notes
1,SEMARANG TAWANG,SMT,,06:00:00,
2,SEMARANG PONCOL,SMC,06:05:00,06:08:00,
3,JERAKAH,JRK,,06:14:00,
4,MANGKANG,MKG,,06:19:00,
5,KALIWUNGU,KLN,,06:23:00,
6,KALIBODRI,KBD,,06:31:00,
7,WELERI,WLR,06:38:00,06:40:00,
8,KRENGSENG,KNS,,06:45:00,
9,PLABUAN,PLB,,06:52:00,
10,KURIPAN,KRP,,06:57:00,
11,UJUNGNEGORO,UJN,,07:05:00,
12,BATANG,BTG,,07:08:00,
13,PEKALONGAN,PK,07:16:00,07:19:00,
14,SRAGI,SRI,,07:28:00,
15,COMAL,CO,,07:31:00,
16,PETARUKAN,PTA,,07:38:00,
17,PEMALANG,PML,07:44:00,07:46:00,
18,SURODADI,SD,,07:55:00,
19,LARANGAN,LR,,08:02:00,
20,TEGAL,TG,08:08:00,08:11:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 198"
