No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYAGUBENG,SGU,14:00:00,14:45:00,
2,NGAGEL,NGA,,-,
3,WONOKROMO,WO,14:52:00,14:55:00,
4,MARGOREJO,MGR,,-,
5,JEMURSARI,JMS,,-,
6,KERTOMENANGGAL,KTL,,-,
7,WARU,WR,,15:01:00,
8,SAWOTRATAP,STP,,-,
9,GEDANGAN,GDG,,15:05:00,
10,BANJARKEMANTREN,BJK,,-,
11,BUDURAN,BDR,,-,
12,PAGERWOJO,PWJ,,-,
13,SIDOARJO,SDA,15:14:00,15:23:00,"X KA 94 (KA 94, 468 X)"
14,TANGGULANGIN,TGA,,15:31:00,
15,PORONG,PR,,15:36:00,X KA 458 (KA 458 X)
16,BANGIL,BG,15:50:00,16:00:00,"X KA 160 (KA 160, 2632 X)"
17,PASURUAN,PS,16:18:00,16:22:00,
18,REJOSO,RO,,16:29:00,
19,GRATI,GI,,16:32:00,
20,BAYEMAN,BYM,,16:40:00,
21,PROBOLINGGO,PB,16:50:00,16:58:00,
22,LECES,LEC,17:09:00,17:20:00,X KA 34 (KA 34 X)
23,MALASAN,MLS,,17:29:00,
24,RANUYOSO,RN,,17:36:00,
25,KLAKAH,KK,17:41:00,17:43:00,
26,RANDUAGUNG,RDA,,17:54:00,
27,JATIROTO,JTR,,18:02:00,
28,TANGGUL,TGL,18:12:00,18:14:00,
29,BANGSALSARI,BSS,18:24:00,18:30:00,X KA 148 (KA 148 X)
30,RAMBIPUJI,RBP,18:38:00,18:40:00,
31,MANGLI,MI,,18:44:00,
32,JEMBER,JR,18:50:00,18:55:00,
33,ARJASA,AJ,,19:03:00,
34,KOTOK,KTK,,19:07:00,
35,KALISAT,KLT,19:15:00,19:23:00,X KA 298 (KA 298 X)
36,LEDOKOMBO,LDO,,19:33:00,
37,SEMPOLAN,SPL,,19:42:00,
38,GARAHAN,GRN,,19:47:00,
39,MRAWAN,MRW,,19:59:00,
40,KALIBARU,KBR,20:09:00,20:13:00,X KA 494 (KA 494 X)
41,GLENMORE,GLM,,20:21:00,
42,SUMBERWADUNG,SWD,,20:26:00,
43,KALISETAIL,KSL,20:31:00,20:33:00,X KA 240F JJ (KA 240F JJ X)
44,TEMUGURUH,TGR,,20:41:00,
45,SINGOJURUH,SGJ,,20:45:00,
46,ROGOJAMPI,RGP,20:51:00,20:53:00,
47,BANYUWANGI KOTA,BWI,21:05:00,21:07:00,
48,ARGOPURO,AGO,,21:13:00,
49,KETAPANG,KTG,21:20:00,,(KA 210 X)
