No.,station_name,station_code,arrival_time,departure_time,notes
1,ADI SOEMARMO,SMO,,12:00:00,
2,KADIPIRO,KDO,12:10:00,12:11:00,
3,SOLOBALAPAN,SLO,12:18:00,12:23:00,
4,SOLOJEBRES,SK,12:27:00,12:29:00,
5,PALUR,PL,,12:33:00,
6,KEMIRI,KMR,,12:36:00,
7,MASARAN,MSR,,12:42:00,
8,SRAGEN,SR,12:49:00,12:51:00,
9,KEBONROMO,KRO,,12:56:00,
10,KEDUNGBANTENG,KDB,,13:00:00,
11,WALIKUKUN,WK,13:10:00,13:12:00,
12,KEDUNGGALAR,KG,,13:20:00,
13,NGAWI,NGW,13:27:00,13:29:00,
14,GENENG,GG,,13:36:00,
15,MAGETAN,MAG,13:44:00,14:05:00,= KA 154 (KA 154 //)
16,MADIUN,MN,14:15:00,,
