No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,23:55:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,00:04:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,00:09:00,
7,BEKASI,BKS,00:21:00,00:23:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,00:30:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,00:39:00,
13,LEMAHABANG,LMB,,00:42:00,// KA 2528 (KA 2528 =)
14,KEDUNGGEDEH,KDH,,00:48:00,
15,KARAWANG,KW,,00:52:00,
16,KLARI,KLI,,00:57:00,
17,KOSAMBI,KOS,,01:00:00,
18,DAWUAN,DWN,,01:05:00,
19,CIKAMPEK,CKP,,01:08:00,
20,TANJUNGRASA,TJS,,01:15:00,
21,PABUARAN,PAB,,01:18:00,
22,PRINGKASAP,PRI,,01:22:00,
23,PASIRBUNGUR,PAS,,01:26:00,
24,CIKAUM,CKM,,01:30:00,
25,PEGADENBARU,PGB,,01:36:00,
26,CIPUNEGARA,CRA,,01:41:00,
27,HAURGEULIS,HGL,,01:45:00,
28,CILEGEH,CLH,,01:52:00,
29,KADOKANGABUS,KAB,,01:57:00,
30,TERISI,TIS,,02:01:00,
31,TELAGASARI,TLS,,02:07:00,
32,JATIBARANG,JTB,02:15:00,02:17:00,// KA 302 (KA 302 =)
33,KERTASEMAYA,KTM,,02:24:00,
34,ARJAWINANGUN,AWN,,02:34:00,
35,BANGODUWA,BDW,,02:38:00,
36,CANGKRING,CNK,,02:42:00,
37,CIREBON,CN,02:50:00,,
