No.,station_name,station_code,arrival_time,departure_time,notes
1,MALANG,ML,,13:45:00,
2,BLIMBING,BMG,,13:51:00,
3,SINGOSARI,SGS,,13:57:00,
4,LAWANG,LW,14:07:00,14:11:00,X KA 429 (KA 429 X)
5,SENGON,SN,,14:22:00,
6,SUKOREJO,SKJ,,14:26:00,
7,WONOKERTO,WN,,14:34:00,
8,BANGIL,BG,14:44:00,14:48:00,X KA 279
9,PORONG,PR,,15:00:00,
10,TANGGULANGIN,TGA,,15:03:00,
11,SIDOARJO,SDA,15:10:00,15:16:00,X KA 249 (KA 249 X)
12,PAGERWOJO,PWJ,,-,
13,BUDURAN,BDR,,-,
14,BANJARKEMANTREN,BJK,,-,
15,GEDANGAN,GDG,,15:24:00,
16,SAWOTRATAP,STP,,-,
17,WARU,WR,,15:28:00,X KA 2627 (KA 2627 X)
18,KERTOMENANGGAL,KTL,,-,
19,JEMURSARI,JMS,,-,
20,MARGOREJO,MGR,,-,
21,WONOKROMO,WO,,15:33:00,(KA 449 X)
22,NGAGEL,NGA,,-,
23,SURABAYAGUBENG,SGU,15:39:00,15:43:00,
24,SURABAYAKOTA,SB,,15:49:00,
25,SEGITIGAMESIGIT,STM,,15:52:00,
26,SURABAYA PASARTURI,SBI,15:55:00,16:07:00,
