No.,station_name,station_code,arrival_time,departure_time,notes
1,SEMARANG PONCOL,SMC,,05:00:00,
2,JERAKAH,JRK,,05:07:00,
3,MANGKANG,MKG,,05:12:00,
4,KALIWUNGU,KLN,,05:16:00,
5,KALIBODRI,KBD,,05:25:00,
6,WELERI,WLR,05:32:00,05:34:00,
7,KRENGSENG,KNS,,05:39:00,
8,PLABUAN,PLB,,05:46:00,
9,KURIPAN,KRP,,05:51:00,
10,UJUNGNEGORO,UJN,,05:59:00,
11,BATANG,BTG,06:05:00,06:07:00,
12,PEKALONGAN,PK,06:18:00,06:21:00,
13,SRAGI,SRI,,06:31:00,
14,COMAL,CO,,06:34:00,
15,PETARUKAN,PTA,,06:42:00,
16,PEMALANG,PML,06:48:00,06:50:00,
17,SURODADI,SD,,07:01:00,
18,LARANGAN,LR,,07:08:00,
19,TEGAL,TG,07:14:00,07:19:00,
20,BREBES,BB,07:30:00,07:32:00,
21,TANJUNG,TGN,07:49:00,08:06:00,= KA 23 (KA 23 //)
22,LOSARI,LOS,08:15:00,08:17:00,
23,BABAKAN,BBK,08:26:00,08:29:00,
24,WARUDUWUR,WDW,,08:40:00,
25,CIREBON PRUJAKAN,CNP,08:50:00,,
