No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,09:15:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,09:24:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,09:30:00,09:32:00,
7,BEKASI,BKS,09:44:00,09:46:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,09:52:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,09:58:00,// KA 272 (KA 272 =)
13,LEMAHABANG,LMB,,10:01:00,
14,KEDUNGGEDEH,KDH,,10:07:00,
15,KARAWANG,KW,,10:11:00,
16,KLARI,KLI,,10:15:00,
17,KOSAMBI,KOS,,10:17:00,
18,DAWUAN,DWN,,10:21:00,
19,CIKAMPEK,CKP,,10:25:00,
20,CIBUNGUR,CBR,,10:32:00,
21,SADANG,SAD,,-,
22,PURWAKARTA,PWK,10:42:00,10:44:00,
23,CIGANEA,CA,,10:53:00,
24,SUKATANI,SUT,,11:02:00,
25,PLERED,PLD,,11:07:00,
26,CISOMANG,CG,,-,
27,CIKADONGDONG,CD,,11:21:00,
28,RENDEH,RH,,11:25:00,
29,MASWATI,MSI,,11:30:00,
30,SASAKSAAT,SKT,11:37:00,11:43:00,X KA 133 (KA 133 X)
31,CILAME,CLE,,11:52:00,
32,PADALARANG,PDL,,12:00:00,
33,GADOBANGKONG,GK,,-,
34,CIMAHI,CMI,12:06:00,12:08:00,
35,CIMINDI,CMD,,12:11:00,
36,ANDIR,AND,,12:13:00,
37,BANDUNG,BD,12:18:00,,
