No.,station_name,station_code,arrival_time,departure_time,notes
1,CIREBON,CN,,05:40:00,
2,CANGKRING,CNK,,05:47:00,
3,BANGODUWA,BDW,,05:50:00,
4,ARJAWINANGUN,AWN,05:54:00,05:56:00,
5,KERTASEMAYA,KTM,,06:06:00,
6,JATIBARANG,JTB,06:12:00,06:14:00,// KA 303 (KA 303 =)
7,TELAGASARI,TLS,,06:21:00,
8,TERISI,TIS,,06:26:00,
9,KADOKANGABUS,KAB,,06:30:00,
10,CILEGEH,CLH,,06:35:00,
11,HAURGEULIS,HGL,06:42:00,06:44:00,
12,CIPUNEGARA,CRA,,06:49:00,
13,PEGADENBARU,PGB,,06:53:00,
14,CIKAUM,CKM,,06:58:00,
15,PASIRBUNGUR,PAS,,07:01:00,
16,PRINGKASAP,PRI,,07:05:00,
17,PABUARAN,PAB,,07:08:00,
18,TANJUNGRASA,TJS,,07:11:00,
19,CIKAMPEK,CKP,07:18:00,07:20:00,
20,DAWUAN,DWN,,07:24:00,
21,KOSAMBI,KOS,,07:28:00,
22,KLARI,KLI,,07:30:00,
23,KARAWANG,KW,,07:34:00,
24,KEDUNGGEDEH,KDH,,07:38:00,
25,LEMAHABANG,LMB,,07:43:00,
26,CIKARANG,CKR,,07:46:00,
27,TELAGA MURNI,TLM,,-,
28,CIBITUNG,CIT,,-,
29,TAMBUN,TB,,07:52:00,
30,BEKASITIMUR,BKST,,-,
31,BEKASI,BKS,07:58:00,08:00:00,
32,JATINEGARA,JNG,08:11:00,08:13:00,// KA 5059 (KA 5059 =)
33,MATRAMAN,MTR,,-,
34,MANGGARAI,MRI,,08:18:00,
35,CIKINI,CKI,,-,
36,GONDANGDIA,GDD,,-,
37,GAMBIR,GMR,08:27:00,,
