No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYA PASARTURI,SBI,,12:05:00,
2,TANDES,TES,,12:10:00,
3,KANDANGAN,KDA,,12:12:00,
4,BENOWO,BNW,,12:15:00,
5,CERME,CME,,12:18:00,
6,DUDUK,DD,,12:24:00,
7,LAMONGAN,LMG,,12:32:00,
8,SURABAYAN,SBN,,12:37:00,
9,PUCUK,PC,,12:43:00,
10,GEMBONG,GEB,,12:47:00,
11,BABAT,BBT,,12:52:00,
12,BOWERNO,BWO,,12:58:00,
13,SUMBERREJO,SRJ,,13:06:00,
14,KAPAS,KPS,,13:11:00,
15,BOJONEGORO,BJ,13:18:00,13:21:00,
16,KALITIDU,KIT,,13:31:00,
17,TOBO,TBO,,13:40:00,
18,CEPU,CU,13:47:00,13:50:00,
19,KAPUAN,KPA,,13:55:00,
20,WADU,WDU,,13:59:00,
21,RANDUBLATUNG,RBG,,14:06:00,
22,DOPLANG,DPL,,14:15:00,
23,SULUR,SL,,14:20:00,
24,KRADENAN,KNN,,14:26:00,
25,PANUNGGALAN,PNL,,14:33:00,
26,JAMBON,JBN,,14:36:00,
27,GAMBRINGAN,GBN,,14:42:00,
28,NGROMBO,NBO,,14:44:00,
29,SEDADI,SDI,,14:47:00,
30,KARANGJATI,KGT,,14:52:00,
31,GUBUG,GUB,,14:59:00,
32,TEGOWANU,TGW,,15:03:00,
33,BRUMBUNG,BBG,,15:08:00,
34,ALASTUA,ATA,,15:12:00,
35,SEMARANG TAWANG,SMT,15:20:00,15:32:00,
36,SEMARANG PONCOL,SMC,,15:37:00,
37,JERAKAH,JRK,,15:41:00,
38,MANGKANG,MKG,,15:45:00,
39,KALIWUNGU,KLN,,15:48:00,
40,KALIBODRI,KBD,,15:56:00,
41,WELERI,WLR,,16:02:00,
42,KRENGSENG,KNS,,16:05:00,
43,PLABUAN,PLB,,16:11:00,
44,KURIPAN,KRP,,16:16:00,
45,UJUNGNEGORO,UJN,,16:24:00,
46,BATANG,BTG,,16:28:00,// KA 2519 (KA 2519 =)
47,PEKALONGAN,PK,16:36:00,16:39:00,
48,SRAGI,SRI,,16:48:00,
49,COMAL,CO,,16:51:00,
50,PETARUKAN,PTA,,16:58:00,
51,PEMALANG,PML,,17:03:00,
52,SURODADI,SD,,17:10:00,
53,LARANGAN,LR,,17:17:00,
54,TEGAL,TG,17:23:00,17:26:00,
55,BREBES,BB,,17:35:00,
56,TANJUNG,TGN,,17:47:00,
57,LOSARI,LOS,,17:52:00,// KA 2523 (KA 2523 =)
58,BABAKAN,BBK,,17:57:00,
59,WARUDUWUR,WDW,,18:05:00,
60,CIREBON PRUJAKAN,CNP,,18:12:00,
61,CIREBON,CN,18:16:00,18:35:00,= KA 47 (KA 47 //)
62,CANGKRING,CNK,,18:41:00,
63,BANGODUWA,BDW,,18:45:00,
64,ARJAWINANGUN,AWN,,18:48:00,// KA 2509 (KA 2509 =)
65,KERTASEMAYA,KTM,,18:57:00,
66,JATIBARANG,JTB,,19:02:00,
67,TELAGASARI,TLS,,19:09:00,
68,TERISI,TIS,,19:14:00,
69,KADOKANGABUS,KAB,,19:18:00,
70,CILEGEH,CLH,,19:23:00,
71,HAURGEULIS,HGL,,19:29:00,
72,CIPUNEGARA,CRA,,19:33:00,
73,PEGADENBARU,PGB,,19:37:00,
74,CIKAUM,CKM,,19:42:00,
75,PASIRBUNGUR,PAS,,19:45:00,
76,PRINGKASAP,PRI,,19:49:00,
77,PABUARAN,PAB,,19:52:00,
78,TANJUNGRASA,TJS,,19:55:00,
79,CIKAMPEK,CKP,,20:02:00,
80,DAWUAN,DWN,,20:05:00,
81,KOSAMBI,KOS,,20:09:00,
82,KLARI,KLI,,20:11:00,
83,KARAWANG,KW,,20:15:00,
84,KEDUNGGEDEH,KDH,,20:19:00,
85,LEMAHABANG,LMB,,20:24:00,
86,CIKARANG,CKR,,20:27:00,
87,TELAGA MURNI,TLM,,-,
88,CIBITUNG,CIT,,-,
89,TAMBUN,TB,,20:34:00,
90,BEKASITIMUR,BKST,,-,
91,BEKASI,BKS,20:40:00,20:42:00,
92,JATINEGARA,JNG,20:54:00,20:56:00,
93,MATRAMAN,MTR,,-,
94,MANGGARAI,MRI,,21:01:00,
95,CIKINI,CKI,,-,
96,GONDANGDIA,GDD,,-,
97,GAMBIR,GMR,21:10:00,,
