No.,station_name,station_code,arrival_time,departure_time,notes
1,SEMARANG PONCOL,SMC,,11:40:00,
2,SEMARANG TAWANG,SMT,11:47:00,11:52:00,// KA 2520 (KA 2520 =)
3,ALASTUA,ATA,,12:01:00,
4,BRUMBUNG,BBG,,12:06:00,
5,TEGOWANU,TGW,,12:13:00,
6,GUBUG,GUB,,12:18:00,
7,KARANGJATI,KGT,,12:28:00,
8,SEDADI,SDI,,12:35:00,
9,NGROMBO,NBO,12:42:00,12:45:00,
10,GAMBRINGAN,GBN,,12:48:00,
11,JAMBON,JBN,,12:57:00,
12,PANUNGGALAN,PNL,,13:02:00,
13,KRADENAN,KNN,13:12:00,13:14:00,
14,SULUR,SL,,13:23:00,
15,DOPLANG,DPL,,13:29:00,
16,RANDUBLATUNG,RBG,13:42:00,13:44:00,
17,WADU,WDU,,13:56:00,
18,KAPUAN,KPA,,14:01:00,
19,CEPU,CU,14:08:00,14:11:00,
20,TOBO,TBO,,14:18:00,
21,KALITIDU,KIT,,14:27:00,
22,BOJONEGORO,BJ,14:39:00,14:42:00,
23,KAPAS,KPS,,14:48:00,
24,SUMBERREJO,SRJ,,14:53:00,
25,BOWERNO,BWO,,15:01:00,
26,BABAT,BBT,15:10:00,15:28:00,= KA 2 (KA 2 //)
27,GEMBONG,GEB,,15:34:00,
28,PUCUK,PC,,15:38:00,
29,SURABAYAN,SBN,,15:44:00,
30,LAMONGAN,LMG,15:51:00,15:54:00,
31,DUDUK,DD,,16:04:00,
32,CERME,CME,,16:11:00,
33,BENOWO,BNW,,16:15:00,
34,KANDANGAN,KDA,,16:19:00,
35,TANDES,TES,,16:21:00,
36,SURABAYA PASARTURI,SBI,16:28:00,,
