No.,station_name,station_code,arrival_time,departure_time,notes
1,TEGAL,TG,,17:55:00,
2,LARANGAN,LR,,18:01:00,
3,SURODADI,SD,,18:08:00,
4,PEMALANG,PML,18:17:00,18:19:00,
5,PETARUKAN,PTA,,18:25:00,
6,COMAL,CO,,18:32:00,
7,SRAGI,SRI,,18:35:00,
8,PEKALONGAN,PK,18:44:00,18:47:00,
9,BATANG,BTG,18:57:00,18:59:00,
10,UJUNGNEGORO,UJN,,19:04:00,
11,KURIPAN,KRP,,19:12:00,
12,PLABUAN,PLB,,19:18:00,
13,KRENGSENG,KNS,,19:25:00,
14,WELERI,WLR,19:30:00,19:32:00,
15,KALIBODRI,KBD,,19:40:00,
16,KALIWUNGU,KLN,,19:49:00,
17,MANGKANG,MKG,,19:54:00,
18,JERAKAH,JRK,,19:59:00,
19,SEMARANG PONCOL,SMC,20:06:00,,
