No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYA PASARTURI,SBI,,06:15:00,
2,TANDES,TES,,06:21:00,
3,KANDANGAN,KDA,,06:23:00,
4,BENOWO,BNW,,06:27:00,
5,CERME,CME,,06:31:00,
6,DUDUK,DD,,06:38:00,
7,LAMONGAN,LMG,06:48:00,06:51:00,
8,SURABAYAN,SBN,,06:58:00,
9,PUCUK,PC,,07:04:00,
10,GEMBONG,GEB,,07:08:00,
11,BABAT,BBT,07:15:00,07:18:00,
12,BOWERNO,BWO,,07:26:00,
13,SUMBERREJO,SRJ,,07:35:00,
14,KAPAS,KPS,,07:40:00,
15,BOJONEGORO,BJ,07:46:00,07:49:00,
16,KALITIDU,KIT,,08:01:00,
17,TOBO,TBO,,08:11:00,
18,CEPU,CU,08:17:00,08:20:00,// KA 2523 (KA 2523 =)
19,KAPUAN,KPA,,08:26:00,
20,WADU,WDU,,08:30:00,
21,RANDUBLATUNG,RBG,08:41:00,08:43:00,
22,DOPLANG,DPL,,08:54:00,
23,SULUR,SL,,09:00:00,
24,KRADENAN,KNN,09:07:00,09:09:00,
25,PANUNGGALAN,PNL,,09:18:00,
26,JAMBON,JBN,,09:22:00,
27,GAMBRINGAN,GBN,,09:31:00,
28,NGROMBO,NBO,09:33:00,09:36:00,
29,SEDADI,SDI,,09:42:00,
30,KARANGJATI,KGT,,09:49:00,
31,GUBUG,GUB,,09:58:00,
32,TEGOWANU,TGW,,10:04:00,
33,BRUMBUNG,BBG,,10:10:00,
34,ALASTUA,ATA,,10:16:00,
35,SEMARANG TAWANG,SMT,10:25:00,10:30:00,// KA 2509 (KA 2509 =)
36,SEMARANG PONCOL,SMC,10:37:00,,
