No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,13:25:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,13:34:00,// KA 5102 (KA 5102 =)
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,13:39:00,
7,BEKASI,BKS,13:50:00,13:52:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,13:58:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,14:05:00,
13,LEMAHABANG,LMB,,14:08:00,// KA 2524 (KA 2524 =)
14,KEDUNGGEDEH,KDH,,14:14:00,
15,KARAWANG,KW,,14:18:00,
16,KLARI,KLI,,14:22:00,
17,KOSAMBI,KOS,,14:24:00,
18,DAWUAN,DWN,,14:28:00,
19,CIKAMPEK,CKP,,14:31:00,
20,TANJUNGRASA,TJS,,14:38:00,
21,PABUARAN,PAB,,14:41:00,
22,PRINGKASAP,PRI,,14:44:00,
23,PASIRBUNGUR,PAS,,14:48:00,
24,CIKAUM,CKM,,14:51:00,
25,PEGADENBARU,PGB,,14:56:00,
26,CIPUNEGARA,CRA,,15:00:00,// KA 2522 (KA 2522 =)
27,HAURGEULIS,HGL,,15:04:00,
28,CILEGEH,CLH,,15:10:00,
29,KADOKANGABUS,KAB,,15:15:00,
30,TERISI,TIS,,15:19:00,
31,TELAGASARI,TLS,,15:24:00,
32,JATIBARANG,JTB,,15:30:00,
33,KERTASEMAYA,KTM,,15:35:00,
34,ARJAWINANGUN,AWN,,15:44:00,
35,BANGODUWA,BDW,,15:48:00,
36,CANGKRING,CNK,,15:51:00,
37,CIREBON,CN,15:57:00,16:02:00,
38,CIREBON PRUJAKAN,CNP,,16:05:00,
39,LUWUNG,LWG,,16:10:00,
40,SINDANGLAUT,SDU,,16:14:00,
41,CILEDUG,CLD,,16:23:00,
42,KETANGGUNGAN,KGG,,16:32:00,
43,LARANGAN,LRA,,16:37:00,
44,SONGGOM,SGG,,16:41:00,
45,PRUPUK,PPK,,16:49:00,
46,LINGGAPURA,LG,,16:59:00,
47,BUMIAYU,BMA,17:08:00,17:10:00,
48,KRETEK,KRT,,17:18:00,
49,PATUGURAN,PAT,,17:24:00,
50,KARANGSARI,KRR,,17:35:00,
51,KARANGGANDUL,KGD,,17:43:00,
52,PURWOKERTO,PWT,17:51:00,17:56:00,
53,NOTOG,NTG,,18:04:00,
54,KEBASEN,KBS,,18:09:00,
55,RANDEGAN,RDN,,18:12:00,
56,KROYA,KYA,18:19:00,18:39:00,
