No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,08:50:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,08:59:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,09:04:00,
7,BEKASI,BKS,,09:14:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,09:19:00,// KA 5052 (KA 5052 =)
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,09:25:00,
13,LEMAHABANG,LMB,,09:28:00,
14,KEDUNGGEDEH,KDH,,09:33:00,
15,KARAWANG,KW,,09:37:00,
16,KLARI,KLI,,09:41:00,
17,KOSAMBI,KOS,,09:43:00,
18,DAWUAN,DWN,,09:47:00,
19,CIKAMPEK,CKP,,09:50:00,
20,TANJUNGRASA,TJS,,09:57:00,
21,PABUARAN,PAB,,10:00:00,
22,PRINGKASAP,PRI,,10:03:00,
23,PASIRBUNGUR,PAS,,10:06:00,
24,CIKAUM,CKM,,10:09:00,
25,PEGADENBARU,PGB,,10:14:00,
26,CIPUNEGARA,CRA,,10:18:00,
27,HAURGEULIS,HGL,,10:22:00,// KA 166 (KA 166 =)
28,CILEGEH,CLH,,10:28:00,
29,KADOKANGABUS,KAB,,10:33:00,
30,TERISI,TIS,,10:37:00,
31,TELAGASARI,TLS,,10:42:00,
32,JATIBARANG,JTB,,10:48:00,
33,KERTASEMAYA,KTM,,10:53:00,
34,ARJAWINANGUN,AWN,,11:02:00,
35,BANGODUWA,BDW,,11:05:00,
36,CANGKRING,CNK,,11:08:00,
37,CIREBON,CN,11:13:00,11:16:00,
38,CIREBON PRUJAKAN,CNP,,11:19:00,
39,LUWUNG,LWG,,11:24:00,
40,SINDANGLAUT,SDU,,11:28:00,
41,CILEDUG,CLD,,11:37:00,
42,KETANGGUNGAN,KGG,,11:46:00,
43,LARANGAN,LRA,,11:51:00,
44,SONGGOM,SGG,,11:54:00,
45,PRUPUK,PPK,,12:01:00,
46,LINGGAPURA,LG,,12:11:00,
47,BUMIAYU,BMA,,12:19:00,// KA 106 (KA 106 =)
48,KRETEK,KRT,,12:26:00,
49,PATUGURAN,PAT,,12:32:00,
50,KARANGSARI,KRR,,12:42:00,
51,KARANGGANDUL,KGD,,12:50:00,
52,PURWOKERTO,PWT,12:58:00,13:01:00,
53,NOTOG,NTG,,13:09:00,
54,KEBASEN,KBS,,13:14:00,
55,RANDEGAN,RDN,,13:17:00,
56,KROYA,KYA,,13:22:00,
57,KEMRANJEN,KJ,,13:27:00,
58,SUMPIUH,SPH,,13:30:00,
59,TAMBAK,TBK,,13:33:00,
60,IJO,IJ,,13:36:00,
61,GOMBONG,GB,,13:40:00,
62,KARANGANYAR,KA,,13:45:00,
63,SRUWENG,SRW,,13:47:00,
64,KEBUMEN,KM,,13:52:00,
65,WONOSARI,WNS,,13:54:30,
66,KUTOWINANGUN,KWN,,13:57:00,
67,PREMBUN,PRB,,14:01:00,
68,BUTUH,BTH,,14:05:00,
69,KUTOARJO,KTA,,14:09:00,// KA 110 (KA 110 =)
70,JENAR,JN,,14:16:30,
71,WOJO,WJ,,14:21:00,
72,KEDUNDANG,KDG,,14:25:00,
73,WATES,WT,,14:29:00,
74,SENTOLO,STL,,14:37:00,
75,REWULU,RWL,,14:43:00,
76,PATUKAN,PTN,,14:46:00,
77,YOGYAKARTA,YK,14:51:00,14:56:00,
78,LEMPUYANGAN,LPN,,14:59:00,
79,MAGUWO,MGW,,15:03:00,
80,BRAMBANAN,BBN,,15:07:00,
81,SROWOT,SWT,,15:10:30,
82,KLATEN,KT,15:16:00,15:18:00,
83,CEPER,CE,,15:26:00,
84,DELANGGU,DL,,15:31:00,
85,GAWOK,GW,,15:35:00,
86,PURWOSARI,PWS,,15:40:00,
87,SOLOBALAPAN,SLO,15:45:00,,
