No.,station_name,station_code,arrival_time,departure_time,notes
1,BANJAR,BJR,,17:00:00,
2,KARANGPUCUNG,KNP,,17:06:00,
3,BOJONG,BJG,,17:13:00,
4,CIAMIS,CI,17:22:00,17:24:00,X KA 284 (KA 284 X)
5,MANONJAYA,MNJ,,17:38:00,
6,AWIPARI,AW,,17:41:00,
7,TASIKMALAYA,TSM,17:47:00,17:50:00,
8,INDIHIANG,IH,,17:56:00,
9,RAJAPOLAH,RJP,,18:03:00,
10,CIAWI,CAW,,18:12:00,
11,CIRAHAYU,CAA,,18:21:00,
12,CIPEUNDEUY,CPD,18:35:00,18:45:00,
13,BUMIWALUYA,BMW,18:57:00,19:09:00,X KA 12 (KA 12 X)
14,WARUNGBANDREK,WB,,19:22:00,
15,CIBATU,CB,19:31:00,19:41:00,X KA 68 (KA 68 X)
16,LEUWIGOONG,LO,,-,
17,KARANGSARI,KRAI,,19:51:00,X KA 306 (KA 306 X)
18,LELES,LL,19:57:00,20:04:00,X KA 80 (KA 80X)
19,LEBAKJERO,LBJ,,20:15:00,
20,NAGREG,NG,20:26:00,20:46:00,"X KA 350, KA 72 (KA 350, KA 72 X)"
21,CICALENGKA,CCL,,21:00:00,
22,HAURPUGUR,HRP,,21:02:30,
23,RANCAEKEK,RCK,,21:08:00,// KA 367 (KA 367 =)
24,CIMEKAR,CMK,,-,
25,GEDEBAGE,GDB,,21:14:00,
26,KIARACONDONG,KAC,21:21:00,21:29:00,
27,CIKUDAPATEUH,CTH,,-,
28,BANDUNG,BD,21:39:00,21:54:00,
29,ANDIR,AND,,21:59:00,
30,CIMINDI,CMD,,22:01:00,
31,CIMAHI,CMI,22:05:00,22:09:00,
32,GADOBANGKONG,GK,,-,
33,PADALARANG,PDL,22:17:00,22:21:00,
34,CILAME,CLE,,22:32:00,X KA 288 (KA 288 X)
35,SASAKSAAT,SKT,,22:40:00,
36,MASWATI,MSI,,22:46:00,
37,RENDEH,RH,,22:51:00,
38,CIKADONGDONG,CD,,22:55:00,
39,CISOMANG,CG,,-,
40,PLERED,PLD,,23:09:00,
41,SUKATANI,SUT,,23:14:00,
42,CIGANEA,CA,,23:23:00,
43,PURWAKARTA,PWK,23:32:00,23:35:00,
44,SADANG,SAD,,-,
45,CIBUNGUR,CBR,,23:46:00,
46,CIKAMPEK,CKP,,23:54:00,
47,DAWUAN,DWN,,23:58:00,
48,KOSAMBI,KOS,,00:02:00,
49,KLARI,KLI,,00:04:00,
50,KARAWANG,KW,00:09:00,00:11:00,
51,KEDUNGGEDEH,KDH,,00:16:00,
52,LEMAHABANG,LMB,,00:22:00,
53,CIKARANG,CKR,,00:25:00,
54,TELAGA MURNI,TLM,,-,
55,CIBITUNG,CIT,,-,
56,TAMBUN,TB,,00:32:00,
57,BEKASITIMUR,BKST,,-,
58,BEKASI,BKS,00:38:00,00:40:00,
59,JATINEGARA,JNG,00:53:00,00:55:00,
60,MATRAMAN,MTR,,-,
61,MANGGARAI,MRI,,01:00:00,
62,CIKINI,CKI,,-,
63,GONDANGDIA,GDD,,-,
64,GAMBIR,GMR,01:10:00,,
