No.,station_name,station_code,arrival_time,departure_time,notes
1,KETAPANG,KTG,,19:30:00,
2,ARGOPURO,AGO,,19:37:00,
3,BANYUWANGI KOTA,BWI,19:43:00,19:47:00,X KA 279 (KA 279 X)
4,ROGOJAMPI,RGP,20:00:00,20:02:00,
5,SINGOJURUH,SGJ,,20:09:00,
6,TEMUGURUH,TGR,20:15:00,20:17:00,
7,KALISETAIL,KSL,20:26:00,20:35:00,X KA 249 (KA 249 X)
8,SUMBERWADUNG,SWD,,20:40:00,
9,GLENMORE,GLM,,20:46:00,
10,KALIBARU,KBR,20:54:00,20:56:00,
11,MRAWAN,MRW,,21:06:00,
12,GARAHAN,GRN,,21:18:00,
13,SEMPOLAN,SPL,,21:23:00,
14,LEDOKOMBO,LDO,,21:32:00,
15,KALISAT,KLT,21:42:00,21:51:00,X KA 293 (KA 293 X)
16,KOTOK,KTK,,21:59:00,
17,ARJASA,AJ,,22:03:00,
18,JEMBER,JR,22:10:00,22:15:00,
19,MANGLI,MI,,22:21:00,
20,RAMBIPUJI,RBP,22:25:00,22:27:00,
21,BANGSALSARI,BSS,,22:34:00,
22,TANGGUL,TGL,22:42:00,22:44:00,
23,JATIROTO,JTR,,22:53:00,
24,RANDUAGUNG,RDA,,23:01:00,
25,KLAKAH,KK,23:12:00,23:14:00,
26,RANUYOSO,RN,,23:19:00,
27,MALASAN,MLS,,23:25:00,
28,LECES,LEC,,23:33:00,
29,PROBOLINGGO,PB,23:43:00,23:48:00,X KA 211F JJ (KA 211F JJ X)
30,BAYEMAN,BYM,,23:58:00,
31,GRATI,GI,00:09:00,00:18:00,X KA 147 (KA 147 X)
32,REJOSO,RO,,00:23:00,
33,PASURUAN,PS,00:31:00,00:33:00,
34,BANGIL,BG,00:51:00,01:25:00,(KA 159 X)
