No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYAKOTA,SB,12:29:00,13:20:00,
2,SURABAYAGUBENG,SGU,13:29:00,13:34:00,
3,NGAGEL,NGA,,-,
4,WONOKROMO,WO,13:42:00,13:45:00,
5,MARGOREJO,MGR,,-,
6,JEMURSARI,JMS,,-,
7,KERTOMENANGGAL,KTL,,-,
8,WARU,WR,,13:52:00,
9,SAWOTRATAP,STP,,-,
10,GEDANGAN,GDG,,13:56:00,X KA 402 (KA 402 X)
11,BANJARKEMANTREN,BJK,,-,
12,BUDURAN,BDR,,-,
13,PAGERWOJO,PWJ,,-,
14,SIDOARJO,SDA,14:04:00,14:10:00,"X KA 212F JJ, (KA 212F JJ)"
15,TANGGULANGIN,TGA,,14:16:00,
16,PORONG,PR,,14:19:00,
17,BANGIL,BG,14:32:00,14:34:00,(KA 94 X)
18,PASURUAN,PS,14:52:00,14:57:00,(KA 458 X)
19,REJOSO,RO,,15:04:00,
20,GRATI,GI,15:09:00,15:15:00,X KA 160 (KA 160 X)
21,BAYEMAN,BYM,,15:25:00,
22,PROBOLINGGO,PB,15:35:00,15:40:00,
23,LECES,LEC,,15:51:00,
24,MALASAN,MLS,,15:59:00,
25,RANUYOSO,RN,,16:06:00,
26,KLAKAH,KK,,16:10:00,
27,RANDUAGUNG,RDA,,16:20:00,
28,JATIROTO,JTR,16:29:00,16:39:00,X KA 34 (KA 34 X)
29,TANGGUL,TGL,16:49:00,16:51:00,
30,BANGSALSARI,BSS,,16:59:00,
31,RAMBIPUJI,RBP,17:06:00,17:08:00,
32,MANGLI,MI,,17:12:00,
33,JEMBER,JR,17:18:00,17:23:00,
34,ARJASA,AJ,,17:30:00,
35,KOTOK,KTK,,17:34:00,
36,KALISAT,KLT,17:42:00,17:48:00,X KA 148 (KA 148 X)
37,LEDOKOMBO,LDO,,17:57:00,
38,SEMPOLAN,SPL,,18:05:00,
39,GARAHAN,GRN,,18:09:00,
40,MRAWAN,MRW,,18:21:00,
41,KALIBARU,KBR,18:31:00,18:39:00,X KA 298 (KA 298 X)
42,GLENMORE,GLM,,18:46:00,
43,SUMBERWADUNG,SWD,,18:51:00,
44,KALISETAIL,KSL,18:56:00,18:58:00,
45,TEMUGURUH,TGR,19:06:00,19:08:00,
46,SINGOJURUH,SGJ,,19:13:00,
47,ROGOJAMPI,RGP,19:19:00,19:21:00,X KA 494 (KA 494 X)
48,BANYUWANGI KOTA,BWI,19:34:00,19:45:00,X KA 240F JJ (KA 240F JJ X)
49,ARGOPURO,AGO,,19:52:00,
50,KETAPANG,KTG,20:00:00,,
