No.,station_name,station_code,arrival_time,departure_time,notes
1,KETAPANG,KTG,,15:45:00,X KA 209
2,ARGOPURO,AGO,,15:52:00,
3,BANYUWANGI KOTA,BWI,15:59:00,16:01:00,
4,ROGOJAMPI,RGP,16:14:00,16:16:00,X KA 493 (KA 493 X)
5,SINGOJURUH,SGJ,,16:23:00,
6,TEMUGURUH,TGR,16:29:00,16:31:00,
7,KALISETAIL,KSL,16:40:00,16:42:00,
8,SUMBERWADUNG,SWD,,16:47:00,
9,GLENMORE,GLM,,16:52:00,
10,KALIBARU,KBR,17:00:00,17:02:00,
11,MRAWAN,MRW,,17:12:00,
12,GARAHAN,GRN,,17:24:00,
13,SEMPOLAN,SPL,,17:28:00,
14,LEDOKOMBO,LDO,,17:37:00,
15,KALISAT,KLT,,17:46:00,X KA 279 (KA 279 X)
16,KOTOK,KTK,,17:53:00,
17,ARJASA,AJ,,17:57:00,
18,JEMBER,JR,18:04:00,18:09:00,
19,MANGLI,MI,,18:15:00,
20,RAMBIPUJI,RBP,18:19:00,18:21:00,
21,BANGSALSARI,BSS,,18:28:00,X KA 249 (KA 249 X)
22,TANGGUL,TGL,18:36:00,18:38:00,
23,JATIROTO,JTR,,18:47:00,
24,RANDUAGUNG,RDA,,18:55:00,
25,KLAKAH,KK,19:06:00,19:08:00,
26,RANUYOSO,RN,19:14:00,19:20:00,X KA 155 (KA 155 X)
27,MALASAN,MLS,,19:28:00,
28,LECES,LEC,,19:36:00,
29,PROBOLINGGO,PB,19:46:00,19:51:00,X KA 293 (KA 293 X)
30,BAYEMAN,BYM,,20:01:00,
31,GRATI,GI,,20:10:00,
32,REJOSO,RO,,20:14:00,
33,PASURUAN,PS,20:22:00,20:24:00,
34,BANGIL,BG,20:42:00,20:46:00,X KA 459 (KA 459 X)
35,PORONG,PR,,20:59:00,
36,TANGGULANGIN,TGA,,21:02:00,
37,SIDOARJO,SDA,21:08:00,21:10:00,X KA 433 (KA 433 X)
38,PAGERWOJO,PWJ,,-,
39,BUDURAN,BDR,,-,
40,BANJARKEMANTREN,BJK,,-,
41,GEDANGAN,GDG,,21:19:00,
42,SAWOTRATAP,STP,,-,
43,WARU,WR,,21:23:00,
44,KERTOMENANGGAL,KTL,,-,
45,JEMURSARI,JMS,,-,
46,MARGOREJO,MGR,,-,
47,WONOKROMO,WO,,21:29:00,
48,NGAGEL,NGA,,-,
49,SURABAYAGUBENG,SGU,21:36:00,21:41:00,
50,SURABAYAKOTA,SB,,21:49:00,
51,SEGITIGAMESIGIT,STM,,21:52:00,
52,SURABAYA PASARTURI,SBI,21:57:00,22:10:00,
