No.,station_name,station_code,arrival_time,departure_time,notes
1,KIARACONDONG,KAC,,20:50:00,
2,GEDEBAGE,GDB,,20:58:00,
3,CIMEKAR,CMK,,-,
4,RANCAEKEK,RCK,,21:04:00,
5,HAURPUGUR,HRP,,21:08:00,
6,CICALENGKA,CCL,,21:11:00,
7,NAGREG,NG,,21:25:00,
8,LEBAKJERO,LBJ,,21:33:00,
9,LELES,LL,,21:43:00,
10,KARANGSARI,KRAI,,21:49:00,
11,LEUWIGOONG,LO,,-,
12,CIBATU,CB,,21:57:00,
13,WARUNGBANDREK,WB,,22:05:00,
14,BUMIWALUYA,BMW,,22:17:00,X KA 287 (KA 287 X)
15,CIPEUNDEUY,CPD,22:28:00,22:40:00,
16,CIRAHAYU,CAA,,22:53:00,
17,CIAWI,CAW,,23:01:00,
18,RAJAPOLAH,RJP,,23:10:00,
19,INDIHIANG,IH,,23:18:00,X KA 205F JJ (KA 205F JJ X)
20,TASIKMALAYA,TSM,23:24:00,23:27:00,
21,AWIPARI,AW,,23:34:00,
22,MANONJAYA,MNJ,,23:38:00,
23,CIAMIS,CI,23:49:00,23:58:00,X KA 79 (KA 79 X)
24,BOJONG,BJG,,00:07:00,
25,KARANGPUCUNG,KNP,,00:15:00,
26,BANJAR,BJR,00:22:00,00:27:00,
27,LANGEN,LN,,00:36:00,
28,MELUWUNG,MLW,,00:43:00,
29,CIPARI,CPI,,00:50:00,
30,SIDAREJA,SDR,00:57:00,01:09:00,X KA 71 (KA 71 X)
31,GANDRUNGMANGUN,GDM,01:17:00,01:26:00,X KA 67 (KA 67 X)
32,KAWUNGANTEN,KWG,,01:34:00,
33,JERUKLEGI,JRL,01:47:00,01:54:00,X KA 11 (KA 11 X)
34,LEBENG,LBG,,02:00:00,
35,KASUGIHAN,KH,,02:04:00,
36,MAOS,MA,02:07:00,02:12:00,X KA 55 (KA 55 X)
37,SIKAMPUH,SKP,,02:18:00,X KA 273 (KA 273 X)
38,KROYA,KYA,02:25:00,02:30:00,
39,KEMRANJEN,KJ,,02:37:00,
40,SUMPIUH,SPH,02:42:00,02:56:00,= KA 76 (KA 76 //)
41,TAMBAK,TBK,,03:01:00,
42,IJO,IJ,,03:05:00,
43,GOMBONG,GB,03:12:00,03:14:00,
44,KARANGANYAR,KA,03:22:00,03:24:00,
45,SRUWENG,SRW,,03:28:00,
46,KEBUMEN,KM,03:35:00,03:37:00,
47,WONOSARI,WNS,,03:42:00,
48,KUTOWINANGUN,KWN,03:46:00,03:48:00,
49,PREMBUN,PRB,,03:55:00,
50,BUTUH,BTH,,04:00:00,
51,KUTOARJO,KTA,04:05:00,,
