No.,station_name,station_code,arrival_time,departure_time,notes
1,MADIUN,MN,,08:00:00,
2,MAGETAN,MAG,08:08:00,08:11:00,
3,GENENG,GG,,08:18:00,
4,NGAWI,NGW,,08:23:00,
5,KEDUNGGALAR,KG,,08:29:00,
6,WALIKUKUN,WK,08:36:00,08:38:00,
7,KEDUNGBANTENG,KDB,,08:46:00,
8,KEBONROMO,KRO,,08:50:00,
9,SRAGEN,SR,08:55:00,08:57:00,
10,MASARAN,MSR,,09:05:00,
11,KEMIRI,KMR,,09:10:00,
12,PALUR,PL,,09:13:00,
13,SOLOJEBRES,SK,,09:16:00,
14,SOLOBALAPAN,SLO,09:20:00,09:25:00,
15,PURWOSARI,PWS,,09:29:00,
16,GAWOK,GW,,09:33:00,
17,DELANGGU,DL,,09:36:00,
18,CEPER,CE,,09:40:00,// KA 703 (KA 703 =)
19,KLATEN,KT,,09:46:00,
20,SROWOT,SWT,,09:50:30,
21,BRAMBANAN,BBN,,09:54:00,
22,MAGUWO,MGW,,10:00:00,
23,LEMPUYANGAN,LPN,,10:05:00,
24,YOGYAKARTA,YK,10:09:00,10:12:00,
25,PATUKAN,PTN,,10:17:00,
26,REWULU,RWL,,10:20:00,
27,SENTOLO,STL,,10:26:00,
28,WATES,WT,,10:33:00,// KA 275 (KA 275 =)
29,KEDUNDANG,KDG,,10:36:30,
30,WOJO,WJ,,10:40:00,
31,JENAR,JN,,10:45:00,
32,KUTOARJO,KTA,10:55:00,10:58:00,
33,BUTUH,BTH,,11:03:00,
34,PREMBUN,PRB,,11:06:30,
35,KUTOWINANGUN,KWN,,11:10:30,
36,WONOSARI,WNS,,11:12:30,
37,KEBUMEN,KM,11:17:00,11:19:00,
38,SRUWENG,SRW,,11:26:00,
39,KARANGANYAR,KA,,11:28:00,
40,GOMBONG,GB,,11:33:00,
41,IJO,IJ,,11:37:00,
42,TAMBAK,TBK,,11:40:00,
43,SUMPIUH,SPH,,11:43:00,
44,KEMRANJEN,KJ,,11:46:00,
45,KROYA,KYA,11:53:00,11:56:00,
46,RANDEGAN,RDN,,12:03:00,
47,KEBASEN,KBS,,12:06:00,
48,NOTOG,NTG,,12:11:00,
49,PURWOKERTO,PWT,12:19:00,12:24:00,
50,KARANGGANDUL,KGD,,12:32:00,
51,KARANGSARI,KRR,,12:41:00,
52,PATUGURAN,PAT,,12:52:00,
53,KRETEK,KRT,,12:58:00,
54,BUMIAYU,BMA,,13:06:00,
55,LINGGAPURA,LG,,13:14:00,
56,PRUPUK,PPK,,13:24:00,
57,SONGGOM,SGG,,13:31:00,
58,LARANGAN,LRA,,13:34:00,
59,KETANGGUNGAN,KGG,,13:39:00,
60,CILEDUG,CLD,,13:48:00,
61,SINDANGLAUT,SDU,,13:57:00,
62,LUWUNG,LWG,,14:01:00,
63,CIREBON PRUJAKAN,CNP,,14:06:00,
64,CIREBON,CN,14:10:00,14:15:00,
65,CANGKRING,CNK,,14:22:00,
66,BANGODUWA,BDW,,14:25:00,
67,ARJAWINANGUN,AWN,,14:28:00,// KA 2529 (KA 2529 =)
68,KERTASEMAYA,KTM,,14:37:00,
69,JATIBARANG,JTB,,14:42:00,
70,TELAGASARI,TLS,,14:48:00,
71,TERISI,TIS,,14:53:00,
72,KADOKANGABUS,KAB,,14:57:00,
73,CILEGEH,CLH,,15:02:00,
74,HAURGEULIS,HGL,,15:08:00,
75,CIPUNEGARA,CRA,,15:12:00,
76,PEGADENBARU,PGB,,15:16:00,
77,CIKAUM,CKM,,15:21:00,// KA 2703 (KA 2703 =)
78,PASIRBUNGUR,PAS,,15:25:00,
79,PRINGKASAP,PRI,,15:29:00,
80,PABUARAN,PAB,,15:32:00,
81,TANJUNGRASA,TJS,,15:35:00,
82,CIKAMPEK,CKP,,15:42:00,
83,DAWUAN,DWN,,15:45:00,
84,KOSAMBI,KOS,,15:49:00,
85,KLARI,KLI,,15:52:00,
86,KARAWANG,KW,15:58:00,16:09:00,= KA 1 (KA 1 //)
87,KEDUNGGEDEH,KDH,,16:14:00,
88,LEMAHABANG,LMB,,16:21:00,
89,CIKARANG,CKR,,16:24:00,
90,TELAGA MURNI,TLM,,-,
91,CIBITUNG,CIT,,-,
92,TAMBUN,TB,,16:31:00,
93,BEKASITIMUR,BKST,,-,
94,BEKASI,BKS,16:37:00,16:39:00,
95,JATINEGARA,JNG,16:51:00,16:53:00,
96,PONDOKJATI,POK,,-,
97,KRAMAT,KMT,,-,
98,GANGSENTIONG,GST,,-,
99,PASARSENEN,PSE,17:03:00,,
