No.,station_name,station_code,arrival_time,departure_time,notes
1,PASARSENEN,PSE,,11:10:00,
2,GANGSENTIONG,GST,,-,
3,KRAMAT,KMT,,-,
4,PONDOKJATI,POK,,-,
5,JATINEGARA,JNG,,11:20:00,
6,BEKASI,BKS,11:32:00,11:34:00,
7,BEKASITIMUR,BKST,,-,
8,TAMBUN,TB,,11:40:00,
9,CIBITUNG,CIT,,-,
10,TELAGA MURNI,TLM,,-,
11,CIKARANG,CKR,11:48:00,11:50:00,
12,LEMAHABANG,LMB,,11:54:00,
13,KEDUNGGEDEH,KDH,,12:00:00,
14,KARAWANG,KW,,12:04:00,// KA 330 (KA 330 =)
15,KLARI,KLI,,12:08:00,
16,KOSAMBI,KOS,,12:10:00,
17,DAWUAN,DWN,,12:15:00,
18,CIKAMPEK,CKP,,12:18:00,
19,TANJUNGRASA,TJS,,12:25:00,
20,PABUARAN,PAB,,12:28:00,
21,PRINGKASAP,PRI,,12:31:00,
22,PASIRBUNGUR,PAS,,12:35:00,
23,CIKAUM,CKM,,12:38:00,
24,PEGADENBARU,PGB,12:44:00,12:46:00,
25,CIPUNEGARA,CRA,,12:52:00,
26,HAURGEULIS,HGL,12:57:00,12:59:00,
27,CILEGEH,CLH,,13:06:00,
28,KADOKANGABUS,KAB,,13:11:00,
29,TERISI,TIS,,13:15:00,
30,TELAGASARI,TLS,,13:20:00,
31,JATIBARANG,JTB,13:27:00,13:29:00,
32,KERTASEMAYA,KTM,,13:36:00,
33,ARJAWINANGUN,AWN,13:46:00,13:48:00,
34,BANGODUWA,BDW,,13:53:00,
35,CANGKRING,CNK,,13:56:00,
36,CIREBON,CN,,14:01:00,
37,CIREBON PRUJAKAN,CNP,14:05:00,14:13:00,
38,LUWUNG,LWG,,14:19:00,
39,SINDANGLAUT,SDU,,14:23:00,
40,CILEDUG,CLD,14:34:00,14:36:00,
41,KETANGGUNGAN,KGG,14:48:00,14:50:00,
42,LARANGAN,LRA,,14:57:00,
43,SONGGOM,SGG,,15:01:00,
44,PRUPUK,PPK,15:10:00,15:12:00,
45,LINGGAPURA,LG,,15:24:00,
46,BUMIAYU,BMA,15:33:00,15:35:00,
47,KRETEK,KRT,,15:44:00,
48,PATUGURAN,PAT,,15:50:00,
49,KARANGSARI,KRR,,16:01:00,
50,KARANGGANDUL,KGD,,16:09:00,
51,PURWOKERTO,PWT,16:17:00,16:24:00,
52,NOTOG,NTG,,16:32:00,
53,KEBASEN,KBS,,16:37:00,
54,RANDEGAN,RDN,,16:40:00,
55,KROYA,KYA,16:47:00,16:50:00,
56,KEMRANJEN,KJ,,16:56:00,
57,SUMPIUH,SPH,,16:59:00,
58,TAMBAK,TBK,,17:02:00,
59,IJO,IJ,,17:05:00,
60,GOMBONG,GB,17:12:00,17:14:00,
61,KARANGANYAR,KA,,17:21:00,
62,SRUWENG,SRW,,17:23:00,
63,KEBUMEN,KM,17:30:00,17:32:00,
64,WONOSARI,WNS,,17:37:00,
65,KUTOWINANGUN,KWN,,17:39:00,
66,PREMBUN,PRB,,17:43:00,
67,BUTUH,BTH,,17:47:00,
68,KUTOARJO,KTA,17:52:00,17:57:00,
69,JENAR,JN,,18:07:00,
70,WOJO,WJ,,18:12:00,
71,KEDUNDANG,KDG,,18:16:00,
72,WATES,WT,18:22:00,18:24:00,
73,SENTOLO,STL,,18:33:00,
74,REWULU,RWL,,18:40:00,
75,PATUKAN,PTN,,18:44:00,
76,YOGYAKARTA,YK,,18:49:00,
77,LEMPUYANGAN,LPN,18:53:00,18:59:00,
78,MAGUWO,MGW,,19:05:00,
79,BRAMBANAN,BBN,,19:10:00,
80,SROWOT,SWT,,19:14:00,
81,KLATEN,KT,19:19:00,19:21:00,
82,CEPER,CE,,19:28:00,
83,DELANGGU,DL,,19:32:00,
84,GAWOK,GW,,19:36:00,
85,PURWOSARI,PWS,19:42:00,19:47:00,
86,SOLOBALAPAN,SLO,,19:51:00,
87,SOLOJEBRES,SK,,19:55:00,
88,PALUR,PL,,19:59:00,
89,KEMIRI,KMR,,20:02:00,
90,MASARAN,MSR,,20:07:00,
91,SRAGEN,SR,20:15:00,20:17:00,
92,KEBONROMO,KRO,,20:23:00,
93,KEDUNGBANTENG,KDB,,20:28:00,
94,WALIKUKUN,WK,20:38:00,20:40:00,
95,KEDUNGGALAR,KG,,20:47:00,
96,NGAWI,NGW,,20:52:00,
97,GENENG,GG,,20:56:00,
98,MAGETAN,MAG,,21:01:00,
99,MADIUN,MN,21:09:00,21:15:00,
100,BABADAN,BBD,,21:22:00,
101,CARUBAN,CRB,21:29:00,21:31:00,
102,SARADAN,SRD,,21:38:00,
103,BAGOR,BGR,,21:48:00,
104,NGANJUK,NJ,21:54:00,21:56:00,
105,SUKOMORO,SKM,,22:01:00,
106,BARON,BRN,,22:07:00,
107,KERTOSONO,KTS,22:13:00,22:16:00,
108,SEMBUNG,SMB,,22:22:00,
109,JOMBANG,JG,22:29:00,22:32:00,
110,PETERONGAN,PTR,,-,
111,SUMOBITO,SBO,,22:41:00,
112,CURAHMALANG,CRM,,-,
113,MOJOKERTO,MR,22:51:00,22:54:00,
114,TARIK,TRK,,23:02:00,
115,KEDINDING,KDN,,-,
116,KRIAN,KRN,,23:08:00,
117,BOHARAN,BH,,-,
118,SEPANJANG,SPJ,,23:18:00,
119,WONOKROMO,WO,23:25:00,23:28:00,
120,NGAGEL,NGA,,-,
121,SURABAYAGUBENG,SGU,23:35:00,,
