No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,07:45:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,07:54:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,07:59:00,
7,BEKASI,BKS,,08:09:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,08:14:00,// KA 5038 (KA 5038 =)
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,08:20:00,
13,LEMAHABANG,LMB,,08:23:00,
14,KEDUNGGEDEH,KDH,,08:28:00,
15,KARAWANG,KW,,08:32:00,// KA 110 (KA 110 =)
16,KLARI,KLI,,08:36:00,// KA 328 (KA 328 =)
17,KOSAMBI,KOS,,08:38:00,
18,DAWUAN,DWN,,08:42:00,
19,CIKAMPEK,CKP,,08:45:00,
20,TANJUNGRASA,TJS,,08:52:00,
21,PABUARAN,PAB,,08:55:00,
22,PRINGKASAP,PRI,,08:58:00,
23,PASIRBUNGUR,PAS,,09:01:00,
24,CIKAUM,CKM,,09:04:00,
25,PEGADENBARU,PGB,,09:09:00,
26,CIPUNEGARA,CRA,,09:13:00,
27,HAURGEULIS,HGL,,09:17:00,
28,CILEGEH,CLH,,09:23:00,
29,KADOKANGABUS,KAB,,09:28:00,
30,TERISI,TIS,,09:32:00,
31,TELAGASARI,TLS,,09:37:00,
32,JATIBARANG,JTB,,09:43:00,
33,KERTASEMAYA,KTM,,09:48:00,
34,ARJAWINANGUN,AWN,,09:57:00,
35,BANGODUWA,BDW,,10:00:00,
36,CANGKRING,CNK,,10:03:00,
37,CIREBON,CN,10:08:00,10:13:00,
38,CIREBON PRUJAKAN,CNP,,10:16:00,
39,LUWUNG,LWG,,10:21:00,
40,SINDANGLAUT,SDU,,10:25:00,
41,CILEDUG,CLD,,10:33:30,
42,KETANGGUNGAN,KGG,,10:42:00,
43,LARANGAN,LRA,,10:47:00,
44,SONGGOM,SGG,,10:50:00,
45,PRUPUK,PPK,,10:57:00,
46,LINGGAPURA,LG,,11:07:00,
47,BUMIAYU,BMA,,11:15:00,
48,KRETEK,KRT,,11:22:00,
49,PATUGURAN,PAT,,11:28:00,
50,KARANGSARI,KRR,,11:39:00,
51,KARANGGANDUL,KGD,,11:47:00,
52,PURWOKERTO,PWT,11:55:00,11:59:00,
53,NOTOG,NTG,,12:07:00,
54,KEBASEN,KBS,,12:12:00,
55,RANDEGAN,RDN,,12:15:00,
56,KROYA,KYA,,12:20:00,
57,KEMRANJEN,KJ,,12:24:00,
58,SUMPIUH,SPH,,12:27:00,// KA 188 (KA 188 =)
59,TAMBAK,TBK,,12:30:00,
60,IJO,IJ,,12:33:00,
61,GOMBONG,GB,,12:37:00,
62,KARANGANYAR,KA,,12:42:00,
63,SRUWENG,SRW,,12:44:00,
64,KEBUMEN,KM,,12:50:00,
65,WONOSARI,WNS,,12:53:00,
66,KUTOWINANGUN,KWN,,12:55:00,
67,PREMBUN,PRB,,12:59:00,
68,BUTUH,BTH,,13:03:00,
69,KUTOARJO,KTA,,13:06:00,
70,JENAR,JN,,13:13:30,
71,WOJO,WJ,,13:18:00,
72,KEDUNDANG,KDG,,13:22:00,
73,WATES,WT,,13:27:00,
74,SENTOLO,STL,,13:35:00,
75,REWULU,RWL,,13:42:00,
76,PATUKAN,PTN,,13:45:00,
77,YOGYAKARTA,YK,13:50:00,,
