No.,station_name,station_code,arrival_time,departure_time,notes
1,KETAPANG,KTG,,08:40:00,
2,ARGOPURO,AGO,,08:47:00,
3,BANYUWANGI KOTA,BWI,08:53:00,08:55:00,
4,ROGOJAMPI,RGP,09:07:00,09:09:00,
5,SINGOJURUH,SGJ,,09:16:00,
6,TEMUGURUH,TGR,09:21:00,09:23:00,
7,KALISETAIL,KSL,09:32:00,09:34:00,
8,SUMBERWADUNG,SWD,,09:39:00,
9,GLENMORE,GLM,,09:44:00,
10,KALIBARU,KBR,09:51:00,09:53:00,
11,MRAWAN,MRW,,10:03:00,
12,GARAHAN,GRN,,10:15:00,
13,SEMPOLAN,SPL,,10:19:00,
14,LEDOKOMBO,LDO,,10:27:00,
15,KALISAT,KLT,,10:35:00,X KA 297 (KA 297 X)
16,KOTOK,KTK,,10:43:00,
17,ARJASA,AJ,,10:48:00,
18,JEMBER,JR,10:56:00,11:01:00,
19,MANGLI,MI,,11:07:00,
20,RAMBIPUJI,RBP,11:12:00,11:14:00,
21,BANGSALSARI,BSS,,11:22:00,
22,TANGGUL,TGL,11:31:00,11:33:00,
23,JATIROTO,JTR,,11:43:00,X KA 239F JJ (KA 239F JJ X)
24,RANDUAGUNG,RDA,,11:51:00,
25,KLAKAH,KK,12:02:00,12:06:00,X KA 209 (KA 209 X)
26,RANUYOSO,RN,,12:11:00,
27,MALASAN,MLS,,12:18:00,
28,LECES,LEC,,12:26:00,
29,PROBOLINGGO,PB,12:36:00,12:41:00,
30,BAYEMAN,BYM,,12:51:00,
31,GRATI,GI,,13:00:00,
32,REJOSO,RO,,13:04:00,
33,PASURUAN,PS,13:12:00,13:14:00,
34,BANGIL,BG,13:32:00,13:44:00,X KA 457 (KA 457 X)
35,PORONG,PR,,13:57:00,
36,TANGGULANGIN,TGA,,14:01:00,
37,SIDOARJO,SDA,14:08:00,14:12:00,X KA 279 (KA 279 X)
38,PAGERWOJO,PWJ,,-,
39,BUDURAN,BDR,,-,
40,BANJARKEMANTREN,BJK,,-,
41,GEDANGAN,GDG,,14:21:00,
42,SAWOTRATAP,STP,,-,
43,WARU,WR,,14:25:00,
44,KERTOMENANGGAL,KTL,,-,
45,JEMURSARI,JMS,,-,
46,MARGOREJO,MGR,,-,
47,WONOKROMO,WO,,14:31:00,
48,NGAGEL,NGA,,-,
49,SURABAYAGUBENG,SGU,14:38:00,,
