No.,station_name,station_code,arrival_time,departure_time,notes
1,SURABAYAGUBENG,SGU,,08:30:00,
2,NGAGEL,NGA,,-,
3,WONOKROMO,WO,,08:36:00,// KA 403 (KA 403 =)
4,SEPANJANG,SPJ,,08:41:00,
5,BOHARAN,BH,,-,
6,KRIAN,KRN,,08:49:00,
7,KEDINDING,KDN,,-,
8,TARIK,TRK,,08:54:00,
9,MOJOKERTO,MR,09:01:00,09:03:00,
10,CURAHMALANG,CRM,,-,
11,SUMOBITO,SBO,,09:12:00,
12,PETERONGAN,PTR,,-,
13,JOMBANG,JG,09:20:00,09:22:00,
14,SEMBUNG,SMB,,09:29:00,
15,KERTOSONO,KTS,09:34:00,09:36:00,
16,BARON,BRN,,09:42:00,
17,SUKOMORO,SKM,,09:48:00,
18,NGANJUK,NJ,,09:51:00,
19,BAGOR,BGR,,09:55:00,
20,SARADAN,SRD,,10:04:00,
21,CARUBAN,CRB,,10:09:00,
22,BABADAN,BBD,,10:14:00,
23,MADIUN,MN,10:20:00,10:25:00,
24,MAGETAN,MAG,,10:33:00,
25,GENENG,GG,,10:38:00,
26,NGAWI,NGW,,10:42:00,
27,KEDUNGGALAR,KG,,10:47:00,// KA 2603 (KA 2603 =)
28,WALIKUKUN,WK,,10:53:00,
29,KEDUNGBANTENG,KDB,,11:00:00,
30,KEBONROMO,KRO,,11:04:00,
31,SRAGEN,SR,,11:07:00,
32,MASARAN,MSR,,11:12:00,
33,KEMIRI,KMR,,11:17:00,
34,PALUR,PL,,11:20:00,
35,SOLOJEBRES,SK,,11:23:00,
36,SOLOBALAPAN,SLO,11:27:00,11:30:00,
37,PURWOSARI,PWS,,11:34:00,
38,GAWOK,GW,,11:38:00,// KA 731F JJ (KA 731F JJ =)
39,DELANGGU,DL,,11:41:00,
40,CEPER,CE,,11:45:00,
41,KLATEN,KT,,11:50:00,
42,SROWOT,SWT,,11:54:00,
43,BRAMBANAN,BBN,,11:57:30,
44,MAGUWO,MGW,,12:02:00,
45,LEMPUYANGAN,LPN,,12:06:00,
46,YOGYAKARTA,YK,12:10:00,12:13:00,
47,PATUKAN,PTN,,12:18:00,
48,REWULU,RWL,,12:21:00,
49,SENTOLO,STL,,12:28:00,
50,WATES,WT,,12:37:00,
51,KEDUNDANG,KDG,,12:40:30,
52,WOJO,WJ,,12:44:00,
53,JENAR,JN,,12:48:30,
54,KUTOARJO,KTA,12:57:00,13:00:00,
55,BUTUH,BTH,,13:05:00,
56,PREMBUN,PRB,,13:08:30,
57,KUTOWINANGUN,KWN,,13:12:30,
58,WONOSARI,WNS,,13:14:30,
59,KEBUMEN,KM,,13:17:00,
60,SRUWENG,SRW,,13:22:00,
61,KARANGANYAR,KA,,13:24:00,
62,GOMBONG,GB,,13:29:00,
63,IJO,IJ,,13:32:30,
64,TAMBAK,TBK,,13:35:00,
65,SUMPIUH,SPH,,13:38:00,
66,KEMRANJEN,KJ,,13:41:00,
67,KROYA,KYA,13:48:00,13:51:00,X KA 194
68,SIKAMPUH,SKP,,13:57:00,
69,MAOS,MA,,14:01:00,
70,KASUGIHAN,KH,,14:02:00,
71,LEBENG,LBG,,14:05:00,
72,JERUKLEGI,JRL,,14:09:00,X KA 70 (KA 70 X)
73,KAWUNGANTEN,KWG,,14:20:00,
74,GANDRUNGMANGUN,GDM,,14:26:00,
75,SIDAREJA,SDR,,14:30:00,
76,CIPARI,CPI,,14:34:00,
77,MELUWUNG,MLW,,14:39:00,
78,LANGEN,LN,,14:44:00,
79,BANJAR,BJR,14:52:00,14:55:00,
80,KARANGPUCUNG,KNP,,15:01:00,X KA 276 (KA 276 X)
81,BOJONG,BJG,,15:08:00,
82,CIAMIS,CI,,15:16:00,
83,MANONJAYA,MNJ,,15:29:00,X KA 128 (KA 128 X)
84,AWIPARI,AW,,15:32:00,
85,TASIKMALAYA,TSM,15:38:00,15:40:00,
86,INDIHIANG,IH,,15:46:00,// KA 275 (KA 275 =)
87,RAJAPOLAH,RJP,,15:53:00,
88,CIAWI,CAW,,16:02:00,
89,CIRAHAYU,CAA,,16:11:00,X KA 284 (KA 284 X)
90,CIPEUNDEUY,CPD,16:25:00,16:35:00,
91,BUMIWALUYA,BMW,,16:46:00,
92,WARUNGBANDREK,WB,,16:58:00,
93,CIBATU,CB,,17:06:00,
94,LEUWIGOONG,LO,,-,
95,KARANGSARI,KRAI,,17:14:00,
96,LELES,LL,,17:19:00,
97,LEBAKJERO,LBJ,,17:30:00,
98,NAGREG,NG,,17:38:00,
99,CICALENGKA,CCL,,17:51:00,
100,HAURPUGUR,HRP,,17:55:00,
101,RANCAEKEK,RCK,,17:59:00,// KA 355 (KA 355 =)
102,CIMEKAR,CMK,,-,
103,GEDEBAGE,GDB,,18:04:00,
104,KIARACONDONG,KAC,,18:09:00,
105,CIKUDAPATEUH,CTH,,-,
106,BANDUNG,BD,18:17:00,,
