No.,station_name,station_code,arrival_time,departure_time,notes
1,CIREBON,CN,,20:30:00,
2,CANGKRING,CNK,,20:37:00,
3,BANGODUWA,BDW,,20:40:00,
4,ARJAWINANGUN,AWN,,20:44:00,
5,KERTASEMAYA,KTM,,20:54:00,
6,JATIBARANG,JTB,21:01:00,21:03:00,
7,TELAGASARI,TLS,,21:11:00,
8,TERISI,TIS,,21:17:00,
9,KADOKANGABUS,KAB,,21:21:00,
10,CILEGEH,CLH,,21:26:00,
11,HAURGEULIS,HGL,,21:33:00,
12,CIPUNEGARA,CRA,,21:37:00,// KA 2519 (KA 2519 =)
13,PEGADENBARU,PGB,,21:42:00,
14,CIKAUM,CKM,,21:48:00,
15,PASIRBUNGUR,PAS,,21:52:00,
16,PRINGKASAP,PRI,,21:56:00,
17,PABUARAN,PAB,,22:00:00,
18,TANJUNGRASA,TJS,,22:03:00,
19,CIKAMPEK,CKP,,22:10:00,
20,DAWUAN,DWN,,22:13:00,
21,KOSAMBI,KOS,,22:18:00,
22,KLARI,KLI,,22:21:00,
23,KARAWANG,KW,,22:26:00,
24,KEDUNGGEDEH,KDH,,22:30:00,
25,LEMAHABANG,LMB,,22:36:00,// KA 2523 (KA 2523 =)
26,CIKARANG,CKR,,22:39:00,
27,TELAGA MURNI,TLM,,-,
28,CIBITUNG,CIT,,-,
29,TAMBUN,TB,,22:46:00,
30,BEKASITIMUR,BKST,,-,
31,BEKASI,BKS,22:52:00,22:54:00,
32,JATINEGARA,JNG,23:06:00,23:08:00,
33,MATRAMAN,MTR,,-,
34,MANGGARAI,MRI,,23:14:00,
35,CIKINI,CKI,,-,
36,GONDANGDIA,GDD,,-,
37,GAMBIR,GMR,23:24:00,,
