No.,station_name,station_code,arrival_time,departure_time,notes
1,KROYA,KYA,14:59:00,15:19:00,
2,RANDEGAN,RDN,,15:26:00,
3,KEBASEN,KBS,,15:29:00,
4,NOTOG,NTG,,15:34:00,
5,PURWOKERTO,PWT,15:42:00,15:47:00,
6,KARANGGANDUL,KGD,,15:55:00,
7,KARANGSARI,KRR,,16:04:00,
8,PATUGURAN,PAT,,16:15:00,
9,KRETEK,KRT,,16:21:00,
10,BUMIAYU,BMA,16:29:00,16:31:00,
11,LINGGAPURA,LG,,16:40:00,
12,PRUPUK,PPK,,16:50:00,
13,SONGGOM,SGG,,16:57:00,
14,LARANGAN,LRA,,17:00:00,
15,KETANGGUNGAN,KGG,,17:05:00,
16,CILEDUG,CLD,,17:14:00,
17,SINDANGLAUT,SDU,,17:23:00,
18,LUWUNG,LWG,,17:27:00,
19,CIREBON PRUJAKAN,CNP,,17:32:00,
20,CIREBON,CN,17:36:00,17:41:00,
21,CANGKRING,CNK,,17:48:00,
22,BANGODUWA,BDW,,17:51:00,
23,ARJAWINANGUN,AWN,,17:54:00,
24,KERTASEMAYA,KTM,,18:03:00,
25,JATIBARANG,JTB,,18:08:00,// KA 203 (KA 203 =)
26,TELAGASARI,TLS,,18:14:00,
27,TERISI,TIS,,18:19:00,
28,KADOKANGABUS,KAB,,18:23:00,
29,CILEGEH,CLH,,18:28:00,
30,HAURGEULIS,HGL,,18:34:00,
31,CIPUNEGARA,CRA,,18:38:00,
32,PEGADENBARU,PGB,,18:43:00,
33,CIKAUM,CKM,,18:48:00,
34,PASIRBUNGUR,PAS,,18:51:00,
35,PRINGKASAP,PRI,,18:55:00,
36,PABUARAN,PAB,,18:58:00,
37,TANJUNGRASA,TJS,,19:01:00,
38,CIKAMPEK,CKP,,19:08:00,
39,DAWUAN,DWN,,19:11:00,
40,KOSAMBI,KOS,,19:15:00,
41,KLARI,KLI,,19:17:00,
42,KARAWANG,KW,,19:21:00,
43,KEDUNGGEDEH,KDH,,19:25:00,// KA 333 (KA 333 =)
44,LEMAHABANG,LMB,,19:31:00,
45,CIKARANG,CKR,,19:34:00,
46,TELAGA MURNI,TLM,,-,
47,CIBITUNG,CIT,,-,
48,TAMBUN,TB,,19:41:00,
49,BEKASITIMUR,BKST,,-,
50,BEKASI,BKS,19:48:00,19:50:00,
51,JATINEGARA,JNG,20:01:00,20:03:00,
52,MATRAMAN,MTR,,-,
53,MANGGARAI,MRI,,20:09:00,
54,CIKINI,CKI,,-,
55,GONDANGDIA,GDD,,-,
56,GAMBIR,GMR,20:19:00,,
