No.,station_name,station_code,arrival_time,departure_time,notes
1,KETAPANG,KTG,,07:15:00,
2,ARGOPURO,AGO,,07:22:00,
3,BANYUWANGI KOTA,BWI,07:29:00,07:33:00,X KA 491 (KA 491 X)
4,ROGOJAMPI,RGP,07:45:00,07:47:00,
5,SINGOJURUH,SGJ,,07:54:00,
6,TEMUGURUH,TGR,07:59:00,08:01:00,
7,KALISETAIL,KSL,08:10:00,08:12:00,
8,SUMBERWADUNG,SWD,,08:17:00,
9,GLENMORE,GLM,,08:22:00,
10,KALIBARU,KBR,08:30:00,08:32:00,
11,MRAWAN,MRW,,08:42:00,
12,GARAHAN,GRN,,08:54:00,
13,SEMPOLAN,SPL,,08:58:00,
14,LEDOKOMBO,LDO,,09:07:00,
15,KALISAT,KLT,09:17:00,09:19:00,
16,KOTOK,KTK,,09:27:00,
17,ARJASA,AJ,,09:31:00,
18,JEMBER,JR,09:39:00,09:44:00,
19,MANGLI,MI,,09:50:00,
20,RAMBIPUJI,RBP,09:55:00,09:59:00,X KA 297 (KA 297 X)
21,BANGSALSARI,BSS,,10:06:00,
22,TANGGUL,TGL,10:15:00,10:17:00,
23,JATIROTO,JTR,,10:26:00,
24,RANDUAGUNG,RDA,,10:34:00,
25,KLAKAH,KK,,10:44:00,
26,RANUYOSO,RN,,10:48:00,
27,MALASAN,MLS,10:55:00,11:02:00,X KA 239F JJ (KA 239F JJ X)
28,LECES,LEC,,11:12:00,
29,PROBOLINGGO,PB,11:23:00,11:28:00,X KA 209 (KA 209 X)
30,BAYEMAN,BYM,,11:38:00,
31,GRATI,GI,,11:47:00,
32,REJOSO,RO,,11:51:00,
33,PASURUAN,PS,11:59:00,12:01:00,
34,BANGIL,BG,12:19:00,12:23:00,
35,PORONG,PR,,12:36:00,X KA 429 (KA 429 X)
36,TANGGULANGIN,TGA,,12:39:00,
37,SIDOARJO,SDA,12:46:00,12:48:00,
38,PAGERWOJO,PWJ,,-,
39,BUDURAN,BDR,,-,
40,BANJARKEMANTREN,BJK,,-,
41,GEDANGAN,GDG,,12:56:00,X KA 457 (KA 457 X)
42,SAWOTRATAP,STP,,-,
43,WARU,WR,,13:00:00,
44,KERTOMENANGGAL,KTL,,-,
45,JEMURSARI,JMS,,-,
46,MARGOREJO,MGR,,-,
47,WONOKROMO,WO,13:07:00,13:09:00,
48,NGAGEL,NGA,,-,
49,SURABAYAGUBENG,SGU,13:17:00,13:21:00,
50,SURABAYAKOTA,SB,13:29:00,14:15:00,
