No.,station_name,station_code,arrival_time,departure_time,notes
1,GAMBIR,GMR,,10:50:00,
2,GONDANGDIA,GDD,,-,
3,CIKINI,CKI,,-,
4,MANGGARAI,MRI,,10:59:00,
5,MATRAMAN,MTR,,-,
6,JATINEGARA,JNG,,11:04:00,
7,BEKASI,BKS,11:16:00,11:18:00,
8,BEKASITIMUR,BKST,,-,
9,TAMBUN,TB,,11:24:00,
10,CIBITUNG,CIT,,-,
11,TELAGA MURNI,TLM,,-,
12,CIKARANG,CKR,,11:31:00,
13,LEMAHABANG,LMB,,11:34:00,
14,KEDUNGGEDEH,KDH,,11:40:00,
15,KARAWANG,KW,,11:44:00,
16,KLARI,KLI,,11:48:00,
17,KOSAMBI,KOS,,11:50:00,
18,DAWUAN,DWN,,11:54:00,
19,CIKAMPEK,CKP,11:58:00,12:00:00,
20,TANJUNGRASA,TJS,,12:08:00,
21,PABUARAN,PAB,,12:11:00,
22,PRINGKASAP,PRI,,12:14:00,
23,PASIRBUNGUR,PAS,,12:18:00,
24,CIKAUM,CKM,,12:21:00,
25,PEGADENBARU,PGB,,12:26:00,
26,CIPUNEGARA,CRA,,12:31:00,
27,HAURGEULIS,HGL,12:36:00,12:50:00,= KA 100 (KA 100 //)
28,CILEGEH,CLH,,12:58:00,
29,KADOKANGABUS,KAB,,13:03:00,
30,TERISI,TIS,,13:07:00,
31,TELAGASARI,TLS,,13:12:00,
32,JATIBARANG,JTB,13:19:00,13:21:00,
33,KERTASEMAYA,KTM,,13:27:00,
34,ARJAWINANGUN,AWN,,13:36:00,
35,BANGODUWA,BDW,,13:39:00,
36,CANGKRING,CNK,,13:43:00,
37,CIREBON,CN,13:50:00,,
