No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,05:00:00,
2,ANDIR,AND,,05:05:00,
3,CIMINDI,CMD,,05:07:00,
4,CIMAHI,CMI,05:10:00,05:12:00,
5,GADOBANGKONG,GK,,-,
6,PADALARANG,PDL,,05:19:00,
7,CILAME,CLE,,05:27:00,
8,SASAKSAAT,SKT,,05:35:00,
9,MASWATI,MSI,,05:41:00,X KA 348 (KA 348 X)
10,RENDEH,RH,,05:46:00,
11,CIKADONGDONG,CD,,05:50:00,
12,CISOMANG,CG,,-,
13,PLERED,PLD,,06:04:00,
14,SUKATANI,SUT,,06:09:00,
15,CIGANEA,CA,,06:17:00,
16,PURWAKARTA,PWK,06:26:00,06:28:00,
17,SADANG,SAD,,-,
18,CIBUNGUR,CBR,,06:39:00,
19,CIKAMPEK,CKP,,06:47:00,
20,DAWUAN,DWN,,06:51:00,
21,KOSAMBI,KOS,,06:55:00,
22,KLARI,KLI,,06:57:00,
23,KARAWANG,KW,07:02:00,07:04:00,
24,KEDUNGGEDEH,KDH,,07:09:00,
25,LEMAHABANG,LMB,,07:15:00,
26,CIKARANG,CKR,,07:18:00,
27,TELAGA MURNI,TLM,,-,
28,CIBITUNG,CIT,,-,
29,TAMBUN,TB,,07:25:00,
30,BEKASITIMUR,BKST,,-,
31,BEKASI,BKS,07:31:00,07:33:00,
32,JATINEGARA,JNG,07:44:00,07:46:00,
33,MATRAMAN,MTR,,-,
34,MANGGARAI,MRI,,07:51:00,
35,CIKINI,CKI,,-,
36,GONDANGDIA,GDD,,-,
37,GAMBIR,GMR,08:00:00,,
