0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,17:45:00,
2,Tandes (TES),Ls,17:50:00,
3,Kandangan (KDA),Ls,17:52:00,
4,Benowo (BNW),Ls,17:55:00,
5,Cerme (CME),Ls,17:58:00,
6,Duduk (DD),Ls,18:04:00,
7,Lamongan (LMG),18:13:00,18:16:00,
8,Surabayan (SBN),Ls,18:22:00,
9,Pucuk (PC),Ls,18:28:00,
10  Gembong (GEB),,Ls,18:31:00,
11  Babat (BBT),,18:37:00,18:40:00,
12  Bowerno (BWO),,Ls,18:47:00,
13,Sumberrejo (SRJ),Ls,18:56:00,
14  Kapas (KPS),,Ls,19:01:00,
15  Bojonegoro (BJ),,19:07:00,19:10:00,
16  Kalitidu (KIT),,Ls,19:20:00,
17,Tobo (TBO),Ls,19:30:00,
18  Cepu (CU),,19:36:00,19:41:00,
19  Kapuan (KPA),,Ls,19:46:00,
20  Wadu (WDU),,Ls,19:50:00,
,21  Randublatung (RBG),Ls,19:58:00,
22  Doplang (DPL),,Ls,20:07:00,
23,Sulur (SL),Ls,20:13:00,
24  Kradenan (KNN),,Ls,20:19:00,
25,Panunggalan (PNL),Ls,20:26:00,
26,Jambon (JBN),Ls,20:30:00,
27  Gambringan (GBN),,Ls,20:37:00,
28  Ngrombo (NBO),,20:40:00,20:43:00,
29,Sedadi (SDI),Ls,20:48:00,
30  Karangjati (KGT),,Ls,20:53:00,
31  Gubug (GUB),,Ls,21:00:00,
32,Tegowanu (TGW),Ls,21:04:00,
33  Brumbung (BBG),,Ls,21:10:00,
34  Alastua (ATA),,Ls,21:15:00,
35,Semarang Tawang (SMT),21:23:00,21:30:00,
36,Semarang Poncol (SMC),Ls,21:35:00,
37,Jerakah (JRK),Ls,21:39:00,
38  Mangkang (MKG),,Ls,21:43:00,
39  Kaliwungu (KLN),,Ls,21:47:00,
40  Kalibodri (KBD),,Ls,21:54:00,
41  Weleri (WLR),,Ls,22:00:00,
42  Krengseng (KNS),,Ls,22:03:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Plabuan (PLB),Ls,22:10:00,
44  Kuripan (KRP),,Ls,22:15:00,
45  Ujungnegoro (UJN),,Ls,22:23:00,
46  Batang (BTG),,Ls,22:26:00,
47,Pekalongan (PK),22:34:00,22:37:00,
48,Sragi (SRI),Ls,22:45:00,
49  Comal (CO),,Ls,22:48:00,
50,Petarukan (PTA),Ls,22:55:00,
51,Pemalang (PML),Ls,22:59:00,// KA 221F JJ (KA 221F JJ =)
52,Surodadi (SD),Ls,23:07:00,
53,Larangan (LR),Ls,23:13:00,
54,Tegal (TG),23:18:00,23:23:00,
55  Brebes (BB),,Ls,23:31:00,
56,Tanjung (TGN),Ls,23:42:00,
57,Losari (LOS),Ls,23:47:00,
58  Babakan (BBK),,Ls,23:53:00,
,59  Waruduwur (WDW),Ls,00:01:00,
,60  Cirebon Prujakan (CNP),Ls,00:08:00,
61  Cirebon (CN),,00:12:00,00:19:00,
62  Cangkring (CNK),,Ls,00:26:00,
63  Bangoduwa (BDW),,Ls,00:29:00,
,64  Arjawinangun (AWN),Ls,00:32:00,
,65  Kertasemaya (KTM),Ls,00:41:00,
66,Jatibarang (JTB),Ls,00:46:00,
67,Telagasari (TLS),Ls,00:52:00,
68,Terisi (TIS),Ls,00:57:00,
,69  Kadokangabus (KAB),Ls,01:01:00,
70  Cilegeh (CLH),,Ls,01:06:00,
71  Haurgeulis (HGL),,Ls,01:12:00,
72  Cipunegara (CRA),,Ls,01:16:00,
73,Pegadenbaru (PGB),Ls,01:21:00,
74  Cikaum (CKM),,Ls,01:26:00,
75,Pasirbungur (PAS),Ls,01:30:00,
76,Pringkasap (PRI),Ls,01:34:00,
77,Pabuaran (PAB),Ls,01:37:00,
78,Tanjungrasa (TJS),Ls,01:40:00,
79  Cikampek (CKP),,01:48:00,02:18:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Cikampek (CKP),01:48:00,02:18:00,MENERUSKAN PERJALANAN KA 95
2,Cibungur (CBR),Ls,02:27:00,
3,Sadang (SAD),Ls,-,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
4,Purwakarta (PWK),02:37:00,02:39:00,
5,Ciganea (CA),Ls,02:48:00,
6,Sukatani (SUT),Ls,02:57:00,
7,Plered (PLD),Ls,03:02:00,
8,Cisomang (CG),Ls,-,
9,Cikadongdong (CD),Ls,03:16:00,
10  Rendeh (RH),,Ls,03:20:00,
11  Maswati (MSI),,Ls,03:25:00,
12,Sasaksaat (SKT),Ls,03:31:00,
13  Cilame (CLE),,Ls,03:40:00,
14,Padalarang (PDL),03:50:00,03:52:00,
,15  Gadobangkong (GK),Ls,-,
16  Cimahi (CMI),,04:01:00,04:04:00,
17  Cimindi (CMD),,Ls,04:08:00,
18  Andir (AND),,Ls,04:10:00,
