0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Tegal (TG),,16:00:00,
2,Brebes (BB),16:11:00,16:13:00,
3,Tanjung (TGN),Ls,16:30:00,
4,Losari (LOS),Ls,16:36:00,
5,Babakan (BBK),16:43:00,16:45:00,
,6  Waruduwur (WDW),Ls,16:57:00,
7,Cirebon Prujakan (CNP),17:07:00,17:24:00,= KA 179 (KA 179 //)
8,Cirebon (CN),Ls,17:28:00,
9,Cangkring (CNK),Ls,17:34:00,
10  Bangoduwa (BDW),,Ls,17:38:00,
,11  Arjawinangun (AWN),Ls,17:42:00,
,12  Kertasemaya (KTM),Ls,17:52:00,
13,Jatibarang (JTB),18:00:00,18:14:00,= KA 49 (KA 49 //)
14,Telagasari (TLS),Ls,18:22:00,
15,Terisi (TIS),Ls,18:28:00,
,16  Kadokangabus (KAB),Ls,18:32:00,
17  Cilegeh (CLH),,Ls,18:37:00,
18  Haurgeulis (HGL),,Ls,18:44:00,
19  Cipunegara (CRA),,Ls,18:48:00,
20,Pegadenbaru (PGB),Ls,18:53:00,
21  Cikaum (CKM),,Ls,18:59:00,
22,Pasirbungur (PAS),Ls,19:03:00,
23,Pringkasap (PRI),Ls,19:07:00,
24,Pabuaran (PAB),Ls,19:11:00,
25,Tanjungrasa (TJS),Ls,19:14:00,
26  Cikampek (CKP),,Ls,19:22:00,
27  Dawuan (DWN),,Ls,19:25:00,
28  Kosambi (KOS),,Ls,19:30:00,
29  Klari (KLI),,Ls,19:33:00,
30  Karawang (KW),,Ls,19:38:00,
,31  Kedunggedeh (KDH),Ls,19:42:00,
32,Lemahabang (LMB),Ls,19:48:00,
33  Cikarang (CKR),,19:52:00,19:54:00,
34,Telaga Murni (TLM),Ls,-,
35  Cibitung (CIT),,Ls,-,
36,Tambun (TB),Ls,20:02:00,// KA 5577 (KA 5577 =)
,37  Bekasitimur (BKST),Ls,-,
38  Bekasi (BKS),,20:08:00,20:10:00,
39,Jatinegara (JNG),Ls,20:21:00,
40,Pondokjati (POK),Ls,-,
41  Kramat (KMT),,Ls,-,
,42  Gangsentiong (GST),Ls,-,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,10:40:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,10:50:00,
6,Bekasi (BKS),11:01:00,11:03:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,11:09:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11  Cikarang (CKR),,11:18:00,11:20:00,
12,Lemahabang (LMB),Ls,11:24:00,
,13  Kedunggedeh (KDH),Ls,11:30:00,
14  Karawang (KW),,Ls,11:34:00,
15  Klari (KLI),,Ls,11:39:00,
16  Kosambi (KOS),,Ls,11:42:00,
17  Dawuan (DWN),,Ls,11:47:00,
18  Cikampek (CKP),,Ls,11:50:00,
19,Tanjungrasa (TJS),Ls,11:57:00,
20,Pabuaran (PAB),Ls,12:00:00,
21,Pringkasap (PRI),Ls,12:04:00,
22,Pasirbungur (PAS),Ls,12:08:00,
23  Cikaum (CKM),,Ls,12:12:00,
24,Pegadenbaru (PGB),Ls,12:18:00,
25  Cipunegara (CRA),,Ls,12:23:00,
26  Haurgeulis (HGL),,Ls,12:27:00,
27  Cilegeh (CLH),,Ls,12:34:00,
,28  Kadokangabus (KAB),Ls,12:39:00,
29,Terisi (TIS),Ls,12:43:00,
30,Telagasari (TLS),Ls,12:49:00,
31,Jatibarang (JTB),12:56:00,12:58:00,
,32  Kertasemaya (KTM),Ls,13:05:00,
,33  Arjawinangun (AWN),Ls,13:15:00,
34  Bangoduwa (BDW),,Ls,13:19:00,
35  Cangkring (CNK),,Ls,13:22:00,
36  Cirebon (CN),,Ls,13:29:00,
,37  Cirebon Prujakan (CNP),13:33:00,13:56:00,= KA 100 (KA 100 //)
,38  Waruduwur (WDW),Ls,14:05:00,
39  Babakan (BBK),,14:17:00,14:20:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
40,Losari (LOS),Ls,14:28:00,
41,Tanjung (TGN),Ls,14:35:00,
42  Brebes (BB),,14:51:00,14:54:00,
43,Tegal (TG),15:05:00,,
