0,1,2,3,4
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Surabayagubeng (SGU),,19:20:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,19:26:00,
4,Sepanjang (SPJ),Ls,19:30:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,19:38:00,// KA 305 (KA 305 =)
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,19:43:00,
9,Mojokerto (MR),19:51:00,19:53:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,20:02:00,// KA 409 (KA 409 =)
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),20:10:00,20:12:00,
14,Sembung (SMB),Ls,20:19:00,
15  Kertosono (KTS),,20:25:00,20:27:00,
16,Baron (BRN),Ls,20:33:00,
17,Sukomoro (SKM),Ls,20:39:00,
18  Nganjuk (NJ),,20:43:00,20:45:00,
19,Bagor (BGR),Ls,20:50:00,
20,Saradan (SRD),Ls,21:00:00,
21,Caruban (CRB),Ls,21:05:00,
22,Babadan (BBD),Ls,21:10:00,
23  Madiun (MN),,21:16:00,21:21:00,
24  Magetan (MAG),,Ls,21:29:00,
25  Geneng (GG),,Ls,21:34:00,
26  Ngawi (NGW),,Ls,21:38:00,
27  Kedunggalar (KG),,Ls,21:43:00,
28  Walikukun (WK),,Ls,21:49:00,// KA 273 (KA 273 =)
,29  Kedungbanteng (KDB),Ls,21:56:00,
30  Kebonromo (KRO),,Ls,22:00:00,
31,Sragen (SR),Ls,22:03:00,
32  Masaran (MSR),,Ls,22:08:00,
33  Kemiri (KMR),,Ls,22:13:00,
34,Palur (PL),Ls,22:16:00,
35,Solojebres (SK),Ls,22:19:00,
36,Solobalapan (SLO),22:23:00,22:26:00,
37,Purwosari (PWS),Ls,22:30:00,
38  Gawok (GW),,Ls,22:34:00,
39  Delanggu (DL),,Ls,22:37:00,
40,Ceper (CE),Ls,22:41:00,
41  Klaten (KT),,Ls,22:46:00,
42,Srowot (SWT),Ls,22:50:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
43,Brambanan (BBN),Ls,22:53:30,
44  Maguwo (MGW),,Ls,22:58:00,
45,Lempuyangan (LPN),Ls,23:02:00,
46  Yogyakarta (YK),,23:06:00,23:11:00,
47,Patukan (PTN),Ls,23:16:00,
48,Rewulu (RWL),Ls,23:19:00,
49,Sentolo (STL),Ls,23:25:00,
50  Wates (WT),,Ls,23:33:00,
51  Kedundang (KDG),,Ls,23:37:00,
52  Wojo (WJ),,Ls,23:41:00,
53,Jenar (JN),Ls,23:46:00,
54  Kutoarjo (KTA),,23:56:00,23:59:00,
55,Butuh (BTH),Ls,00:04:00,
56,Prembun (PRB),Ls,00:08:00,
,57  Kutowinangun (KWN),Ls,00:12:00,
58  Wonosari (WNS),,Ls,00:14:00,
59  Kebumen (KM),,00:19:00,00:21:00,
60,Sruweng (SRW),Ls,00:28:00,
61  Karanganyar (KA),,Ls,00:30:00,
62  Gombong (GB),,Ls,00:35:00,
63,Ijo (IJ),Ls,00:39:00,
64,Tambak (TBK),Ls,00:42:00,
65,Sumpiuh (SPH),Ls,00:45:00,
66  Kemranjen (KJ),,Ls,00:48:00,
67  Kroya (KYA),,00:54:00,00:56:00,
68,Randegan (RDN),Ls,01:03:00,
69  Kebasen (KBS),,Ls,01:06:00,
70  Notog (NTG),,Ls,01:11:00,
71,Purwokerto (PWT),01:19:00,01:24:00,
,72  Karanggandul (KGD),Ls,01:32:00,
73  Karangsari (KRR),,Ls,01:41:00,
74,Patuguran (PAT),Ls,01:52:00,
75  Kretek (KRT),,Ls,01:58:00,
76,Bumiayu (BMA),Ls,02:05:00,
77,Linggapura (LG),Ls,02:13:00,
78,Prupuk (PPK),Ls,02:23:00,
79,Songgom (SGG),Ls,02:30:00,
80,Larangan (LRA),Ls,02:33:00,
,81  Ketanggungan (KGG),Ls,02:38:00,
82,Ciledug (CLD),Ls,02:47:00,
83,Sindanglaut (SDU),Ls,02:56:00,
84,Luwung (LWG),Ls,03:00:00,
85,Cirebon Prujakan (CNP),Ls,03:05:00,
86,Cirebon (CN),03:09:00,03:14:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
87,Cangkring (CNK),Ls,03:21:00,
88,Bangoduwa (BDW),Ls,03:24:00,
,89  Arjawinangun (AWN),Ls,03:27:00,
,90  Kertasemaya (KTM),Ls,03:36:00,
91,Jatibarang (JTB),Ls,03:41:00,
92,Telagasari (TLS),Ls,03:47:00,
93,Terisi (TIS),Ls,03:52:00,
,94  Kadokangabus (KAB),Ls,03:56:00,
95,Cilegeh (CLH),Ls,04:01:00,
96  Haurgeulis (HGL),,Ls,04:07:00,
97,Cipunegara (CRA),Ls,04:11:00,
98,Pegadenbaru (PGB),Ls,04:15:00,
99,Cikaum (CKM),Ls,04:20:00,
100  Pasirbungur (PAS),,Ls,04:23:00,
101  Pringkasap (PRI),,Ls,04:27:00,
102  Pabuaran (PAB),,Ls,04:30:00,
103  Tanjungrasa (TJS),,Ls,04:33:00,
104  Cikampek (CKP),,Ls,04:40:00,
105  Dawuan (DWN),,Ls,04:43:00,
106  Kosambi (KOS),,Ls,04:47:00,
107  Klari (KLI),,Ls,04:49:00,
108  Karawang (KW),,Ls,04:53:00,
109  Kedunggedeh (KDH),,Ls,04:57:00,
110  Lemahabang (LMB),,Ls,05:02:00,
111  Cikarang (CKR),,Ls,05:05:00,// KA 177 (KA 177 =)
112  Telaga Murni (TLM),,Ls,-,
113  Cibitung (CIT),,Ls,-,
114  Tambun (TB),,Ls,05:11:00,
