0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,06:15:00,
2,Tandes (TES),Ls,06:21:00,
3,Kandangan (KDA),Ls,06:23:00,
4,Benowo (BNW),Ls,06:27:00,
5,Cerme (CME),Ls,06:31:00,
6,Duduk (DD),Ls,06:38:00,
7,Lamongan (LMG),06:48:00,06:51:00,
8,Surabayan (SBN),Ls,06:58:00,
9,Pucuk (PC),Ls,07:04:00,
10  Gembong (GEB),,Ls,07:08:00,
11  Babat (BBT),,07:15:00,07:18:00,
12  Bowerno (BWO),,Ls,07:26:00,
13,Sumberrejo (SRJ),Ls,07:35:00,
14  Kapas (KPS),,Ls,07:40:00,
15  Bojonegoro (BJ),,07:46:00,07:49:00,
16  Kalitidu (KIT),,Ls,08:01:00,
17,Tobo (TBO),Ls,08:11:00,
18  Cepu (CU),,08:17:00,08:20:00,// KA 2523 (KA 2523 =)
19  Kapuan (KPA),,Ls,08:26:00,
20  Wadu (WDU),,Ls,08:30:00,
,21  Randublatung (RBG),08:41:00,08:43:00,
22  Doplang (DPL),,Ls,08:54:00,
23,Sulur (SL),Ls,09:00:00,
24  Kradenan (KNN),,09:07:00,09:09:00,
25,Panunggalan (PNL),Ls,09:18:00,
26,Jambon (JBN),Ls,09:22:00,
27  Gambringan (GBN),,Ls,09:31:00,
28  Ngrombo (NBO),,09:33:00,09:36:00,
29,Sedadi (SDI),Ls,09:42:00,
30  Karangjati (KGT),,Ls,09:49:00,
31  Gubug (GUB),,Ls,09:58:00,
32,Tegowanu (TGW),Ls,10:04:00,
33  Brumbung (BBG),,Ls,10:10:00,
34  Alastua (ATA),,Ls,10:16:00,
35,Semarang Tawang (SMT),10:25:00,10:30:00,// KA 2509 (KA 2509 =)
36,Semarang Poncol (SMC),10:37:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Poncol (SMC),,11:40:00,
2,Semarang Tawang (SMT),11:47:00,11:52:00,// KA 2520 (KA 2520 =)
3,Alastua (ATA),Ls,12:01:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
4,Brumbung (BBG),Ls,12:06:00,
5,Tegowanu (TGW),Ls,12:13:00,
6,Gubug (GUB),Ls,12:18:00,
7,Karangjati (KGT),Ls,12:28:00,
8,Sedadi (SDI),Ls,12:35:00,
9,Ngrombo (NBO),12:42:00,12:45:00,
10  Gambringan (GBN),,Ls,12:48:00,
11,Jambon (JBN),Ls,12:57:00,
12,Panunggalan (PNL),Ls,13:02:00,
13  Kradenan (KNN),,13:12:00,13:14:00,
14,Sulur (SL),Ls,13:23:00,
15  Doplang (DPL),,Ls,13:29:00,
,16  Randublatung (RBG),13:42:00,13:44:00,
17  Wadu (WDU),,Ls,13:56:00,
18  Kapuan (KPA),,Ls,14:01:00,
19  Cepu (CU),,14:08:00,14:11:00,
20,Tobo (TBO),Ls,14:18:00,
21  Kalitidu (KIT),,Ls,14:27:00,
22  Bojonegoro (BJ),,14:39:00,14:42:00,
23  Kapas (KPS),,Ls,14:48:00,
24,Sumberrejo (SRJ),Ls,14:53:00,
25  Bowerno (BWO),,Ls,15:01:00,
26  Babat (BBT),,15:10:00,15:28:00,= KA 2 (KA 2 //)
27  Gembong (GEB),,Ls,15:34:00,
28,Pucuk (PC),Ls,15:38:00,
29,Surabayan (SBN),Ls,15:44:00,
30,Lamongan (LMG),15:51:00,15:54:00,
31  Duduk (DD),,Ls,16:04:00,
32  Cerme (CME),,Ls,16:11:00,
33  Benowo (BNW),,Ls,16:15:00,
34  Kandangan (KDA),,Ls,16:19:00,
35,Tandes (TES),Ls,16:21:00,
36,Surabaya Pasarturi (SBI),16:28:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,13:30:00,
2,Tandes (TES),Ls,13:36:00,
3,Kandangan (KDA),Ls,13:38:00,
4,Benowo (BNW),Ls,13:42:00,
5,Cerme (CME),Ls,13:46:00,
6,Duduk (DD),Ls,13:53:00,
7,Lamongan (LMG),14:02:00,14:05:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
8,Surabayan (SBN),Ls,14:12:00,
9,Pucuk (PC),Ls,14:19:00,
10  Gembong (GEB),,Ls,14:23:00,
11  Babat (BBT),,14:28:00,14:31:00,
12  Bowerno (BWO),,Ls,14:39:00,
13,Sumberrejo (SRJ),Ls,14:48:00,
14  Kapas (KPS),,Ls,14:54:00,
15  Bojonegoro (BJ),,15:00:00,15:03:00,
16  Kalitidu (KIT),,Ls,15:15:00,
17,Tobo (TBO),Ls,15:25:00,
18  Cepu (CU),,15:32:00,15:37:00,
19  Kapuan (KPA),,Ls,15:43:00,
20  Wadu (WDU),,Ls,15:47:00,
,21  Randublatung (RBG),15:58:00,16:01:00,
22  Doplang (DPL),,Ls,16:12:00,
23,Sulur (SL),Ls,16:18:00,
24  Kradenan (KNN),,16:25:00,16:27:00,
25,Panunggalan (PNL),Ls,16:36:00,
26,Jambon (JBN),Ls,16:40:00,
27  Gambringan (GBN),,Ls,16:48:00,
28  Ngrombo (NBO),,16:50:00,16:53:00,
29,Sedadi (SDI),Ls,16:59:00,
30  Karangjati (KGT),,Ls,17:05:00,
31  Gubug (GUB),,Ls,17:15:00,
32,Tegowanu (TGW),Ls,17:20:00,
