0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Banjar (BJR),,17:00:00,
2,Karangpucung (KNP),Ls,17:06:00,
3,Bojong (BJG),Ls,17:13:00,
4,Ciamis (CI),17:22:00,17:24:00,X KA 284 (KA 284 X)
5,Manonjaya (MNJ),Ls,17:38:00,
6,Awipari (AW),Ls,17:41:00,
7,Tasikmalaya (TSM),17:47:00,17:50:00,
8,Indihiang (IH),Ls,17:56:00,
9,Rajapolah (RJP),Ls,18:03:00,
10  Ciawi (CAW),,Ls,18:12:00,
11  Cirahayu (CAA),,Ls,18:21:00,
12  Cipeundeuy (CPD),,18:35:00,18:45:00,
,13  Bumiwaluya (BMW),18:57:00,19:09:00,X KA 12 (KA 12 X)
,14  Warungbandrek (WB),Ls,19:22:00,
15  Cibatu (CB),,19:31:00,19:41:00,X KA 68 (KA 68 X)
16,Leuwigoong (LO),Ls,-,
17  Karangsari (KRAI),,Ls,19:51:00,X KA 306 (KA 306 X)
18,Leles (LL),19:57:00,20:04:00,X KA 80 (KA 80X)
19,Lebakjero (LBJ),Ls,20:15:00,
20  Nagreg (NG),,20:26:00,20:46:00,"X KA 350, KA 72 (KA 350, KA 72 X)"
21  Cicalengka (CCL),,Ls,21:00:00,
22  Haurpugur (HRP),,Ls,21:02:30,
23  Rancaekek (RCK),,Ls,21:08:00,// KA 367 (KA 367 =)
24  Cimekar (CMK),,Ls,-,
25  Gedebage (GDB),,Ls,21:14:00,
,26  Kiaracondong (KAC),21:21:00,21:29:00,
,27  Cikudapateuh (CTH),Ls,-,
28  Bandung (BD),,21:39:00,21:54:00,
29  Andir (AND),,Ls,21:59:00,
30  Cimindi (CMD),,Ls,22:01:00,
31  Cimahi (CMI),,22:05:00,22:09:00,
,32  Gadobangkong (GK),Ls,-,
33,Padalarang (PDL),22:17:00,22:21:00,
34  Cilame (CLE),,Ls,22:32:00,X KA 288 (KA 288 X)
35,Sasaksaat (SKT),Ls,22:40:00,
36  Maswati (MSI),,Ls,22:46:00,
37  Rendeh (RH),,Ls,22:51:00,
,38  Cikadongdong (CD),Ls,22:55:00,
39  Cisomang (CG),,Ls,-,
40,Plered (PLD),Ls,23:09:00,
41,Sukatani (SUT),Ls,23:14:00,
42  Ciganea (CA),,Ls,23:23:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Purwakarta (PWK),23:32:00,23:35:00,
44,Sadang (SAD),Ls,-,
45  Cibungur (CBR),,Ls,23:46:00,
46  Cikampek (CKP),,Ls,23:54:00,
47  Dawuan (DWN),,Ls,23:58:00,
48  Kosambi (KOS),,Ls,00:02:00,
49  Klari (KLI),,Ls,00:04:00,
50  Karawang (KW),,00:09:00,00:11:00,
,51  Kedunggedeh (KDH),Ls,00:16:00,
52,Lemahabang (LMB),Ls,00:22:00,
53  Cikarang (CKR),,Ls,00:25:00,
54,Telaga Murni (TLM),Ls,-,
55  Cibitung (CIT),,Ls,-,
56,Tambun (TB),Ls,00:32:00,
,57  Bekasitimur (BKST),Ls,-,
58  Bekasi (BKS),,00:38:00,00:40:00,
59,Jatinegara (JNG),00:53:00,00:55:00,
60  Matraman (MTR),,Ls,-,
61  Manggarai (MRI),,Ls,01:00:00,
62  Cikini (CKI),,Ls,-,
63  Gondangdia (GDD),,Ls,-,
64  Gambir (GMR),,01:10:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Gambir (GMR),,08:30:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,08:39:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),08:44:00,08:46:00,
7,Bekasi (BKS),08:57:00,08:59:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,09:05:00,// KA 5050 (KA 5050 =)
10  Cibitung (CIT),,Ls,-,
11,Telaga Murni (TLM),Ls,-,
12  Cikarang (CKR),,Ls,09:11:00,
13,Lemahabang (LMB),Ls,09:14:00,
,14  Kedunggedeh (KDH),Ls,09:20:00,
15  Karawang (KW),,09:25:00,09:27:00,
16  Klari (KLI),,Ls,09:32:00,
17  Kosambi (KOS),,Ls,09:34:00,
18  Dawuan (DWN),,Ls,09:38:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
19  Cikampek (CKP),,Ls,09:42:00,
20  Cibungur (CBR),,Ls,09:49:00,
21,Sadang (SAD),Ls,-,
22,Purwakarta (PWK),10:00:00,10:05:00,
23  Ciganea (CA),,Ls,10:14:00,
24,Sukatani (SUT),Ls,10:22:00,
25,Plered (PLD),Ls,10:27:00,
26  Cisomang (CG),,Ls,-,
,27  Cikadongdong (CD),Ls,10:41:00,
28  Rendeh (RH),,Ls,10:45:00,
29  Maswati (MSI),,Ls,10:50:00,
30,Sasaksaat (SKT),10:57:00,11:03:00,X KA 141F JJ (KA 141F JJ X)
31  Cilame (CLE),,Ls,11:12:00,
32,Padalarang (PDL),11:21:00,11:23:00,
,33  Gadobangkong (GK),Ls,-,
34  Cimahi (CMI),,11:31:00,11:33:00,
35  Cimindi (CMD),,Ls,11:36:00,
36  Andir (AND),,Ls,11:38:00,
37  Bandung (BD),,11:43:00,11:53:00,
,38  Cikudapateuh (CTH),Ls,-,
,39  Kiaracondong (KAC),12:02:00,12:05:00,
40  Gedebage (GDB),,Ls,12:13:00,
41  Cimekar (CMK),,Ls,-,
42  Rancaekek (RCK),,Ls,12:19:00,
43  Haurpugur (HRP),,Ls,12:23:00,
44  Cicalengka (CCL),,Ls,12:27:00,
45  Nagreg (NG),,Ls,12:40:00,X KA 283 (KA 283X)
46,Lebakjero (LBJ),Ls,12:49:00,
47,Leles (LL),12:59:00,13:01:00,X KA 349 (KA 349 X)
48  Karangsari (KRAI),,Ls,13:08:00,
49,Leuwigoong (LO),Ls,-,
50  Cibatu (CB),,13:17:00,13:21:00,X KA 129 (KA 129 X)
,51  Warungbandrek (WB),Ls,13:29:00,
,52  Bumiwaluya (BMW),Ls,13:42:00,X KA 77 (KA 77 X)
53  Cipeundeuy (CPD),,13:53:00,14:03:00,
54  Cirahayu (CAA),,Ls,14:16:00,
55  Ciawi (CAW),,Ls,14:23:00,
56  Rajapolah (RJP),,Ls,14:31:00,
57,Indihiang (IH),Ls,14:38:00,X KA 291 (KA 291 X)
58,Tasikmalaya (TSM),14:45:00,14:57:00,X KA 275 (KA 275 X)
59  Awipari (AW),,15:06:00,15:15:00,X KA 69 (KA 69 X)
60  Manonjaya (MNJ),,15:20:00,15:31:00,X KA 9 (KA 9 X)
61  Ciamis (CI),,15:44:00,15:46:00,
62  Bojong (BJG),,Ls,15:54:00,
