0,1,2,3,4
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Jombang (JG),,06:55:00,
2,Sembung (SMB),Ls,07:02:00,
3,Kertosono (KTS),07:09:00,07:12:00,
4,Baron (BRN),Ls,07:19:00,
5,Sukomoro (SKM),Ls,07:26:00,
6,Nganjuk (NJ),07:31:00,07:34:00,
7,Bagor (BGR),Ls,07:40:00,
8,Saradan (SRD),Ls,07:51:00,
9,Caruban (CRB),07:59:00,08:01:00,
10,Babadan (BBD),Ls,08:09:00,
11  Madiun (MN),,08:16:00,08:22:00,
12  Magetan (MAG),,08:32:00,08:34:00,
13  Geneng (GG),,Ls,08:42:00,// KA 577 (KA 577 =)
14  Ngawi (NGW),,08:48:00,08:50:00,
15  Kedunggalar (KG),,Ls,08:58:00,
16  Walikukun (WK),,Ls,09:05:00,
,17  Kedungbanteng (KDB),Ls,09:14:00,
18  Kebonromo (KRO),,Ls,09:19:00,
19,Sragen (SR),09:24:00,09:26:00,
20  Masaran (MSR),,Ls,09:34:00,
21  Kemiri (KMR),,Ls,09:40:00,
22,Palur (PL),Ls,09:44:00,
23,Solojebres (SK),Ls,09:47:00,
24,Solobalapan (SLO),09:51:00,09:57:00,
25,Purwosari (PWS),Ls,10:02:00,
26  Gawok (GW),,Ls,10:06:30,
27  Delanggu (DL),,Ls,10:10:00,
28,Ceper (CE),Ls,10:14:00,
29  Klaten (KT),,10:21:00,10:23:00,
30,Srowot (SWT),Ls,10:29:00,
31,Brambanan (BBN),Ls,10:33:00,
32  Maguwo (MGW),,Ls,10:38:00,
33,Lempuyangan (LPN),Ls,10:43:00,
34  Yogyakarta (YK),,10:46:00,10:50:00,
35,Patukan (PTN),Ls,10:55:00,
36,Rewulu (RWL),Ls,10:58:00,
37,Sentolo (STL),Ls,11:05:00,
38  Wates (WT),,Ls,11:13:00,
39  Kedundang (KDG),,Ls,11:18:00,
40  Wojo (WJ),,Ls,11:24:00,
41,Jenar (JN),Ls,11:30:00,
42  Kutoarjo (KTA),,11:40:00,11:43:00,
