0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,20:35:00,
2,Purwosari (PWS),Ls,20:39:00,
3,Gawok (GW),Ls,20:43:00,
4,Delanggu (DL),Ls,20:46:00,
5,Ceper (CE),Ls,20:50:00,
6,Klaten (KT),20:57:00,20:59:00,
7,Srowot (SWT),Ls,21:04:00,
8,Brambanan (BBN),Ls,21:07:30,
9,Maguwo (MGW),Ls,21:12:00,
10,Lempuyangan (LPN),Ls,21:16:00,
11  Yogyakarta (YK),,21:20:00,21:23:00,
12,Patukan (PTN),Ls,21:28:00,
13  Rewulu (RWL),,Ls,21:31:00,
14,Sentolo (STL),Ls,21:37:00,
15  Wates (WT),,Ls,21:44:00,
16  Kedundang (KDG),,Ls,21:48:00,
17  Wojo (WJ),,Ls,21:52:00,
18,Jenar (JN),Ls,21:57:00,
19  Kutoarjo (KTA),,Ls,22:06:00,
20  Butuh (BTH),,Ls,22:09:30,
21,Prembun (PRB),Ls,22:13:00,
,22  Kutowinangun (KWN),Ls,22:17:00,// KA 105 (KA 105 =)
23  Wonosari (WNS),,Ls,22:19:00,
24  Kebumen (KM),,Ls,22:22:00,
25,Sruweng (SRW),Ls,22:27:00,
26  Karanganyar (KA),,Ls,22:29:00,
27  Gombong (GB),,Ls,22:34:00,
28,Ijo (IJ),Ls,22:38:00,
29,Tambak (TBK),Ls,22:41:00,
30,Sumpiuh (SPH),Ls,22:44:00,
31  Kemranjen (KJ),,Ls,22:47:00,
32  Kroya (KYA),,Ls,22:51:00,
33  Randegan (RDN),,Ls,22:56:00,
34  Kebasen (KBS),,Ls,22:59:00,
35  Notog (NTG),,Ls,23:04:00,
36,Purwokerto (PWT),23:12:00,23:15:00,
,37  Karanggandul (KGD),Ls,23:24:00,
38  Karangsari (KRR),,Ls,23:33:00,
39,Patuguran (PAT),Ls,23:44:00,
40  Kretek (KRT),,Ls,23:50:00,
41  Bumiayu (BMA),,Ls,23:58:00,
42,Linggapura (LG),Ls,00:05:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Prupuk (PPK),Ls,00:15:00,
44,Songgom (SGG),Ls,00:22:00,
45,Larangan (LRA),Ls,00:25:00,
,46  Ketanggungan (KGG),Ls,00:30:00,
47  Ciledug (CLD),,Ls,00:39:00,
48,Sindanglaut (SDU),Ls,00:48:00,
49,Luwung (LWG),Ls,00:52:00,
,50  Cirebon Prujakan (CNP),Ls,00:57:00,
51  Cirebon (CN),,01:00:00,01:03:00,
52  Cangkring (CNK),,Ls,01:10:00,
53  Bangoduwa (BDW),,Ls,01:13:00,
,54  Arjawinangun (AWN),Ls,01:16:00,
,55  Kertasemaya (KTM),Ls,01:25:00,
56,Jatibarang (JTB),Ls,01:30:00,
57,Telagasari (TLS),Ls,01:36:00,
58,Terisi (TIS),Ls,01:41:00,
,59  Kadokangabus (KAB),Ls,01:45:00,
60  Cilegeh (CLH),,Ls,01:50:00,
61  Haurgeulis (HGL),,Ls,01:56:00,
62  Cipunegara (CRA),,Ls,02:00:00,
63,Pegadenbaru (PGB),Ls,02:04:00,
64  Cikaum (CKM),,Ls,02:09:00,
65,Pasirbungur (PAS),Ls,02:12:00,
66,Pringkasap (PRI),Ls,02:15:00,
67,Pabuaran (PAB),Ls,02:18:00,
68,Tanjungrasa (TJS),Ls,02:21:00,
69  Cikampek (CKP),,Ls,02:28:00,
70  Dawuan (DWN),,Ls,02:31:00,
71  Kosambi (KOS),,Ls,02:35:00,
72  Klari (KLI),,Ls,02:37:00,
73  Karawang (KW),,Ls,02:41:00,
,74  Kedunggedeh (KDH),Ls,02:45:00,
75,Lemahabang (LMB),Ls,02:51:00,
76  Cikarang (CKR),,Ls,02:54:00,
77,Telaga Murni (TLM),Ls,-,
78  Cibitung (CIT),,Ls,-,
79,Tambun (TB),Ls,03:00:00,
,80  Bekasitimur (BKST),Ls,-,
81  Bekasi (BKS),,Ls,03:05:00,
82,Jatinegara (JNG),Ls,03:15:00,
83  Matraman (MTR),,Ls,-,
84  Manggarai (MRI),,Ls,03:20:00,
85  Cikini (CKI),,Ls,-,
86  Gondangdia (GDD),,Ls,-,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Gambir (GMR),,08:50:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,08:59:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,09:04:00,
7,Bekasi (BKS),Ls,09:14:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,09:19:00,// KA 5052 (KA 5052 =)
10  Cibitung (CIT),,Ls,-,
11,Telaga Murni (TLM),Ls,-,
12  Cikarang (CKR),,Ls,09:25:00,
13,Lemahabang (LMB),Ls,09:28:00,
,14  Kedunggedeh (KDH),Ls,09:33:00,
15  Karawang (KW),,Ls,09:37:00,
16  Klari (KLI),,Ls,09:41:00,
17  Kosambi (KOS),,Ls,09:43:00,
18  Dawuan (DWN),,Ls,09:47:00,
19  Cikampek (CKP),,Ls,09:50:00,
20,Tanjungrasa (TJS),Ls,09:57:00,
21,Pabuaran (PAB),Ls,10:00:00,
22,Pringkasap (PRI),Ls,10:03:00,
23,Pasirbungur (PAS),Ls,10:06:00,
24  Cikaum (CKM),,Ls,10:09:00,
25,Pegadenbaru (PGB),Ls,10:14:00,
26  Cipunegara (CRA),,Ls,10:18:00,
27  Haurgeulis (HGL),,Ls,10:22:00,// KA 166 (KA 166 =)
28  Cilegeh (CLH),,Ls,10:28:00,
,29  Kadokangabus (KAB),Ls,10:33:00,
30,Terisi (TIS),Ls,10:37:00,
31,Telagasari (TLS),Ls,10:42:00,
32,Jatibarang (JTB),Ls,10:48:00,
,33  Kertasemaya (KTM),Ls,10:53:00,
,34  Arjawinangun (AWN),Ls,11:02:00,
35  Bangoduwa (BDW),,Ls,11:05:00,
36  Cangkring (CNK),,Ls,11:08:00,
37  Cirebon (CN),,11:13:00,11:16:00,
,38  Cirebon Prujakan (CNP),Ls,11:19:00,
39,Luwung (LWG),Ls,11:24:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
40,Sindanglaut (SDU),Ls,11:28:00,
41  Ciledug (CLD),,Ls,11:37:00,
