0,1,2,3,4
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
1,Surabayagubeng (SGU),,13:50:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,13:56:00,X KA 248
4,Sepanjang (SPJ),Ls,14:00:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,14:08:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,14:13:00,
9,Mojokerto (MR),14:22:00,14:24:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,14:33:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),14:42:00,14:45:00,
14,Sembung (SMB),Ls,14:53:00,
15  Kertosono (KTS),,14:59:00,15:02:00,
16,Baron (BRN),Ls,15:09:00,// KA 2607 (KA 2607 =)
17,Sukomoro (SKM),Ls,15:15:00,
18  Nganjuk (NJ),,15:20:00,15:22:00,
19,Bagor (BGR),Ls,15:29:00,
20,Saradan (SRD),Ls,15:39:00,
21,Caruban (CRB),15:46:00,15:48:00,
22,Babadan (BBD),Ls,15:56:00,
23  Madiun (MN),,16:03:00,16:08:00,
24  Magetan (MAG),,16:18:00,16:20:00,
25  Geneng (GG),,Ls,16:27:00,
26  Ngawi (NGW),,16:33:00,16:35:00,
27  Kedunggalar (KG),,Ls,16:43:00,
28  Walikukun (WK),,16:51:00,16:53:00,
,29  Kedungbanteng (KDB),Ls,17:02:00,
30  Kebonromo (KRO),,Ls,17:06:00,
31,Sragen (SR),17:11:00,17:13:00,
32  Masaran (MSR),,Ls,17:20:00,
33  Kemiri (KMR),,Ls,17:25:00,
34,Palur (PL),Ls,17:27:30,
35,Solojebres (SK),Ls,17:30:00,
36,Solobalapan (SLO),17:34:00,17:39:00,
37,Purwosari (PWS),Ls,17:43:00,
38  Gawok (GW),,Ls,17:47:00,
39  Delanggu (DL),,Ls,17:51:00,
40,Ceper (CE),Ls,17:55:00,
41  Klaten (KT),,18:02:00,18:04:00,
42,Srowot (SWT),Ls,18:10:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
43,Brambanan (BBN),Ls,18:14:00,
44  Maguwo (MGW),,Ls,18:20:00,
45,Lempuyangan (LPN),18:26:00,18:31:00,
46  Yogyakarta (YK),,Ls,18:35:00,
47,Patukan (PTN),Ls,18:40:00,
48,Rewulu (RWL),Ls,18:43:00,
49,Sentolo (STL),Ls,18:50:00,
50  Wates (WT),,18:59:00,19:01:00,
51  Kedundang (KDG),,Ls,19:07:00,
52  Wojo (WJ),,Ls,19:13:00,
53,Jenar (JN),Ls,19:19:00,
54  Kutoarjo (KTA),,19:30:00,19:35:00,
55,Butuh (BTH),Ls,19:40:00,
56,Prembun (PRB),Ls,19:44:00,
,57  Kutowinangun (KWN),Ls,19:48:00,
58  Wonosari (WNS),,Ls,19:50:00,
59  Kebumen (KM),,19:55:00,19:57:00,
60,Sruweng (SRW),Ls,20:04:00,
61  Karanganyar (KA),,Ls,20:06:00,
62  Gombong (GB),,20:13:00,20:15:00,// KA 2751F JJ (KA 2751F =)
63,Ijo (IJ),Ls,20:22:00,
64,Tambak (TBK),Ls,20:25:00,
65,Sumpiuh (SPH),Ls,20:28:00,
66  Kemranjen (KJ),,Ls,20:31:00,
67  Kroya (KYA),,20:38:00,20:41:00,
68,Randegan (RDN),Ls,20:48:00,
69  Kebasen (KBS),,Ls,20:51:00,
70  Notog (NTG),,Ls,20:56:00,
71,Purwokerto (PWT),21:04:00,21:11:00,
,72  Karanggandul (KGD),Ls,21:20:00,
73  Karangsari (KRR),,Ls,21:30:00,
74,Patuguran (PAT),Ls,21:44:00,
75  Kretek (KRT),,Ls,21:51:00,
76,Bumiayu (BMA),Ls,21:59:00,
77,Linggapura (LG),Ls,22:08:00,
78,Prupuk (PPK),22:21:00,22:23:00,
79,Songgom (SGG),Ls,22:31:00,
80,Larangan (LRA),Ls,22:35:00,
,81  Ketanggungan (KGG),Ls,22:40:00,
82,Ciledug (CLD),Ls,22:50:00,
83,Sindanglaut (SDU),Ls,22:59:00,
84,Luwung (LWG),Ls,23:03:00,
85,Cirebon Prujakan (CNP),Ls,23:08:00,
86,Cirebon (CN),23:12:00,23:22:00,
No.,Stasiun dan Perhentian,,Datang  Berangkat,Keterangan
87,Cangkring (CNK),Ls,23:29:00,
88,Bangoduwa (BDW),Ls,23:32:00,
,89  Arjawinangun (AWN),Ls,23:36:00,
,90  Kertasemaya (KTM),Ls,23:45:00,
91,Jatibarang (JTB),23:53:00,00:06:00,= KA 57F JJ (KA 57F JJ //)
92,Telagasari (TLS),Ls,00:14:00,
93,Terisi (TIS),Ls,00:19:00,
,94  Kadokangabus (KAB),Ls,00:23:00,
95,Cilegeh (CLH),Ls,00:28:00,
96  Haurgeulis (HGL),,Ls,00:34:00,
97,Cipunegara (CRA),Ls,00:38:00,
98,Pegadenbaru (PGB),Ls,00:43:00,
99,Cikaum (CKM),Ls,00:48:00,
100  Pasirbungur (PAS),,Ls,00:51:00,
101  Pringkasap (PRI),,Ls,00:55:00,
102  Pabuaran (PAB),,Ls,00:58:00,
