No.,Stasiun,Datang,Berangkat,Keterangan
1,Yogyakarta (YK),,06:45:00,
2,Lempuyangan (LPN),Ls,06:48:00,
3,Maguwo (MGW),Ls,06:52:00,
4,Brambanan (BBN),Ls,06:57:00,
5,Srowot (SWT),Ls,07:01:00,
6,Klaten (KT),07:06:00,07:08:00,
7,Ceper (CE),Ls,07:15:00,
8,Delanggu (DL),Ls,07:19:00,
9,Gawok (GW),Ls,07:22:00,
10,Purwosari (PWS),Ls,07:26:00,
11,Solobalapan (SLO),07:30:00,07:33:00,
12,Solojebres (SK),Ls,07:37:00,
13,Palur (PL),Ls,07:40:00,
14,Kemiri (KMR),Ls,07:43:00,
15,Masaran (MSR),Ls,07:48:00,
16,Sragen (SR),Ls,07:53:00,// KA 274(KA 274 =)
17,Kebonromo (KRO),Ls,07:56:00,
18,Kedungbanteng (KDB),Ls,08:00:00,
19,Walikukun (WK),Ls,08:08:00,
20,Kedunggalar (KG),Ls,08:13:00,
21,Ngawi (NGW),Ls,08:18:00,
22,Geneng (GG),Ls,08:23:00,
23,Magetan (MAG),Ls,08:28:00,
24,Madiun (MN),08:36:00,08:41:00,
25,Babadan (BBD),Ls,08:48:00,
26,Caruban (CRB),Ls,08:54:00,// KA 150 (KA 150 =)
27,Saradan (SRD),Ls,08:59:00,
28,Bagor (BGR),Ls,09:09:00,
29,Nganjuk (NJ),09:15:00,09:17:00,
30,Sukomoro (SKM),Ls,09:22:00,
31,Baron (BRN),Ls,09:28:00,
32,Kertosono (KTS),Ls,09:33:00,
33,Sembung (SMB),Ls,09:38:00,
34,Jombang (JG),09:45:00,09:48:00,
35,Peterongan (PTR),Ls,-,
36,Sumobito (SBO),Ls,09:57:00,
37,Curahmalang (CRM),Ls,-,
38,Mojokerto (MR),10:07:00,10:09:00,
39,Tarik (TRK),Ls,10:17:00,// KA 424 (KA 424 =)
40,Kedinding (KDN),Ls,-,
41,Krian (KRN),Ls,10:23:00,
42,Boharan (BH),Ls,-,
43,Sepanjang (SPJ),Ls,10:32:00,
44,Wonokromo (WO),Ls,10:38:00,
45,Ngagel (NGA),Ls,-,
46,Surabayagubeng (SGU),10:45:00,,
