No.,Stasiun,Datang,Berangkat,Keterangan
1,Madiun (MN),,11:35:00,
2,Magetan (MAG),11:45:00,11:47:00,
3,Geneng (GG),Ls,11:55:00,
4,Ngawi (NGW),12:02:00,12:04:00,
5,Kedunggalar (KG),Ls,12:12:00,
6,Walikukun (WK),12:21:00,12:23:00,
7,Kedungbanteng (KDB),Ls,12:33:00,
8,Kebonromo (KRO),Ls,12:37:00,
9,Sragen (SR),12:42:00,12:44:00,
10,Masaran (MSR),Ls,12:51:00,
11,Kemiri (KMR),Ls,12:57:00,
12,Palur (PL),Ls,13:00:00,
13,Solojebres (SK),13:05:00,13:07:00,
14,Solobalapan (SLO),13:11:00,13:16:00,
15,Kadipiro (KDO),13:23:00,13:24:00,
16,Adi Soemarmo (SMO),13:34:00,,
