No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,16:55:00,
2,Andir (AND),Ls,17:00:00,
3,Cimindi (CMD),Ls,17:02:00,
4,Cimahi (CMI),17:06:00,17:08:00,
5,Gadobangkong (GK),Ls,-,
6,Padalarang (PDL),Ls,17:15:00,
7,Cilame (CLE),Ls,17:24:00,
8,Sasaksaat (SKT),Ls,17:32:00,
9,Maswati (MSI),Ls,17:38:00,X KA 350 (KA 350 X)
10,Rendeh (RH),Ls,17:43:00,
11,Cikadongdong (CD),Ls,17:47:00,
12,Cisomang (CG),Ls,-,
13,Plered (PLD),Ls,18:01:00,
14,Sukatani (SUT),Ls,18:06:00,
15,Ciganea (CA),Ls,18:14:00,
16,Purwakarta (PWK),18:23:00,18:26:00,
17,Sadang (SAD),Ls,-,
18,Cibungur (CBR),Ls,18:36:00,
19,Cikampek (CKP),18:45:00,19:10:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 172"
