No.,Stasiun,Datang,Berangkat,Keterangan
1,Madiun (MN),,15:00:00,
2,Magetan (MAG),15:11:00,15:29:00,= KA 247 (KA 247 //)
3,Geneng (GG),Ls,15:37:00,
4,Ngawi (NGW),15:44:00,15:47:00,
5,Kedunggalar (KG),Ls,15:55:00,
6,Walikukun (WK),16:04:00,16:06:00,
7,Kedungbanteng (KDB),Ls,16:16:00,
8,Kebonromo (KRO),Ls,16:20:00,
9,Sragen (SR),16:25:00,16:27:00,
10,Masaran (MSR),Ls,16:34:00,
11,Kemiri (KMR),Ls,16:40:00,
12,Palur (PL),Ls,16:44:00,
13,Solojebres (SK),16:49:00,16:51:00,
14,Solobalapan (SLO),16:55:00,17:00:00,
15,Kadipiro (KDO),17:07:00,17:08:00,
16,Adi Soemarmo (SMO),17:18:00,,(KA 580 X)
