No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,07:30:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,07:38:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,07:43:00,
7,Bekasi (BKS),07:53:00,07:55:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,08:02:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,08:09:00,
13,Lemahabang (LMB),Ls,08:12:00,
14,Kedunggedeh (KDH),Ls,08:17:00,
15,Karawang (KW),Ls,08:21:00,// KA 328 (KA 328 =)
16,Klari (KLI),Ls,08:25:00,
17,Kosambi (KOS),Ls,08:27:00,
18,Dawuan (DWN),Ls,08:32:00,
19,Cikampek (CKP),Ls,08:36:00,
20,Cibungur (CBR),Ls,08:43:00,
21,Sadang (SAD),Ls,-,
22,Purwakarta (PWK),08:53:00,08:55:00,
23,Ciganea (CA),Ls,09:04:00,
24,Sukatani (SUT),Ls,09:13:00,
25,Plered (PLD),Ls,09:18:00,
26,Cisomang (CG),Ls,-,
27,Cikadongdong (CD),Ls,09:32:00,
28,Rendeh (RH),Ls,09:35:30,
29,Maswati (MSI),Ls,09:40:00,
30,Sasaksaat (SKT),Ls,09:46:00,
31,Cilame (CLE),Ls,09:54:00,
32,Padalarang (PDL),Ls,10:02:00,(KA 101 X)
33,Gadobangkong (GK),Ls,-,
34,Cimahi (CMI),10:08:00,10:10:00,
35,Cimindi (CMD),Ls,10:14:00,
36,Andir (AND),Ls,10:16:00,
37,Bandung (BD),10:21:00,,
