No.,Stasiun,Datang,Berangkat,Keterangan
1,Tegal (TG),07:09:00,07:15:00,MENERUSKAN PERJALANAN KA 181
2,Larangan (LR),Ls,07:21:00,// KA 2536F JJ (KA 2536F JJ =)
3,Surodadi (SD),Ls,07:28:00,
4,Pemalang (PML),07:38:00,07:41:00,
5,Petarukan (PTA),Ls,07:48:00,
6,Comal (CO),Ls,07:55:00,
7,Sragi (SRI),Ls,07:58:00,
8,Pekalongan (PK),08:08:00,08:12:00,
9,Batang (BTG),Ls,08:20:00,
10,Ujungnegoro (UJN),Ls,08:24:00,
11,Kuripan (KRP),Ls,08:33:00,
12,Plabuan (PLB),Ls,08:38:00,
13,Krengseng (KNS),Ls,08:45:00,
14,Weleri (WLR),08:51:00,08:55:00,
15,Kalibodri (KBD),Ls,09:03:00,
16,Kaliwungu (KLN),Ls,09:12:00,
17,Mangkang (MKG),Ls,09:17:00,
18,Jerakah (JRK),Ls,09:22:00,
19,Semarang Poncol (SMC),09:29:00,09:34:00,// KA 2704 (KA 2704 =)
20,Semarang Tawang (SMT),09:42:00,,
