No.,Stasiun,Datang,Berangkat,Keterangan
1,Bandung (BD),,09:35:00,
2,Andir (AND),Ls,09:40:00,
3,Cimindi (CMD),Ls,09:42:00,
4,Cimahi (CMI),09:46:00,09:48:00,
5,Gadobangkong (GK),Ls,-,
6,Padalarang (PDL),09:57:00,10:06:00,X KA 132 (KA 132 X)
7,Cilame (CLE),Ls,10:15:00,
8,Sasaksaat (SKT),Ls,10:23:00,
9,Maswati (MSI),Ls,10:28:00,
10,Rendeh (RH),Ls,10:33:00,
11,Cikadongdong (CD),Ls,10:37:00,
12,Cisomang (CG),Ls,-,
13,Plered (PLD),Ls,10:52:00,
14,Sukatani (SUT),Ls,10:57:00,
15,Ciganea (CA),Ls,11:06:00,
16,Purwakarta (PWK),11:16:00,11:24:00,(KA 284 X)
17,Sadang (SAD),Ls,-,
18,Cibungur (CBR),Ls,11:35:00,
19,Cikampek (CKP),11:45:00,12:10:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 100"
